5.500000000000000000e+01;0.000000000000000000e+00
5.827047018976124093e+01;0.000000000000000000e+00
6.173541265701551595e+01;0.000000000000000000e+00
6.540639132514967002e+01;0.000000000000000000e+00
6.929565774421803326e+01;0.000000000000000000e+00
7.341619197935190755e+01;0.000000000000000000e+00
7.778174593052024477e+01;0.000000000000000000e+00
8.240688922821750850e+01;0.000000000000000000e+00
8.730705785825099952e+01;0.000000000000000000e+00
9.249860567790862831e+01;3.407401830779999727e+05
9.799885899543735945e+01;3.161511991389999748e+05
1.038261743949863245e+02;4.967791424409999745e+05
1.100000000000000426e+02;2.568576982369999867e+06
1.165409403795225245e+02;8.460146228809999302e+06
1.234708253140310887e+02;7.174362826489999425e+05
1.308127826502993969e+02;4.838278001650000224e+05
1.385913154884361518e+02;4.924176166840000078e+05
1.468323839587039004e+02;4.813808814129999955e+05
1.555634918610405748e+02;7.583942480399999768e+05
1.648137784564351023e+02;4.675806902387999929e+06
1.746141157165020843e+02;1.585935243387299962e+07
1.849972113558173703e+02;5.440404459620000562e+05
1.959977179908748326e+02;5.118284117349999724e+05
2.076523487899727627e+02;3.774789301330000162e+05
2.200000000000002274e+02;1.002402734499000013e+06
2.330818807590452195e+02;9.513671114406999201e+06
2.469416506280623480e+02;4.605601189139999915e+05
2.616255653005989643e+02;4.054996839039999759e+05
2.771826309768724741e+02;8.123667013779999688e+05
2.936647679174079713e+02;2.171171228061499819e+07
3.111269837220813770e+02;3.961366052030000137e+05
3.296275569128704319e+02;7.623444652469999855e+05
3.492282314330044528e+02;9.877542341662000865e+06
3.699944227116350248e+02;2.141152732660000038e+05
3.919954359817499494e+02;2.364193666279999889e+05
4.153046975799458664e+02;2.097853989360000123e+05
4.400000000000007958e+02;1.171083641503999941e+06
4.661637615180907801e+02;1.535408040454399958e+07
4.938833012561250371e+02;2.391824594410000136e+05
5.232511306011982697e+02;3.831459672750000027e+05
5.543652619537452892e+02;1.485181278779000044e+06
5.873295358348162836e+02;4.124438394009000156e+06
6.222539674441630950e+02;2.032961545650000044e+05
6.592551138257412049e+02;8.192023190650000470e+05
6.984564628660092467e+02;6.234818533702000044e+06
7.399888454232703907e+02;0.000000000000000000e+00
7.839908719635003536e+02;0.000000000000000000e+00
8.306093951598921876e+02;0.000000000000000000e+00
