A;Asus;B;C;Csus;D;Dsus;E;F;Fsus;G;Gsus;A;Asus;B;C;Csus;D;Dsus;E;F;Fsus;G;Gsus;A;Asus;B;C;Csus;D;Dsus;E;F;Fsus;G;Gsus;A;Asus;B;C;Csus;D;Dsus;E;F;Fsus;G;Gsus;baseNote;variation1;variation2;
0.0;113746.29439445675;1197950.4760682005;12129452.919002054;1273533;140993.23171219524;1510574.880673961;161600.6768009792;163567.26943987733;165538.90247016703;170593.6352783367;182803.88444700764;186393.39379462096;190024.87225659477;214709.6459319046;2286357;240096.96966391953;245811.21727270464;256805.27663576984;259349.60744378582;285308.3501180567;2975710.184710512;315329.48927613423;3222834.9343420113;355541.11526195315;363905.19070292625;412818.35963352973;426846.69780054485;472185.8589892175;506690.2528632608;527383.4342537055;528744.2959682151;553356.5237890889;557320.5704400329;577796.9299701147;583600.684000947;594351.9804023671;613029.2473890854;621434.7348588065;627401.1234826811;643391.3161620933;680350.4179184724;705239.9278059165;709094.8515250247;805941.682627234;877986.6057824551;895530.0959780808;933144.6553835843;[B];[MAJ];[];
0.0;1003139.8279204033;1029313.4701218513;1156485.2972550688;1273533;1276348.7207178904;1614951.7300924303;1663376.3322310792;1669462.3346082477;185757.10682406815;1868718.3104222245;1935792.0223889905;227072.44931288017;2286357;253105.98861104247;2573974.5645124204;271125.56927698315;274088.8033773302;318490.34717434394;3391808.548074876;353566.7906131333;357787.7628375344;364365.0066022279;377218.4162675789;3887720.827121287;402627.7441384683;410312.13280340575;433692.3868400996;436283.6865477547;453628.28128353006;464025.75772486464;470991.22082958324;477234.46989477327;480002.72008096025;483107.4878040668;487457.96440767776;491634.97679799504;501401.83922295924;510533.388582883;523514.7990170194;546940.1576515762;569080.4803370009;596959.7973373976;6702049.197081081;711240.2202397806;884648.1520493523;913228.4768937436;952834.8069459219;[B];[MAJ];[];
0.0;11576889.584252065;1242951.4223771277;1273533;1496835.4478510518;1719293.0142025207;2286357;238308.43139601077;2429780.3028026717;281255.5318397677;281425.8569478096;331859.55237720336;390233.94042783417;395158.1729707584;4031788.999749598;408679.43510981294;411120.0604390212;4185318.6591781406;420991.5143346963;432435.9255254445;436844.78833110275;441855.81664416345;444066.5790966444;458922.2717249595;471028.0718542135;476434.97460362024;485124.1108316478;491939.7443807216;492570.2801424748;497770.3804293316;514406.3290983202;516144.46499178954;528406.8548679015;530789.03366833;545449.1109184098;558828.1111031049;574106.1961185078;586265.8688140108;588224.1960236774;591916.2357065085;628077.0410172909;631175.1975235062;633678.416624112;694509.4801424249;698129.4886903599;761997.7431305292;915775.9362237977;924890.134652397;[B];[MAJ];[];
0.0;101999.46427592909;107309.40799860143;1147011.442364417;118713.39525405223;121144.82365630561;125464.53785088427;125827.27005406002;1273533;12818298.059591867;1330183.05722876;142195.57616245167;158991.84113536333;168944.69641430536;200397.42202906014;206169.0991045127;211342.60541954887;219001.40969355794;227360.7435923357;2286357;237297.33443097994;245443.14608888712;285383.00108199974;294038.7061878424;324514.7558899489;333258.69093396247;3500193.0506643876;378134.7034108531;382804.3608191236;3858480.310122412;412279.8857585965;429703.5291051111;431999.8681177217;443443.08782852243;463708.39021576085;482289.17408485705;482327.55826385994;48502.67327091048;495220.5974456804;510189.4064681012;587004.1894863042;602857.8894667558;648195.0913180135;662526.9789193734;678686.1190562564;68821.36395749218;794959.132417373;869614.9679075284;[B];[MAJ];[];
0.0;1082548.45736304;11628553.302121418;1273533;149657.8326017699;174215.1008719169;206902.59826927222;210703.0796874253;220108.30617204387;222657.1051614203;226486.18302446805;226805.53767061725;2286357;238497.88642158106;242412.00082613394;243364.83174889302;246611.56601474466;258657.255940493;261252.90734918858;269412.48744754103;2703257.2677309914;279455.3597871062;293524.5673901946;294056.97713774757;299750.618620806;302944.4267797527;309870.60544747906;312288.7264875394;327399.3225051261;328455.1251774335;3318228.383273086;343713.2906815734;354033.6497113633;354474.91349704633;358019.7999809928;413670.6769853103;417017.21074440924;417829.52951860754;423425.19431169477;435802.68295839755;445717.96998164285;526509.9748682054;552420.7571610456;610382.4240005797;614213.1154810953;623321.4382856425;651341.2382229891;988522.5648243324;[B];[MAJ];[];
0.0;10391764.551161507;1196774.7521351678;120833.02200927463;1273533;134922.86809959495;135805.9867414428;139054.682455798;165152.49546907996;167547.52742649752;193489.6412796258;2100516.008841487;211927.24869238373;228402.22395297466;2286357;241001.2208089118;245108.47961645748;253546.35767211093;263795.759157543;290543.5402546067;290831.5678301055;292536.1753095605;298882.0331949901;301683.427743586;3025056.598277135;309349.09509525495;313295.5630603012;331536.878997042;336445.1447767388;340477.0437681994;390799.7961614509;391454.14843310555;401940.4489025335;403128.0812030103;403466.0608293766;404810.3832746289;408899.94366893923;422177.067920772;447820.424657983;469158.6925868616;514259.9079609803;535825.5876299182;557730.6816650657;568493.6428100388;653338.1944100686;702280.2836605913;84066.57185133503;84424.0675546806;[B];[MAJ];[];
0.0;111186.46551523646;114469.85151492705;1273533;130665.49349682873;133925.82505213213;134445.30224601616;138649.81271636326;141805.77362204122;151402.4868032664;154909.67346792817;168946.5548704349;182752.21819039932;186693.5153327512;189341.23645290258;192217.98747320392;194511.11434763012;207185.83770780326;2151361.5896157757;2286357;229917.77256742658;240564.48526356588;247713.46794174315;2613993.3086591195;277064.0071206046;278511.9318036932;282560.9538631011;298217.36611616367;317534.27140159515;339677.72745268344;359830.1254051077;385389.3441732872;477925.44426607765;55855.33391754408;616531.3133225477;695588.0396362281;71772.54190644284;7402833.371362816;75340.36238342381;77044.47249147404;77092.28300766752;798633.6042375201;81275.53993866549;82150.75660203355;83926.168320611;916319.4976258497;92764.15469385558;98067.99760838684;[B];[MAJ];[];
0.0;120799.88530088216;1273533;132510.50082065735;142296.56138466083;172331.73286834435;1916755.339922765;1989223.5715931142;20136.071877379007;214536.62078034296;227882.73402833033;2286357;240852.65124033106;241316.82142392098;255339.38873172895;260585.41364373002;26251.89548535964;275464.2252964958;287855.3171475774;29538.49664659792;312614.0347674542;31459.61275143363;320010.09675665194;322796.17277460784;323972.77663668775;325213.13215003925;341779.5186112761;361036.3570714096;374087.4888932705;374780.23343888874;421020.59392114525;459856.8440842555;495338.5049051169;531050.3856262449;537175.3177140431;58030.059579447574;5810211.097263821;59393.85694802606;60811.00321660779;61504.57057035393;61574.778676019436;71107.31693884292;715877.3877195669;73110.64187948924;785888.3198580521;82053.70196337703;84318.44405946371;86404.29055276248;[B];[MAJ];[];
0.0;102392.90386961865;109086.31832338861;116090.39295504573;1273533;127364.68766293471;133994.55972905038;134372.29782899903;147117.38413629401;1545253.410557801;157783.50332075785;162759.57234414178;166744.95321580872;1675277.707624166;179274.70426421787;184627.13396601396;22314.106194286585;2286357;24930.016480042796;256450.23587463182;269660.47358440503;31742.937770306413;33186.45298225944;335678.1986122738;35861.54520038986;36049.5397872152;40519.59544895837;43916.60478424187;44216.957234940324;449681.37143889396;4506211.820275771;503648.78463092237;52566.02131067272;591550.1950016166;59996.71218753668;61455.9092436017;69065.15174992896;70131.69002056612;707305.8399672915;89228.9091562364;91621.6498326674;93183.74062164375;94051.29108249635;95453.48717652781;98236.16438683262;98511.68570432735;99251.86303809244;9969.985762752254;[B];[MAJ];[];
0.0;104303.30607045039;106950.88414389093;107588.43794784954;116090.86695654689;119878.61971166969;122917.59962252626;124325.85262453751;1245059.2484043485;1273533;1424823.2726278733;152840.2040177226;167143.10424384347;173432.37280360376;173745.54743750888;174433.9573239453;181086.42568284302;187686.43368926563;191945.90974163832;195883.54598105734;21679.38975465891;22764.61969969341;2286357;238798.7524917136;257735.3844094034;323928.02500384353;35753.47724441144;37842.7225230174;384433.1134325928;40109.76067344937;42675.66658586609;443951.0685148595;44706.54711323356;4542995.209802737;466786.5867100234;48713.48130744408;49253.139679330765;50115.421512687986;52748.55166456105;54443.069442189706;62271.37793740785;67285.88588022457;70345.83150702607;77221.40486088059;78627.01158854071;80647.77311841732;88064.61712014962;95186.88005169279;[B];[MAJ];[];
0.0;104443.5136470988;105866.57539783965;1103202.6315727376;110665.04844549746;1148387.443981397;116507.02940777889;1273533;129063.02450948035;131425.95550844798;134251.78586194458;134279.49049000166;135768.90663387993;145327.15242457198;161227.11994065245;164347.75031469096;169290.52019806716;186126.2919432432;190807.6411312819;2286357;272366.55376177334;27515.114173749433;281170.8814359103;35016.664605752856;360172.82067193696;370663.23422623833;37126.48344520937;373501.1211538203;37374.226946980016;40107.420258889506;40300.34854019026;4080220.9528934145;41768.54953920699;49799.951509702514;57927.824857437314;69907.19855603758;70012.6582297528;73006.16956597124;75162.8038548922;76802.8778482863;77232.51161220176;83480.4778922705;89710.0650486489;90810.047942882;90838.63346287436;93626.11511053384;95777.57965180454;99033.01521778155;[B];[MAJ];[];
0.0;108482.681122585;113951.6001501942;122701.59105008616;125927.8872813135;126224.18175286891;1273533;127529.88119405055;134919.31792156334;136889.3619125351;137042.96069639307;141483.5575113993;159763.9124850828;160788.70819488046;160843.83174260973;169325.63830438064;177102.831933564;183952.41296887823;199122.14242951182;205231.43671374317;210380.83327441796;210895.26582148732;219369.26705686963;220069.92011546867;220697.05382312092;2286357;254034.33645838327;256284.50145124694;267670.9272663886;317059.3303528745;35126.54876991594;360506.0215023135;3860269.927300127;39042.58281936097;39053.14514523572;44316.425140201485;44754.58446179328;49279.074082073195;56189.3392456572;59152.77330894074;68099.53807177099;69934.15097381828;79430.12564318579;9321.472278430954;938246.3922941586;97679.4179128643;993802.5106766616;99732.41170917187;[B];[MAJ];[];
0.0;102886.28517859822;120788.88319897214;126746.22637464556;1273533;134533.591598783;141164.60785084873;142984.3883997279;153397.22548888935;157058.34776362224;157611.2688853717;161150.44503233142;170059.61991759244;177437.24326166933;177919.87742998864;198073.29513890148;201022.69706606286;204195.31634737024;20617.583200123398;209373.3856660654;227243.67147536215;2286357;240448.26575798643;252554.08297211965;2802908.0788340336;28421.789484501085;30579.050386671523;33221.93079049989;364777.0830266916;45928.02953612742;54079.47940308022;58548.33701695734;58781.05564889007;58988.0132629002;59840.945261418325;60800.32390110428;64563.10048910718;69992.5802928661;731150.8122100042;75494.76812980293;77348.8836030696;79593.30705565804;80159.85735607198;83192.63950946648;85225.95491144901;88016.43307180806;88672.55691356279;919650.3770599369;[B];[MAJ];[];
0.0;102020.63368014843;106963.07285622552;107947.41867747469;109852.61414194893;116938.83117191678;117105.41916907758;121870.85020004911;126565.5503645332;1273533;138265.7760432315;145963.2988168356;151313.73016113075;155149.91501652854;18435.317560728534;187105.89610102025;188090.09049894006;1925740.8742368235;204537.81599699438;21253.244217430147;21767.895100430425;218564.2868957123;222084.89514415181;2286357;2388.9534428980064;245586.61950837958;257050.96982839555;26688.961805253508;28740.295752281316;29281.349565044606;30532.323981622092;31052.686915965165;33170.577735107996;38974.64705951264;42101.95054150671;45907.84187884866;46447.034986320694;46743.8714447266;48340.40611118437;49340.851075500155;51290.30503249021;56680.12198908962;658915.6687731303;70972.5143358528;74938.15723415732;769186.0335449035;82000.10860594099;84539.4169334137;[B];[MAJ];[];
0.0;100115.2655532381;1080893.2582127906;1184675.3145580152;121397.94132990543;125765.81523773559;127026.82802672796;1273533;137880.49561160762;153921.39227603903;1543431.0097253774;160363.8599959878;165469.23196963064;166380.62048170282;166594.47130356834;179580.9310252549;183403.09592827663;192280.21062785955;195442.87355953426;196014.33620423023;212123.7751485817;219274.24656033033;2286357;237377.5380091674;243223.04572254242;280219.4563234272;291292.116594691;295492.2896722123;311446.29214738705;356322.1286957763;361850.9897796193;392476.3495357849;456215.1541254487;472965.6586368437;476431.5489991443;505329.73672192334;57485.09868288491;575077.3937920837;580847.5068128008;635828.4312791363;686644.1016631556;69878.79384987534;739500.8678884729;795792.0857635937;797197.8519628679;926868.0088209187;93488.33869663038;981829.6435309498;[B];[MAJ];[];
0.0;100180.04002230722;104013.51564484728;112519.43237493164;114856.10174503988;123963.63108886618;1273533;132602.8525385537;132818.30805673453;148548.24828179707;155772.62515448435;16329.310754874767;169652.0403470274;181642.9082616054;183920.8194157723;189237.1028027857;192986.86754471913;213509.32910077754;215854.04105054314;2225411.241880666;223974.01064774755;227791.60324298244;2286357;234036.88695692792;239161.75419265375;240399.86428466206;26749.24711290654;2731798.8190826834;275155.2320023351;287655.7397853559;2877350.7239425224;293446.2502291183;306402.8005722577;308801.91945642;323029.64161831373;35236.48694405156;400172.4466734661;477344.16697715514;479810.07887786493;63616.224574224136;724545.667402484;786352.26685457;82033.77452338167;835267.5961051177;86151.11200738029;943611.4684892045;95047.9480472304;95866.37728925688;[B];[MAJ];[];
0.0;101226.34614529434;108958.05997554501;110051.72299964738;111070.97418526199;115705.19171331511;120689.31523738477;122087.49111522688;124621.26118924623;1273533;132553.87271706015;142586.48285731167;143077.71979776782;165559.70923070182;180619.79151886015;182194.72928076948;1868935.2545468225;204743.62930009075;205690.72187831672;217116.0895179781;217846.5467627328;218431.50213505252;224024.63101215137;2286357;2295880.611558713;229900.06308997227;230420.62097347368;234851.16431566016;236634.60579826517;238958.26581371258;266380.29284069303;323732.95135188627;407746.2922312586;41140.57290810903;478427.96491614194;536233.0887607575;68996.11247888187;70375.01504987414;73992.49075778175;754422.3812483515;785246.2271629234;79118.15638666178;825197.7876798828;87343.46685984559;88885.6141576413;89051.6236807255;92124.7735307928;98750.22394540407;[B];[MAJ];[];
0.0;105639.21005894958;106989.2904653917;1076517.8080446315;111135.83192650694;112507.68172922912;1273533;130466.41644875208;134264.6080611788;135488.69294677544;139016.57520895105;142025.7552747986;142598.40438495137;146804.3876432555;146916.7454539635;15252.183919666108;1537744.1456682216;155181.68312164344;16823.6640750503;172218.38765108224;18672.606835037048;1929031.8952725958;196309.7745327537;198974.8974309861;213644.6026189159;219267.4402064989;2286357;231765.11744707168;254573.83272920043;292094.35059318517;348104.1140429765;35838.45029328457;386782.629126557;396490.31078985473;42548.74667025041;428541.6919204999;44541.02381680965;52992.956947040926;591338.9450241614;593880.454001883;61726.90979273616;73389.387068301;75616.55291995106;76641.81734231717;76671.79535993701;8037.1564001288525;81937.19037722673;85418.31905767584;[B];[MAJ];[];
0.0;108422.38616537659;113076.66333950439;115857.23486533141;119569.68062797167;122180.70410855074;124911.72670043641;125492.45537168157;1273533;1290299.0209487812;129988.711307063;138334.455409707;141689.904285977;145418.65559632142;146777.60813293257;149626.3299713896;156189.32413572655;1618253.936555526;166491.26405583596;168495.96080754488;184403.8539825435;194676.73319248128;194858.59346143127;1966104.0521310477;226514.665462457;2286357;236012.88004157713;239092.16641748886;253193.18815899483;265310.4771192268;275665.23937967623;282886.7698255075;328383.940278113;339694.7229934797;40634.55058126799;454804.068511206;47097.3860125427;497222.69558701233;57027.920092555185;59534.20378828413;69759.91009361265;70615.26682442939;72478.10372723288;72737.22969417147;85708.95531394471;86652.06632192229;90682.61612934814;95611.33526247274;[B];[MAJ];[];
0.0;102452.27477493802;102679.13639408615;106354.8520578178;106522.36093293133;112227.86295924109;112368.50676661226;114387.40639586274;119746.49199101259;1270698.3861107766;1273533;1319651.1792231004;134478.03984063095;1353572.0323273158;136487.49401240627;139986.19182917452;153710.94020604138;158736.04334716857;160023.301185749;166363.74078443038;171779.38813916314;178200.1197948914;182814.65590292073;183751.90596271027;185220.22310669447;186785.0288563637;204585.3057169833;209753.80827999156;214814.5999597875;227203.22160620737;2286357;284236.7743454886;311212.3979539198;3787120.3537943144;380370.98688702023;39993.007698664456;417218.89432337723;450806.6278951336;481650.43370480073;533202.1049773239;568668.2834586687;64841.829068725805;72425.2511946588;73824.53676152974;80596.67347570976;88756.2899870182;91034.40176795515;97645.23032251571;[B];[MAJ];[];
0.0;114424.80725976669;117297.90288773675;125458.2527989553;1273533;1277811.5077150967;139595.38896991048;147261.93300141822;148634.74496991068;150802.23825393643;1526026.0556404586;155069.2942050085;157906.82272999184;162782.0726464523;174919.45172381066;176474.80372824648;177440.7521780332;179002.83448178464;181927.29571625104;188515.502167837;189844.67346314283;203575.64110742803;212393.99327130077;226910.11435960082;228146.69107979338;2286357;235282.13257416958;237933.9575406882;241280.9072294254;248705.4823143492;266329.2917628673;2784621.4890324124;283491.25038968853;311111.37697180745;340422.62584018544;34772.96565033671;37558.447939365346;414217.5087954076;416924.28245430125;48164.896636238016;497492.772641396;539288.8216197445;56327.3548843966;608346.8704401242;87097.6770377521;87772.67734794819;9050.890097570309;97470.83133535377;[B];[MAJ];[];
0.0;100884.99743597826;104629.09154505096;105323.57776639998;1075417.7216930806;109394.31463967235;116592.92635975743;121650.70707005024;1268361.399232247;1273533;135777.44979586368;138797.09434088424;142647.93556520971;144389.2676633561;144423.78532763582;150199.90556217643;152997.82193183893;159934.84087505794;159992.440212704;187592.6020935086;190399.13441248823;190877.44719742698;194812.514933342;198975.56594325745;19935.780886294586;203410.68076287222;203745.46899884735;213788.66792502473;216320.16653814685;2286357;242534.78038985876;246007.03197753467;246905.6672612151;247703.70395146744;312050.91685630527;343318.05627294997;35192.01588612596;49648.20836872501;506682.0389870693;51729.167533762025;62180.16765403809;64793.72616481242;66294.65769657021;66533.42232900648;76605.25953751516;77782.91151945843;80507.76749101658;835580.5873455157;[B];[MAJ];[];
0.0;1020227.1880292026;109124.83658605523;1093119.697090692;112553.58479299431;113817.83330071946;118913.16351289058;122130.85286802791;1273533;127815.80609471451;150377.2063168044;150752.71084682332;151636.6621668178;167565.91483594166;16968.720046171507;173031.42262786976;177497.5162887056;198350.8972651345;2286357;234070.86470144548;24959.219578874618;25191.61264619253;330060.5031336694;380659.3850409088;38711.42314045126;39068.872699680105;404493.1391964789;43836.17817849789;44322.28467787893;45761.41239025647;46446.05695265586;48550.86586398602;50023.791629647356;55141.063151438844;57806.79854341647;578577.3175864823;58294.98206224098;62938.88883373066;65269.39791391485;70096.63988895246;70858.94227192065;71688.19386351382;77705.62230537075;90754.67675697758;95195.2050226809;97703.60163035561;98340.81075569634;98976.13131056644;[B];[MAJ];[];
0.0;1067682.0052362722;107872.86560935933;1273533;1426154.6578354381;1449929.5180547289;1450733.123425293;145849.55412472805;146376.75360720404;153043.3918702474;153943.201966402;157751.82107745495;157947.43313067246;168914.669031141;174849.90392258656;182631.48236725453;18577.96408315754;194944.35412160365;199685.0257168309;228213.69426859185;2286357;246171.08526975164;254202.5698032731;259100.16230565132;274152.48668067285;275226.29433708;289629.69487535855;28990.081983798034;294329.79835411196;295320.31570007093;312789.0819735273;3154373.1036702837;316944.4581128435;319179.6102379068;32482.914698524528;329492.79133373586;333633.53332014737;34808.26722036468;377374.60346747894;411178.4572358673;420240.78774678987;42351.00333282991;42811.64449444945;48486.46309724855;529369.9095952145;752227.3323777656;89146.75746738419;91636.72478102155;[B];[MAJ];[];
0.0;101495.71267189918;102690.0147903561;107472.35214515038;109880.11239427708;113458.59102144725;118867.71708632621;1273533;130837.48341833065;131102.53019266968;135829.00416700047;138940.04402454427;164323.3667590232;166259.78068131016;1692775.9020035164;174769.52843023487;183862.9476114663;1838875.8253462045;193412.4587507294;217942.01154723973;218656.99814100662;2286357;232351.66362703854;239399.22854642366;247829.6525926388;274621.55417705135;279282.25151584117;305162.31137424085;328884.24343546946;367587.4658056742;3951208.68837347;47067.287910171464;479428.08519013843;509702.04143192974;567821.202577021;584893.9441301749;613800.4923544832;63126.18504286423;66267.82719454585;66303.08218948185;69246.3691371049;75705.46971176527;799419.2934684;80634.93295355527;82043.76972872532;89414.46792085173;96753.20295251168;97925.73937180835;[B];[MAJ];[];
0.0;100063.16406392344;100379.75955747269;108882.60595473691;108981.29100194645;111117.50511982891;113919.6599641767;118006.71017064321;118332.30240447492;126117.58506628714;1273533;132953.51107240486;1435348.863049664;1530994.7775998963;157342.03287100294;157409.1864233689;174861.88160433163;187132.457377113;189316.99329871713;192460.45733024043;200473.55432657662;218790.56912272365;220538.93787782392;2286357;241337.42765423853;2467459.7065413455;267755.13861964573;278531.9255901105;293640.39540044346;30017.752911656415;310428.5228310216;34758.1762495015;41306.41520550964;42735.51756840148;465126.67957137135;51739.5831305902;555601.5735932365;603999.1770443228;60522.532846626724;65821.86298957368;67749.66997594447;72916.24295575217;76567.8826540734;80223.28084957835;85858.2243507278;88622.40811878987;90361.87310879529;95229.07383639418;[B];[MAJ];[];
0.0;114352.25614197839;123482.32151003377;124689.77371746687;1273533;133623.18318960103;1362105.943078645;138500.98417776384;1401377.3939014187;143414.8192005178;156138.7831463689;157740.9265196667;162270.59498422212;167133.53306704471;187518.62260379145;192160.79968561121;195735.57908040885;196066.97185300244;201326.34825369;203644.08701423334;212318.59597536782;213015.13594009908;219906.94080917074;220815.4776274156;227950.3512984222;2286357;2297367.093754948;230261.85174575465;239883.76960672013;261764.57402988407;265991.6113841392;270481.1819202928;293636.5315877335;309328.04606300214;339945.50306044606;356831.1406716437;418436.8413879267;446319.2564958146;455358.243493055;496087.81662601256;507569.5251678865;556990.5236208915;596246.8143204837;78337.8877987084;87545.22246794609;95318.73330736652;97646.24658115998;99890.17039241007;[B];[MAJ];[];
0.0;104943.38296737357;108890.77505086514;112987.56417993038;122665.64749872085;122873.36625884852;1273533;133521.73180646647;137813.49398955744;1420625.683177532;149101.34510894344;1695782.5426035132;179086.2134959582;180407.11680365482;182524.17946182654;18813.346753411093;190147.80195404796;198077.00043409425;211422.10298643506;213423.6792270731;22415.074243823;2286357;229026.85815001727;23735.49442088574;240856.9470254855;246964.68749346686;249284.28240006123;251981.55155514766;253933.88680245393;282617.63729700586;326331.5300574121;341061.6182080386;41694.7759719259;4188391.1321236314;46071.427174274504;512202.82696907537;52943.76321103013;53573.6186609336;547205.8685096476;59054.16179557567;633347.218281529;77129.23422906734;783385.2033031047;81563.54129682152;85364.27511082827;86267.0777957403;99194.83260370452;99440.55213763713;[B];[MAJ];[];
0.0;101818.65173295332;108709.03103199373;111523.96114629612;114987.45483810564;116628.14099149793;1273533;129116.75421476702;131025.39750279761;133005.4992193918;134165.74507189108;135714.64014204824;144065.35834334552;160683.77295724765;165066.64699530698;1685957.8367424058;170258.84535601863;171906.05455257712;179330.48142268768;1839421.441611737;191845.35259632245;196895.41905004307;202955.71714537748;204829.23233058912;206806.67090817692;2286357;229507.94523857097;230588.50713804504;230752.5345062211;239939.29906334082;249044.5301591161;297949.7916753606;299204.27853048843;304165.4977981597;308787.87326625286;321648.1046300401;355842.3265976731;41560.327847567096;427173.8949196415;4391005.031918321;494769.7705109807;537218.8142330244;59885.970636039725;663722.4902521708;71409.0462395632;82995.00838946358;84399.47966540967;95163.51771262902;[B];[MAJ];[];
0.0;100246.52436917562;100315.72798979898;10755.734240299676;109060.83205269177;113642.58329998345;115141.53495852635;1273533;135984.499906723;138675.8286347944;1493030.2494713091;151174.44687029853;153769.31721594848;1540282.8948785358;155745.90731964685;158731.2855044516;16113.34023989116;175798.99372754374;178717.96422567937;179681.11393219855;193443.42281588752;193646.35970394657;194932.76602172415;205555.62248646648;2286357;23673.988520227686;245068.7331290288;27658.092026496666;316081.91669356194;341448.6396622459;3420539.007977172;346993.04631496005;34944.00690749586;477742.83069820656;48887.86668012767;51904.328003822586;52131.47794063149;524284.719630896;62110.59964128286;62542.94678719679;67384.60927363897;75576.06629625936;80809.53244548531;84277.97415914433;92207.06395322665;92545.42047292566;93854.25602746724;94399.00489353867;[B];[MAJ];[];
0.0;100545.74402770205;100638.36440885856;1130652.2120254734;113098.23237673094;11518.677183385702;117186.35638323247;117691.9193052561;1273533;129862.16480069971;130515.9793473091;140980.6225985809;1433067.6630028537;151949.58731655971;157404.24602390293;160987.0009145541;162084.76238086668;162617.77360174438;164272.24307259504;168198.14356235618;169867.29042795984;175471.79914653473;183889.71622071488;188088.11757600657;188375.0794568494;188820.0573362157;2286357;249237.97465916284;2853984.8452939843;290758.533283561;292319.93401447526;332684.4027209649;334964.214122705;34660.11657905212;365558.2264456576;36952.38685319086;47661.17755775404;49115.22096241418;51114.25731776607;541157.3994819722;56187.93402575319;6774.459467273827;70205.79344706512;78766.46055706628;78963.14909039212;94683.19701834691;98176.42705484688;99918.48419216761;[B];[MAJ];[];
0.0;106963.25724387822;108369.10937036978;108762.45086882531;1090245.7633872528;1172307.9104621974;118938.92078292319;122211.85405667884;124285.75862379684;125216.17069188281;1273533;136690.34995018507;140289.99756520393;141467.00550120042;150623.6801537404;161778.86769968178;163816.50445830205;164803.79647918293;166237.72789245294;17326.31750520667;177853.88089451124;192588.08180738494;195680.30759051093;198561.60823700743;1995142.2497170863;208880.4611568022;216739.87216518703;2286357;27735.078237910842;28036.48208662386;336775.3769656361;356842.1400297549;36166.675436221434;42161.872835653456;44656.09311471005;45478.966290642544;50743.178284054746;66868.49593744182;68641.55349601594;76801.1897347791;79722.73221654659;80897.12230101242;81109.79578093215;81611.35086322829;81820.34771928046;81864.14275394511;85753.5510660768;88828.86110927426;[B];[MAJ];[];
0.0;1015769.6612419931;102426.76884096148;105658.93122672044;1074934.348315781;108484.3730121927;108561.28617005689;1273533;128064.19171069258;129584.38142224558;134887.76841847115;140679.95399500418;142575.63302316976;200656.37368879528;213785.91997758197;2286357;24051.600907424352;24089.273975366403;242605.62851327058;26053.01954770362;28346.245241395925;313856.9907956315;316807.31153478805;33730.925678683496;35410.58945750868;36413.82661283267;37891.15587068322;45549.16205578309;46848.23734387609;48200.42529020949;48480.10409985414;48668.98469305321;49016.4478926887;56369.264724029046;60883.434575814725;62353.5897959508;67418.7756474028;72862.0027329957;75313.26980303222;82746.60862977627;84967.32964595706;86820.15467432576;89618.90037198235;906696.904890289;91707.56430790311;92203.59423819048;97142.8370156588;98555.07171631158;[B];[MAJ];[];
0.0;107817.35046474334;108762.09260601866;110981.33897871383;111618.27692718504;114123.79430499068;114968.96950432927;116458.4988392074;122895.21216699276;1273533;131862.51778279067;138262.95111001199;156851.63955137;157615.28536689817;171182.8239191408;171736.47585974968;177400.8741442548;17957.645068957398;2286357;229438.89436034588;240370.26978962513;247806.99482101886;28099.87220720506;283420.63680851954;36374.52492816041;384607.3050599222;40503.78303886238;42599.40054387896;43054.794046774645;43457.59831110808;43702.862365534544;43791.386757922824;45706.354371244684;46677.450773767014;59079.229709134815;59119.548356135994;60214.85055460748;65365.71133245971;70556.29180121727;726578.8595744681;73020.09298594375;74843.2009519283;76518.01216656661;76917.70630397013;85958.714804833;89556.62901081506;909173.3044488924;99949.90164438212;[B];[MAJ];[];
0.0;102199.11741421779;105006.05928456486;107670.77229902122;111927.84088828272;113156.8727857149;120428.35883724705;123888.5061121081;125458.47577904876;1273533;138738.95550664706;141708.18564918375;160485.53860398772;209679.15615104177;2286357;263314.9714924831;269404.6880207725;26993.21855187602;33947.640336480996;34540.074209940874;36152.55288629707;38089.600775268445;39193.752515956025;39901.69722710564;40083.99381947917;45361.53231738014;50083.98599322882;50351.19829074835;52486.72746941869;56272.50558583426;58549.25206064219;61966.2606478499;62775.01667780352;665447.2961619011;67368.55632300915;67383.60623840177;726357.2557370017;75161.46882884654;75762.50431028137;82146.73894365814;82660.86908598585;85201.80927202613;85276.55801289565;86688.9578438028;90228.70738945094;93784.94686192623;93855.55175524534;96135.50907338121;[B];[MAJ];[];
