C;C^;D;D^;E;F;F^;G;G^;A;A^;B;
0.3985749;0.55130845;0.2776694;0.3336336;0.7000511;0.3116594;0.1659825;0.20519477;0.6527808;1.0;0.58491826;0.8461957;
0.4163921;0.5750915;0.3208075;0.34743765;0.7309138;0.37652054;0.1976662;0.21839242;0.6636726;1.0;0.6146951;0.9205501;
0.510645;0.67998207;0.47881186;0.45062345;0.6977716;0.46269274;0.30457383;0.3513226;0.7395713;1.0;0.65276897;0.9432382;
0.66606605;0.78540677;0.5861117;0.56619096;0.8638028;0.5714066;0.32064825;0.46675912;0.93082714;0.97683096;0.6871495;1.0;
0.54973555;0.5731691;0.45497638;0.4759289;0.82373875;0.5233983;0.29628834;0.40594175;0.82401294;0.6435424;0.54993016;1.0;
0.47633344;0.5388853;0.39015925;0.4678415;0.7930336;0.43314955;0.25829607;0.354709;0.77652305;0.5778918;0.48445314;1.0;
0.45485124;0.5702152;0.37231004;0.4118772;0.76651376;0.3932047;0.2451719;0.33241096;0.7432668;0.5922116;0.44847158;1.0;
0.45338115;0.6086317;0.36159548;0.36720362;0.6906744;0.3508495;0.20376879;0.2989352;0.6424492;0.59410316;0.4459902;1.0;
0.5060436;0.5959662;0.35697192;0.36810708;0.65742993;0.33919346;0.22981657;0.29994383;0.6568144;0.6378035;0.46571225;1.0;
0.6146995;0.5805337;0.40233234;0.408354;0.6882479;0.38458493;0.30148065;0.36431113;0.6595761;0.7218001;0.52357095;1.0;
0.6022998;0.53901535;0.42111245;0.4348285;0.7444414;0.45858076;0.38147914;0.4820351;0.5922416;0.62120926;0.53703475;1.0;
0.5808524;0.64475995;0.44927105;0.44434205;0.72958785;0.50460505;0.4132843;0.5055784;0.5863614;0.6605539;0.5832832;1.0;
0.659897;0.8613398;0.4814305;0.41273442;0.85420084;0.5326116;0.39028183;0.48624474;0.63481855;0.90249264;0.6469793;1.0;
0.5683451;0.8870427;0.48744044;0.4101518;0.91634965;0.4574846;0.30948693;0.38205206;0.6340249;0.98796153;0.67808324;1.0;
0.5283715;0.8114293;0.45981884;0.40874597;0.8811385;0.3986628;0.2771204;0.37562805;0.6332219;0.9560518;0.6348193;1.0;
0.5023651;0.749616;0.40769264;0.36012602;0.8455301;0.36156735;0.23682207;0.341036;0.64679694;0.9854669;0.6374483;1.0;
0.48535457;0.69321406;0.36979994;0.3365208;0.76497597;0.3387447;0.19877306;0.3077568;0.61798024;1.0;0.6319486;0.92543817;
0.46439677;0.7101182;0.34823903;0.31460536;0.69706684;0.3216961;0.19619289;0.29524183;0.6081487;1.0;0.59938365;0.9031432;
0.47115573;0.7615099;0.38112903;0.34427562;0.7401594;0.34578314;0.20540608;0.2850278;0.55252033;1.0;0.5743938;0.9075181;
0.47426614;0.77438533;0.3588808;0.31663367;0.7437948;0.33986858;0.2013856;0.26690194;0.47431192;1.0;0.5782715;0.8921105;
0.48649824;0.7689741;0.3640053;0.31092468;0.712639;0.32942063;0.19708772;0.25130668;0.49939355;1.0;0.56567025;0.89513725;
0.44969317;0.6957409;0.34903944;0.30983654;0.7272303;0.34240487;0.20696543;0.2822273;0.55574095;1.0;0.5621787;0.8948034;
0.4532866;0.6306114;0.3314209;0.3101841;0.765505;0.3644866;0.20450066;0.29001436;0.54678625;1.0;0.5741239;0.89008373;
0.5976119;0.7446627;0.47215194;0.38192996;0.75120956;0.43459672;0.3041764;0.4046527;0.6675956;1.0;0.5413022;0.89931875;
0.94570714;0.89467317;0.6800236;0.55277896;0.8482508;0.64323694;0.52465886;0.71389735;0.83893764;0.8629283;0.62206364;1.0;
0.98216474;0.8875618;0.5993429;0.5323186;0.879296;0.6824108;0.6466153;0.7696029;0.8210011;0.6924788;0.61780006;1.0;
0.8116737;0.88507843;0.49578246;0.4728665;0.8451303;0.67600346;0.6424918;0.73205477;1.0;0.77530456;0.5929009;0.89464027;
0.70021284;0.93064284;0.47789332;0.43950537;0.8298153;0.5995716;0.48969352;0.64175755;1.0;0.8539363;0.5743087;0.8300083;
0.6910214;0.9547916;0.4959137;0.43213478;0.85992175;0.490243;0.42556417;0.63966113;1.0;0.8759553;0.57792985;0.8927373;
0.66343075;1.0;0.46486035;0.38326558;0.7485897;0.42885193;0.35267818;0.5233613;0.90512866;0.8260451;0.51313066;0.9403383;
0.60146767;1.0;0.47201765;0.39106685;0.720476;0.4073357;0.29995036;0.4612947;0.825271;0.8088835;0.4802139;0.9448427;
0.6253728;1.0;0.48341757;0.4294045;0.7350769;0.40523085;0.32745752;0.5112318;0.85670674;0.88122;0.5363503;0.95009685;
0.5799497;1.0;0.48637143;0.39359108;0.6117063;0.3787739;0.3412582;0.59418285;0.9146999;0.86876136;0.5400456;0.80884135;
0.58405316;1.0;0.4900698;0.42075104;0.5793954;0.34264657;0.30922756;0.6105318;0.95601034;0.8827307;0.5503357;0.76750344;
0.60466266;0.9786193;0.4974802;0.56750685;0.7466661;0.34316084;0.26292312;0.5330122;1.0;0.841652;0.5530473;0.87052506;
0.51400876;0.90315104;0.48518392;0.5408919;0.81021875;0.40182585;0.24056007;0.42556247;1.0;0.64409006;0.46245027;0.76147;
0.5380362;0.8641547;0.6076667;0.6287519;0.91243905;0.5329675;0.38866782;0.50182664;1.0;0.6644423;0.5165403;0.7652664;
0.61666405;0.774704;0.786957;0.8380212;0.98759073;0.5894076;0.5416894;0.59419376;1.0;0.8640396;0.63911045;0.82871825;
0.6639486;0.7081155;0.69146997;0.7191339;1.0;0.5959511;0.50985444;0.58359987;0.97594047;0.83273876;0.8191844;0.9698363;
0.72458863;0.62630606;0.65392804;0.62306464;0.9571642;0.5302718;0.5097898;0.57258344;0.924665;0.7882001;0.81334066;1.0;
0.594218;0.5972448;0.69173485;0.6472335;1.0;0.5998795;0.58207816;0.5355135;0.742473;0.7401017;0.63931197;0.8994213;
0.48710662;0.7097753;0.7436665;0.64721066;1.0;0.73590624;0.67345953;0.59995705;0.67216915;0.70551187;0.68155366;0.8993086;
0.6051771;0.89349824;0.84459364;0.72401434;1.0;0.8264637;0.78907585;0.67435515;0.8637372;0.9297974;0.8330483;0.9942577;
0.5863738;0.7418973;0.8360588;0.756857;0.8905192;0.6539254;0.59531206;0.5608182;0.81621563;0.98606277;0.86518496;1.0;
0.4703975;0.55151767;0.6509892;0.6567283;0.6820043;0.45611522;0.44438088;0.5121992;0.79560095;1.0;0.6944267;0.7445943;
0.5864008;0.6661059;0.7607886;0.7208092;0.7615654;0.49353632;0.52773035;0.60775524;0.8284673;1.0;0.7324458;0.7113006;
0.64657897;0.73778707;0.9569596;0.89688873;1.0;0.6290381;0.61044884;0.5905502;0.7652759;0.98290014;0.8397978;0.8346583;
0.50400484;0.6414322;0.97245604;0.9376274;0.9415673;0.5879069;0.5016351;0.5013538;0.7304723;1.0;0.7295407;0.72565156;
0.4066272;0.46947515;0.77933335;1.0;0.68041754;0.44904757;0.3990513;0.39564353;0.5379953;0.8462214;0.64510113;0.6304161;
0.46602845;0.47986025;0.7439745;1.0;0.892419;0.5128907;0.42517826;0.38227507;0.49552917;0.9019144;0.8013631;0.7172052;
0.40373847;0.33071986;0.53924114;0.9903526;1.0;0.63238186;0.42275694;0.38005865;0.54131883;0.88138795;0.7075743;0.6114065;
0.31781614;0.29100588;0.45563868;1.0;0.88749623;0.46552023;0.29919356;0.3219305;0.40172663;0.5833323;0.51919854;0.38740546;
0.85653114;0.8825424;0.85556865;1.0;0.78562784;0.67153704;0.67527807;0.643385;0.86694455;0.9307881;0.66834027;0.7359928;
1.0;0.9185683;0.757119;0.6740716;0.65654135;0.77851;0.93902045;0.7210822;0.8383679;0.84993804;0.7777533;0.9029137;
0.7474544;0.49315017;0.4600499;0.5476345;0.5530138;0.72715646;0.87106746;0.5719902;0.52285504;0.47303772;0.64220583;1.0;
0.62500244;0.3856906;0.36389253;0.55433095;0.48674944;0.6038736;0.7995299;0.48000696;0.35374165;0.35117108;0.61813504;1.0;
0.5146858;0.28859916;0.28982577;0.48486418;0.40149096;0.43591556;0.61097497;0.4150607;0.28896266;0.2927396;0.5781325;1.0;
0.44717506;0.21546675;0.24043532;0.4321373;0.27624142;0.33233532;0.51879674;0.30119714;0.22863673;0.24939997;0.58501816;1.0;
0.42544264;0.1788964;0.20278975;0.44100413;0.25050205;0.26822293;0.45479104;0.22866453;0.18919548;0.20683017;0.6179174;1.0;
0.43213376;0.1788613;0.20772512;0.45895708;0.24202853;0.19697925;0.412592;0.18950924;0.17462192;0.2077821;0.5790998;1.0;
0.43718886;0.16882028;0.19759114;0.44676477;0.22235247;0.14824355;0.35549372;0.17192402;0.17464954;0.18881409;0.5326477;1.0;
0.4193529;0.17074649;0.17875473;0.40569836;0.19056849;0.11964652;0.32873762;0.16426075;0.15373121;0.18697605;0.6154183;1.0;
0.41871414;0.15225288;0.16100904;0.4159507;0.20842306;0.1240691;0.33789098;0.15572692;0.13629058;0.17421035;0.59638226;1.0;
0.4171856;0.14671788;0.16218023;0.44880727;0.22118635;0.13308501;0.35658753;0.16518217;0.12983808;0.15656076;0.5167936;1.0;
0.40841693;0.13811217;0.15529653;0.4329769;0.2061001;0.12030452;0.35003525;0.1483314;0.10653376;0.14339772;0.563063;1.0;
0.40992525;0.13015981;0.14711142;0.43085217;0.20923375;0.123589985;0.35121658;0.15492164;0.104168184;0.1441942;0.57902515;1.0;
0.40475485;0.123904146;0.16075163;0.4369286;0.21244238;0.14108597;0.37397468;0.15445922;0.10299341;0.1359846;0.5167901;1.0;
0.404373;0.13082682;0.16729566;0.44494033;0.22316653;0.13373858;0.36662856;0.15273021;0.10308565;0.13295276;0.51672375;1.0;
0.42112347;0.13283795;0.17007235;0.4541979;0.22278173;0.13325803;0.35793498;0.14471824;0.09545055;0.14516608;0.5687013;1.0;
0.45965514;0.16879287;0.21399742;0.51756346;0.2602211;0.16191824;0.38334388;0.17210026;0.13266663;0.1744648;0.5916141;1.0;
0.50237817;0.24312346;0.2770591;0.6155395;0.33447358;0.22599101;0.46746102;0.22426696;0.19963247;0.23127465;0.6506298;1.0;
0.6599187;0.36742294;0.33488834;0.78659505;0.4627271;0.37532485;0.5872646;0.30569598;0.24551676;0.4035193;0.85686105;1.0;
0.7360431;0.41503638;0.3969785;1.0;0.5644847;0.46284088;0.48494872;0.29753652;0.23779026;0.4341198;0.7952581;0.93836707;
0.59530514;0.32028884;0.37644073;1.0;0.57231134;0.43203536;0.38524273;0.20281892;0.16183564;0.28456005;0.6633077;0.83859473;
0.48824057;0.23525858;0.35512426;1.0;0.63513815;0.47396517;0.3681555;0.16002148;0.13191615;0.22556825;0.48203513;0.7685615;
0.4289996;0.15894276;0.33405212;1.0;0.54228264;0.33692038;0.2976438;0.15193546;0.12568513;0.20065995;0.49358225;0.7605515;
0.41976824;0.15086141;0.35162583;1.0;0.48785284;0.17041278;0.19686595;0.1338701;0.11133111;0.17381984;0.5265432;0.7596799;
0.389645;0.13634382;0.34509677;1.0;0.4699783;0.14289744;0.16522485;0.14137377;0.118663035;0.15223376;0.56189394;0.76684266;
0.37892246;0.12958567;0.32775506;1.0;0.4854467;0.13244845;0.15603818;0.13372494;0.10162291;0.13060145;0.5546535;0.7351746;
0.35647863;0.1380559;0.33858463;1.0;0.45422322;0.13008344;0.18727165;0.14142849;0.101743974;0.14425008;0.5479528;0.7000217;
0.35954493;0.16287468;0.33856383;1.0;0.4959798;0.14600934;0.19481564;0.14841244;0.10636242;0.16823265;0.53928244;0.66921043;
0.36788616;0.17393169;0.3366774;1.0;0.4960475;0.15498681;0.19269156;0.1459488;0.09001076;0.14948966;0.52135205;0.6777138;
0.38650054;0.26616088;0.4745717;1.0;0.5425922;0.234798;0.26991323;0.19097681;0.16194245;0.19128075;0.51041144;0.6725072;
0.70254636;0.6968245;0.84202075;1.0;0.69993067;0.5374789;0.63346016;0.5445485;0.5327884;0.59183306;0.6099829;0.81937003;
0.79298216;0.73564816;0.7992083;0.8384108;0.76636845;0.83640975;0.9214153;0.8120549;0.81306136;0.86095345;0.70414394;1.0;
0.6598505;0.5152518;0.5727496;0.7544674;0.7284138;0.62648255;0.69030637;0.6882122;0.6154721;0.72406864;0.73417926;1.0;
0.5663231;0.3686536;0.44879526;0.6637214;0.5617285;0.4521119;0.6598718;0.5371906;0.37595025;0.48570532;0.5680543;1.0;
0.4743436;0.31669402;0.37151894;0.57752943;0.40425768;0.37582904;0.6409886;0.3777825;0.28241765;0.38157716;0.56602734;1.0;
0.42205384;0.2615987;0.33273357;0.52229166;0.32760206;0.27667338;0.55468476;0.28431156;0.2201145;0.304524;0.5688961;1.0;
0.43441883;0.23612562;0.32692903;0.5481117;0.347755;0.22739941;0.5331426;0.278944;0.20751098;0.30107185;0.5243539;1.0;
0.42410567;0.22664183;0.29305652;0.53392655;0.3212864;0.21633972;0.5031599;0.2556173;0.1992878;0.29047;0.5005871;1.0;
0.40634692;0.20149721;0.26868555;0.50586456;0.28435144;0.16865554;0.43875194;0.19853322;0.15828249;0.24522673;0.5247633;1.0;
0.39365047;0.15769972;0.22984712;0.5353005;0.31294227;0.16497914;0.42483908;0.19754364;0.16266964;0.25904962;0.5074294;1.0;
0.39294586;0.14859474;0.2016999;0.50075907;0.2968664;0.17107363;0.4407016;0.19510949;0.15107116;0.22352709;0.44647604;1.0;
0.38680694;0.14251801;0.20165545;0.49059057;0.26990446;0.1651038;0.44774693;0.19285099;0.13830018;0.22823022;0.5141717;1.0;
0.39292705;0.13285977;0.18809117;0.48428395;0.26132524;0.15409036;0.43353745;0.17595804;0.1251163;0.21070926;0.52898026;1.0;
0.38633698;0.12418796;0.1960314;0.4912007;0.27991247;0.15963767;0.44358033;0.17534068;0.11655849;0.20499708;0.46718338;1.0;
0.39209893;0.121769965;0.20220533;0.5042988;0.27532008;0.16867466;0.46074566;0.17981835;0.11565464;0.19403735;0.47126782;1.0;
0.40094274;0.13298368;0.2092319;0.5071263;0.27194345;0.16500399;0.4635691;0.17884715;0.10551589;0.19184045;0.5148726;1.0;
0.3961603;0.12455635;0.1971204;0.51071227;0.26532158;0.1646512;0.46258846;0.18964614;0.10916767;0.18555237;0.5013079;1.0;
0.42510375;0.15779851;0.20991242;0.5152629;0.2681428;0.16371252;0.46489802;0.205375;0.12359988;0.2004217;0.43248338;1.0;
0.42719942;0.17469397;0.22314534;0.5253607;0.29130444;0.16910054;0.45650625;0.219134;0.12585509;0.19768518;0.4918568;1.0;
0.42591736;0.16627184;0.24254283;0.55339956;0.28572473;0.17921586;0.44194266;0.20149945;0.12173638;0.19445015;0.5210726;1.0;
0.43997973;0.16982032;0.24701707;0.5613382;0.3081038;0.18829964;0.4360653;0.20405813;0.14102118;0.20477399;0.49705416;1.0;
0.56424516;0.3279831;0.41991666;0.6651999;0.3867785;0.33412725;0.5919612;0.4011001;0.3337298;0.33088827;0.515819;1.0;
0.71760535;0.4216183;0.5463957;0.74214983;0.41733256;0.45699304;0.68978083;0.59698206;0.52948564;0.53983545;0.6416181;1.0;
0.6224566;0.3430509;0.45839813;0.65668523;0.38503885;0.42385608;0.64619404;0.50930756;0.48039463;0.5532686;0.56800115;1.0;
0.4684981;0.27019158;0.37541994;0.5355925;0.32162383;0.38879278;0.59845275;0.38933128;0.33474717;0.43726435;0.53386587;1.0;
0.41465983;0.24733214;0.3606873;0.5656471;0.3063121;0.32609496;0.5590304;0.36036792;0.2858935;0.33793667;0.461238;1.0;
0.4086166;0.22974078;0.35283786;0.60109085;0.2690941;0.22174662;0.48273963;0.32264772;0.26064822;0.31463286;0.45519683;1.0;
0.40010718;0.2147011;0.32654348;0.56515455;0.26956385;0.20523527;0.42873678;0.28123042;0.22363122;0.27192304;0.44629636;1.0;
0.389879;0.19202495;0.30623353;0.52251357;0.24731217;0.19855724;0.39949283;0.24160276;0.21685304;0.28229782;0.45291793;1.0;
0.39411372;0.19934258;0.29295248;0.53826565;0.2443014;0.18686411;0.39680353;0.23817115;0.20343629;0.25794312;0.43150008;1.0;
0.38654882;0.18010247;0.2762823;0.5267009;0.24741647;0.18073976;0.3999127;0.24909243;0.21482627;0.27071092;0.41541517;1.0;
0.37830552;0.17227638;0.2646713;0.5514477;0.23842415;0.18024671;0.40002918;0.2414268;0.19039823;0.24006246;0.3935766;1.0;
0.36881974;0.17321894;0.25966933;0.53718513;0.24253045;0.17985131;0.40171438;0.2396957;0.18604988;0.24950829;0.39855725;1.0;
0.39043477;0.18398067;0.25030786;0.48772722;0.24795955;0.19636512;0.42108378;0.25518095;0.18315606;0.2350982;0.4097728;1.0;
0.41766924;0.2699613;0.30296078;0.5091669;0.29290178;0.23667589;0.50417566;0.3495109;0.25793695;0.30141363;0.44564345;1.0;
0.5824653;0.38701764;0.40257356;0.5221262;0.35696703;0.35868904;0.73822653;0.5299942;0.39755905;0.35011804;0.50763345;1.0;
0.63775915;0.40507925;0.45490703;0.78868306;0.57937855;0.5218601;1.0;0.61787665;0.46378815;0.39603758;0.5520926;0.8932905;
0.6142402;0.3998505;0.5195337;0.9194929;0.6216242;0.4905244;0.9367519;0.51620895;0.41554472;0.44900808;0.57556623;1.0;
0.4880952;0.37249088;0.53039896;0.83877105;0.5199427;0.37989438;0.8103961;0.44418746;0.3449983;0.36608016;0.5654778;1.0;
0.43631604;0.3139381;0.48812896;0.8082226;0.45537856;0.30818382;0.77314425;0.4104157;0.29698554;0.32162386;0.5192814;1.0;
0.42498183;0.2889282;0.41336256;0.7443915;0.40353334;0.28739557;0.73042643;0.37269366;0.25473574;0.28372738;0.5076465;1.0;
0.41626978;0.2978542;0.40971288;0.7664598;0.45707557;0.30959022;0.7101866;0.3763749;0.29736653;0.33686912;0.5072885;1.0;
0.56924915;0.40152246;0.5139844;0.760524;0.5230455;0.38499174;0.7596324;0.4698962;0.40088767;0.44077307;0.57894933;1.0;
0.58503526;0.4547512;0.48804733;0.66100883;0.52313066;0.5361757;1.0;0.58032846;0.43156356;0.43673176;0.59239715;0.90956247;
0.5346573;0.3958611;0.3532064;0.43575475;0.3600328;0.51266104;1.0;0.6117339;0.33113796;0.34063292;0.45398453;0.8974799;
0.44995216;0.3308551;0.30106312;0.3900307;0.3329448;0.44315717;1.0;0.5640781;0.25274312;0.26018465;0.47221994;0.9104424;
0.42513597;0.27667996;0.2648488;0.40532216;0.29952788;0.41233838;1.0;0.45681888;0.20506318;0.22298878;0.5058748;0.9487747;
0.41467494;0.23645802;0.23289065;0.40341583;0.25066227;0.35933435;0.95342284;0.41148746;0.18747853;0.21334463;0.5376155;1.0;
0.3955757;0.19791144;0.19287246;0.4055844;0.23180051;0.2980545;0.8528299;0.36615494;0.17018959;0.1821227;0.49867636;1.0;
0.3759398;0.18077615;0.1706697;0.36645386;0.21481335;0.25942445;0.81360775;0.33832508;0.15430462;0.15763178;0.43782595;1.0;
0.38911858;0.1632999;0.1472206;0.33490953;0.1918247;0.2343597;0.7657918;0.31156495;0.13970368;0.14892036;0.46121588;1.0;
0.37350228;0.15595485;0.15217021;0.36928335;0.20036463;0.22908196;0.73966473;0.29558262;0.14316453;0.15415536;0.5101367;1.0;
0.37713742;0.16092426;0.15441428;0.3737548;0.18457295;0.22722155;0.7196704;0.29081097;0.14253415;0.17109051;0.51373076;1.0;
0.38750213;0.15709996;0.15024589;0.3873376;0.18712631;0.22759739;0.7027033;0.28774342;0.12707844;0.14810555;0.44111913;1.0;
0.37784263;0.14471275;0.15024278;0.36265177;0.17773;0.22317372;0.6645783;0.29243806;0.13724661;0.15890877;0.5038816;1.0;
0.37957025;0.14352824;0.15833677;0.36291423;0.18057354;0.19825202;0.5710756;0.35118172;0.1574415;0.17588004;0.55088425;1.0;
0.4956198;0.23677562;0.25734025;0.42143232;0.24139972;0.21886913;0.43448964;0.34492165;0.21263257;0.25144807;0.55336803;1.0;
0.62363905;0.31406212;0.35733643;0.5237321;0.3937665;0.33143395;0.41073117;0.38558227;0.4020874;0.45568436;0.5291028;1.0;
0.6099714;0.37841925;0.3556657;0.5248071;0.42231774;0.4730165;0.5082837;0.42791247;0.44776735;0.500441;0.5433497;1.0;
0.5061659;0.3340648;0.32194224;0.5336769;0.49728143;0.6308017;0.8025265;0.5416852;0.35758823;0.41297033;0.5398664;1.0;
0.40309444;0.25637653;0.25908774;0.44073266;0.3662248;0.52265096;1.0;0.5006997;0.22947891;0.29453215;0.42599487;0.9520765;
0.39598584;0.2325288;0.2505124;0.45186502;0.31750187;0.41118187;0.94339365;0.42670387;0.20012668;0.26591408;0.49557957;1.0;
0.37863472;0.2148918;0.22723988;0.44189793;0.28084442;0.3254673;0.83051836;0.38385087;0.1554116;0.23886324;0.55139023;1.0;
0.36177596;0.21708885;0.24224564;0.478031;0.2666814;0.2810067;0.79179716;0.39771187;0.17455828;0.24375853;0.55735433;1.0;
0.44465432;0.28023314;0.29210606;0.5250106;0.35577106;0.3359658;0.8146129;0.42370757;0.24458769;0.28489748;0.52715683;1.0;
0.4998884;0.3273482;0.29676697;0.55278975;0.42136475;0.4106752;0.8419738;0.4665338;0.30040425;0.30499426;0.5831859;1.0;
0.44414362;0.2646568;0.3160458;0.5571803;0.39112985;0.3875415;0.71047115;0.410778;0.26067543;0.30745405;0.6351198;1.0;
0.39334399;0.23671775;0.2738355;0.51552296;0.3428883;0.38995147;0.68864214;0.3793989;0.19931261;0.26961693;0.5883469;1.0;
0.35462555;0.19630973;0.23710446;0.5537949;0.26878935;0.29681697;0.59383845;0.33403644;0.14936477;0.18434176;0.546737;1.0;
0.3712405;0.17222863;0.2128403;0.5454355;0.24015436;0.21885277;0.45901757;0.27607128;0.12655732;0.15636362;0.4705523;1.0;
0.4035253;0.22515087;0.24014463;0.50140905;0.27167132;0.25216785;0.42940518;0.2596107;0.18711689;0.19874938;0.46214968;1.0;
0.4725427;0.30679348;0.2740062;0.48707426;0.3430246;0.2909458;0.41547638;0.30306357;0.29908645;0.29193667;0.52430785;1.0;
0.5328985;0.3548302;0.31538916;0.64325;0.55354214;0.37157762;0.48938093;0.41511407;0.43013543;0.491516;0.614105;1.0;
0.48978132;0.34864467;0.3236835;0.58674407;0.62978864;0.47360525;0.45083645;0.40930638;0.50935113;0.5982841;0.7113728;1.0;
0.46726742;0.38996065;0.33483672;0.7097013;0.65662855;0.42363778;0.3807249;0.31613046;0.4547808;0.57382494;0.6514397;1.0;
0.53062236;0.51842487;0.4047853;0.82199645;0.78911227;0.47755733;0.4445321;0.36353987;0.536361;0.7098471;0.8026145;1.0;
0.41534016;0.53370076;0.38817182;0.8509156;1.0;0.41433614;0.3784624;0.36237234;0.55530465;0.77108204;0.69814444;0.7319238;
0.4189952;0.58053905;0.49894607;0.8309909;1.0;0.4419183;0.35735735;0.33744228;0.55005896;0.8284354;0.6881738;0.6633703;
0.6008451;0.65716547;0.57060194;0.81884277;0.9806035;0.5463704;0.4148342;0.39366347;0.7427457;1.0;0.8165659;0.75813156;
0.5979167;0.540548;0.43650773;0.7572706;0.9786849;0.50978434;0.4661683;0.42962363;0.78372395;0.9577484;0.7240735;1.0;
0.48200598;0.42851475;0.36943972;0.6411406;0.94768214;0.46054026;0.44744825;0.425513;0.69215256;0.8396619;0.60436374;1.0;
0.41429117;0.37655357;0.34926268;0.6339359;1.0;0.3815719;0.37817952;0.39917016;0.6280158;0.7696632;0.60755813;0.9907619;
0.43862966;0.39450604;0.34271282;0.580827;1.0;0.3662699;0.3191824;0.3564475;0.54966134;0.71809626;0.54216504;0.975885;
0.44324946;0.4377534;0.3746368;0.61451584;1.0;0.39040735;0.3232644;0.34817672;0.55756354;0.6955289;0.5563171;0.9549874;
0.42302853;0.4025722;0.36103737;0.59362245;1.0;0.39721787;0.34139934;0.3538266;0.5367866;0.70006263;0.57650596;0.94114333;
0.47663966;0.3405509;0.36048526;0.5347946;0.98050785;0.42505226;0.29257664;0.3301728;0.5740504;0.67456937;0.5184992;1.0;
0.5160843;0.29573822;0.37105098;0.41667765;0.6991515;0.39009303;0.30635527;0.2976031;0.41968253;0.42970547;0.51036793;1.0;
0.5765864;0.3125532;0.36261812;0.4042461;0.5376141;0.3838974;0.42468557;0.3444841;0.43877238;0.48354137;0.46979088;1.0;
0.61511725;0.34618464;0.34338507;0.5146145;0.5865193;0.40870523;0.4688662;0.38948002;0.5487893;0.53220797;0.59564656;1.0;
0.6160817;0.2511114;0.2660652;0.43472064;0.5203753;0.36827853;0.40692765;0.33673736;0.48827812;0.3979918;0.45116904;1.0;
0.5396012;0.18468218;0.17850508;0.34989676;0.5031863;0.2815609;0.3563011;0.2691965;0.41745916;0.3557458;0.40622965;1.0;
0.42514703;0.13245392;0.123880975;0.3266732;0.5927062;0.26041344;0.32527512;0.23605779;0.3969853;0.31628242;0.40340108;1.0;
0.3878725;0.11415123;0.11507482;0.30990463;0.6395421;0.26326153;0.27073392;0.1969103;0.33973554;0.27174187;0.36687076;1.0;
0.38755387;0.09338355;0.09108806;0.26013276;0.57842976;0.24156466;0.26290503;0.18715733;0.28776076;0.23909035;0.33821818;1.0;
0.3761274;0.07594191;0.07873984;0.2525419;0.5751714;0.24818914;0.26593426;0.161958;0.24030934;0.20115216;0.32565597;1.0;
0.3774585;0.08360041;0.08523952;0.27103874;0.6101973;0.26746723;0.2641327;0.15624404;0.2301196;0.17592865;0.3132419;1.0;
0.3763446;0.08364772;0.08595243;0.26824737;0.62573653;0.27485508;0.26147446;0.16041337;0.22891729;0.16340052;0.31739795;1.0;
0.3674366;0.07501128;0.09342945;0.29565063;0.66043735;0.28837013;0.25907937;0.15336925;0.23745464;0.16518863;0.32087293;1.0;
0.3768779;0.08275879;0.09969961;0.30665085;0.67626107;0.2911744;0.25693718;0.1524843;0.23390397;0.15078409;0.32345966;1.0;
0.3656673;0.08602117;0.09276958;0.2802303;0.6339686;0.2771293;0.24105416;0.1414355;0.21994229;0.12587516;0.3066258;1.0;
0.35742867;0.080872424;0.088612854;0.27904242;0.6165747;0.26926577;0.22384064;0.12810862;0.19519193;0.11348509;0.30504605;1.0;
0.3476493;0.075919375;0.08711095;0.27643695;0.60733455;0.25764093;0.20204553;0.114810415;0.16301066;0.10164815;0.3098847;1.0;
0.3378592;0.071709774;0.09176953;0.26591533;0.57210135;0.24566795;0.20215176;0.106163025;0.13414;0.08863993;0.29919285;1.0;
0.3434475;0.07248703;0.09161498;0.25702286;0.5613501;0.2526994;0.22420219;0.10400232;0.11543555;0.08008414;0.29716396;1.0;
0.33478373;0.071197465;0.09156118;0.27878097;0.5918867;0.26208666;0.23925547;0.1074359;0.10467272;0.07971608;0.29996312;1.0;
0.3414433;0.067720175;0.08499209;0.27678916;0.6043374;0.27194455;0.25977024;0.11688197;0.10503197;0.08315788;0.2873168;1.0;
0.3552144;0.08244154;0.09095372;0.29074663;0.6574781;0.29368645;0.24887736;0.11201427;0.11998414;0.08493202;0.28563416;1.0;
0.3505747;0.07119159;0.086918935;0.31000158;0.7022371;0.30382794;0.23826087;0.11069134;0.12524274;0.09301301;0.2800669;1.0;
0.3383757;0.074340686;0.097250655;0.34025508;0.74212086;0.30787152;0.22967927;0.108592525;0.13144578;0.09015599;0.28583762;1.0;
0.34658235;0.07078689;0.08785862;0.34126124;0.7945284;0.3247996;0.22169912;0.10980013;0.13547976;0.08592061;0.28525147;1.0;
0.36816928;0.08271561;0.10436166;0.37093538;0.84560716;0.33816743;0.22468744;0.10851308;0.13689943;0.091195345;0.2792369;1.0;
0.37107527;0.08520126;0.10020752;0.39192927;0.8766417;0.34911048;0.22905885;0.115088716;0.13432209;0.08825743;0.29509994;1.0;
0.37238976;0.08367825;0.10640075;0.3693735;0.87048894;0.3512193;0.2275229;0.111361414;0.12259214;0.08210811;0.30215165;1.0;
0.38096792;0.08930488;0.08879356;0.36098802;0.8759255;0.3691933;0.2377883;0.106870525;0.10770846;0.09242749;0.3148031;1.0;
