C;C^;D;D^;E;F;F^;G;G^;A;A^;B;
0.21136211;0.23086286;0.437355;0.27267703;0.30468053;0.41402495;1.0;0.40729725;0.29843855;0.57753396;0.33943462;0.21943147;
0.1949234;0.21552025;0.40560928;0.24695928;0.25570047;0.366088;1.0;0.43337178;0.3163774;0.5804171;0.3042405;0.20720749;
0.19815297;0.22528288;0.44202578;0.25876474;0.26473168;0.35911438;1.0;0.47663924;0.3637883;0.6510026;0.32976875;0.2056313;
0.27116415;0.32328865;0.5294059;0.30437627;0.30587697;0.42205495;1.0;0.618786;0.4505159;0.7807293;0.41343543;0.28919274;
0.35783657;0.41631687;0.60682255;0.38761076;0.40493923;0.4589477;0.7886053;0.6723558;0.53039336;1.0;0.5638822;0.3803971;
0.3177411;0.3570749;0.5711174;0.4155527;0.34367684;0.41242036;0.626033;0.51866084;0.5369445;1.0;0.5275806;0.3437013;
0.3340777;0.3747006;0.51743054;0.3763295;0.31968567;0.3599304;0.6092445;0.44952428;0.55760056;1.0;0.538209;0.30001786;
0.37366998;0.3776062;0.45963797;0.3445575;0.39224908;0.33046082;0.61647123;0.45547566;0.62260926;1.0;0.48392487;0.3001598;
0.42117932;0.45196396;0.6860441;0.49565658;0.4625281;0.41980487;0.82896566;0.44841194;0.675034;1.0;0.49690953;0.3159811;
0.53703564;0.58508754;0.7308595;0.5431847;0.50477266;0.60744137;1.0;0.51383805;0.6941054;0.9301197;0.57400745;0.4359568;
0.8660013;0.7178325;0.7491285;0.57454985;0.52921385;0.64927036;0.87916815;0.5206242;0.76534367;1.0;0.68929166;0.7168284;
0.6910261;0.7221313;0.7550647;0.5227441;0.49361107;0.63499904;0.8480139;0.6859141;0.82259357;1.0;0.66575354;0.7235133;
0.69844484;0.7288422;0.82274413;0.52156144;0.58473283;0.6977046;1.0;0.9232308;0.79271555;0.9851948;0.7191545;0.83239555;
0.5353626;0.5304172;0.9464746;0.52875245;0.51519054;0.5378171;0.82879895;0.94925475;0.8234287;1.0;0.69015896;0.9341095;
0.4858388;0.5290048;1.0;0.4948667;0.44786057;0.51874053;0.7709876;0.8838809;0.7681213;0.9143015;0.78777146;0.97924167;
0.5025504;0.59354514;1.0;0.5316209;0.47150755;0.5025901;0.8360654;0.82868916;0.8015403;0.8483732;0.6434359;0.8639247;
0.606157;0.6186004;1.0;0.6761912;0.6538928;0.661569;0.9159421;0.85577136;0.8805705;0.8527298;0.78300554;0.8783916;
0.65282726;0.5615529;0.8535046;0.59477705;0.5309278;0.5467718;0.73331183;0.7051644;0.89451766;0.9554772;0.79506546;1.0;
0.6190725;0.58503413;0.8349112;0.57448226;0.4497721;0.4994401;0.8049613;0.7018322;0.79421586;0.8751108;0.7025446;1.0;
0.60236806;0.55628055;0.9241091;0.65992117;0.43687272;0.49963063;0.9391884;0.79018456;0.78889865;0.90212756;0.7110233;1.0;
0.5349985;0.46221823;0.804036;0.5751454;0.39739105;0.40355593;0.74911666;0.6673186;0.66689736;0.763037;0.64021754;1.0;
0.4521966;0.40652773;0.5799593;0.5853033;0.47493762;0.41351444;0.60636866;0.5280331;0.6749647;0.750541;0.62964225;1.0;
0.5078798;0.3936564;0.5249805;0.59840804;0.44089055;0.40080395;0.58822596;0.41630659;0.580637;0.65059084;0.5849459;1.0;
0.68051195;0.5102308;0.57321864;0.6724924;0.5357885;0.49952558;0.71346205;0.49790618;0.66985863;0.71510017;0.6656387;1.0;
0.95371073;0.6742506;0.5309576;0.59795594;0.6093735;0.68800175;0.9529673;0.6951637;0.67434895;0.72702473;0.63938516;1.0;
0.78185254;0.4481428;0.3804045;0.4668377;0.5279414;0.48482278;0.81752396;0.5294853;0.4783573;0.52985305;0.5829938;1.0;
0.59453183;0.2608736;0.2925792;0.46346322;0.50113934;0.38985324;0.5580143;0.37449867;0.385535;0.33519474;0.47434607;1.0;
0.5243113;0.23025165;0.24624555;0.42092377;0.5705719;0.37962034;0.43387887;0.29385886;0.42671728;0.3282048;0.43407273;1.0;
0.48604164;0.24926439;0.22137539;0.36947915;0.57667035;0.35914648;0.47782663;0.32231137;0.5060254;0.3425628;0.43410718;1.0;
0.48296434;0.22739764;0.23542604;0.42579672;0.5802516;0.36859587;0.54985154;0.31704512;0.51980096;0.31059766;0.42841625;1.0;
0.5013324;0.23737186;0.24020196;0.50263053;0.5721413;0.37894467;0.57849425;0.305627;0.5471151;0.3316338;0.44054264;1.0;
0.4931799;0.2214986;0.22295076;0.557334;0.5600672;0.37956926;0.5936045;0.32614574;0.54742897;0.32780635;0.44503438;1.0;
0.48614803;0.20882805;0.20151098;0.4904744;0.50770205;0.32436317;0.5239894;0.30327144;0.47070083;0.3122824;0.42865622;1.0;
0.47113237;0.19421019;0.20455743;0.5313531;0.47171;0.28061074;0.4585754;0.26393765;0.40614772;0.29403624;0.42632967;1.0;
0.46765158;0.17439161;0.20269883;0.57071817;0.46782935;0.2673087;0.3882681;0.22825181;0.404845;0.30085748;0.43804017;1.0;
0.46112788;0.16922644;0.18524298;0.4979739;0.46295613;0.27967325;0.3328819;0.23394018;0.4601731;0.28048116;0.41658446;1.0;
0.47323722;0.17254074;0.18482992;0.46557403;0.44550475;0.27376318;0.35267717;0.24952935;0.50285304;0.30080226;0.41701394;1.0;
0.4950847;0.17145981;0.19574215;0.5199871;0.4536277;0.2865205;0.39096025;0.25509182;0.5308361;0.31655765;0.42723042;1.0;
0.51155406;0.17397085;0.18618225;0.49047363;0.4747898;0.30952507;0.44158226;0.27432;0.5155615;0.317902;0.43895608;1.0;
0.4949251;0.1608605;0.15375738;0.36204037;0.4324828;0.29553854;0.46819;0.2639664;0.45766863;0.30075786;0.43038505;1.0;
0.48013487;0.15220644;0.16193652;0.43442577;0.41242197;0.28481543;0.4742008;0.23447819;0.3627827;0.2714832;0.41544682;1.0;
0.4580536;0.14525178;0.16206099;0.44042358;0.39684305;0.27917305;0.4807967;0.21272047;0.28215277;0.23605722;0.3915751;1.0;
0.45068362;0.1404115;0.1473459;0.37969106;0.3705181;0.2683362;0.45317292;0.21400395;0.3008223;0.2165303;0.38027146;1.0;
0.43956357;0.1406761;0.1470655;0.37771675;0.37241942;0.27013597;0.4531493;0.20584257;0.31529132;0.21205261;0.3768164;1.0;
0.4389651;0.1405523;0.15368083;0.42610916;0.39018595;0.27052733;0.45201048;0.20708701;0.3242771;0.21929856;0.38217854;1.0;
0.44537184;0.14332761;0.16101447;0.4184994;0.40793017;0.27322987;0.47084245;0.21782513;0.3423472;0.23853943;0.39624858;1.0;
0.45658493;0.13558902;0.15013576;0.38809937;0.43226266;0.2762522;0.47440037;0.20816495;0.30126652;0.22151537;0.39376917;1.0;
0.47726586;0.13098525;0.16602945;0.45434165;0.4874875;0.31711254;0.5118318;0.2214615;0.2844279;0.22253819;0.40191466;1.0;
0.48531532;0.14050554;0.16741897;0.47634533;0.5337073;0.3260276;0.5072703;0.22190765;0.3167382;0.25048593;0.43681723;1.0;
0.50594115;0.14796901;0.15850854;0.4297397;0.53488153;0.32887927;0.4731454;0.22344583;0.33713186;0.24730298;0.4357556;1.0;
0.5123554;0.16370313;0.16496098;0.41742453;0.5152274;0.29395574;0.41361746;0.20500912;0.30261025;0.23268096;0.44497994;1.0;
0.64108014;0.33048725;0.3300585;0.5154987;0.59215784;0.3852076;0.4413597;0.29376498;0.3978393;0.38571724;0.5191804;1.0;
0.74232924;0.4404441;0.44667813;0.5804046;0.59093416;0.50253695;0.603942;0.5234964;0.55874044;0.4631226;0.57849795;1.0;
0.6335879;0.41292062;0.39818704;0.581507;0.7818406;0.6307;0.69804883;0.65787256;0.8301133;0.54600453;0.6410097;1.0;
0.5325198;0.3119786;0.33302495;0.5675045;0.88906175;0.6425205;0.69231814;0.5581726;0.8913732;0.6013868;0.6640962;1.0;
0.48557633;0.2449727;0.26574525;0.5269549;0.8093457;0.4853755;0.5225641;0.42471975;0.7633562;0.48748073;0.55396295;1.0;
0.43347144;0.17197181;0.20277709;0.44205683;0.6757664;0.3782237;0.39722568;0.31334618;0.59404844;0.34262872;0.4468498;1.0;
0.4395826;0.15253507;0.19031228;0.46739924;0.6365407;0.34424224;0.3746013;0.28778425;0.5362462;0.29247132;0.41730917;1.0;
0.43381798;0.15821877;0.20622084;0.5214653;0.60122216;0.33145803;0.38863155;0.26887238;0.5034458;0.29722068;0.4490485;1.0;
0.4228102;0.14500967;0.19545028;0.5058451;0.5613121;0.32808164;0.40078527;0.26696858;0.4844817;0.2759792;0.40321723;1.0;
0.4208454;0.1371646;0.16929762;0.44349015;0.520527;0.31402305;0.39282063;0.24601983;0.45101285;0.24804756;0.38177392;1.0;
0.40786642;0.124178745;0.15986702;0.39381313;0.46707568;0.29852152;0.4003997;0.2324691;0.41076764;0.22930482;0.38930053;1.0;
0.41095635;0.11478849;0.16310894;0.42852256;0.43678024;0.27160665;0.40349162;0.23958452;0.42946237;0.22470918;0.38808712;1.0;
0.3967714;0.123407565;0.16708525;0.4339842;0.46048108;0.29304084;0.40809235;0.24956055;0.4539012;0.21258551;0.36296228;1.0;
0.39813566;0.13320698;0.15993957;0.3863779;0.4700397;0.2837969;0.39231476;0.24607871;0.47673884;0.24096936;0.3694083;1.0;
0.38314614;0.114735045;0.14234836;0.34513596;0.461231;0.27561533;0.39210716;0.237545;0.4774267;0.22830467;0.36694998;1.0;
0.3960273;0.11342407;0.14627045;0.43234888;0.49818683;0.2949499;0.43054813;0.25228167;0.4409809;0.23048489;0.3602917;1.0;
0.39061877;0.114492014;0.15034413;0.45690554;0.52185994;0.2998419;0.43880823;0.24519822;0.4143007;0.22221021;0.37417984;1.0;
0.39606494;0.11323983;0.14383927;0.43492588;0.5246793;0.29065323;0.42352104;0.23168494;0.37283427;0.21125469;0.36679885;1.0;
0.40164757;0.12789823;0.1566696;0.44417924;0.5459679;0.30718592;0.43278497;0.22255763;0.35099673;0.20959291;0.3492331;1.0;
0.39969417;0.1255983;0.17910199;0.5225392;0.5721309;0.32346195;0.44820264;0.25637487;0.4371629;0.2312692;0.3638818;1.0;
0.43865997;0.20118074;0.25578624;0.56778836;0.59677625;0.35099065;0.5162466;0.34001154;0.5445761;0.300436;0.44087636;1.0;
0.5445207;0.33729354;0.37464473;0.51970935;0.5883835;0.44662523;0.5738052;0.47172037;0.6411286;0.3930405;0.58807176;1.0;
0.5172957;0.3185894;0.40692815;0.55082005;0.6245153;0.49653345;0.6185184;0.553611;0.78363216;0.56660867;0.6631883;1.0;
0.4878212;0.2510266;0.34337226;0.5094348;0.58620775;0.43162045;0.5623834;0.4952063;0.77977926;0.5861557;0.60516775;1.0;
0.47700125;0.23323385;0.28612816;0.5140761;0.5382246;0.33379424;0.44955644;0.372167;0.7055305;0.5711285;0.55034137;1.0;
0.44814706;0.22229199;0.26517922;0.5042303;0.5412479;0.2899399;0.3771949;0.33979934;0.72135204;0.53504163;0.48435304;1.0;
0.42645943;0.19998816;0.2375036;0.45908004;0.52887034;0.27255154;0.37969634;0.31806892;0.7023963;0.49017057;0.44572642;1.0;
0.43027616;0.19449697;0.23363204;0.43080282;0.5668002;0.29610828;0.38869345;0.3440277;0.7576867;0.4950671;0.4490919;1.0;
0.42606515;0.19910482;0.25087255;0.490825;0.563958;0.29579228;0.39746466;0.34214345;0.76896995;0.48616037;0.43851638;1.0;
0.42804536;0.18220508;0.24004012;0.5017479;0.56468815;0.302792;0.41881382;0.32144973;0.72394866;0.4679956;0.42440227;1.0;
0.39935526;0.17454205;0.22566661;0.44838473;0.5483246;0.29685426;0.44116005;0.3186039;0.695379;0.48624456;0.42042187;1.0;
0.3887361;0.16348839;0.21344718;0.4657053;0.5831834;0.30735996;0.43174863;0.29914352;0.64177644;0.484199;0.4206422;1.0;
0.3786375;0.17415614;0.21307318;0.4910107;0.5918777;0.32128063;0.45506173;0.30626768;0.6522532;0.47339785;0.425645;1.0;
0.3694207;0.16048619;0.19603151;0.42387897;0.53443736;0.29540738;0.4459942;0.29583701;0.65031344;0.46509472;0.41024163;1.0;
0.37555268;0.1993945;0.2497933;0.4386838;0.5134011;0.3013458;0.46038106;0.33912104;0.6399337;0.4701078;0.4523324;1.0;
0.4357081;0.27879643;0.33496916;0.50982827;0.49860045;0.35622412;0.5216317;0.40818706;0.637932;0.46107805;0.52501863;1.0;
0.5246523;0.30703905;0.37636957;0.51121503;0.47383693;0.3752163;0.5300062;0.41651666;0.6272814;0.4803234;0.5668836;1.0;
0.45673594;0.22676638;0.28242654;0.39130193;0.3700988;0.2881538;0.36443147;0.27565002;0.49207115;0.4870453;0.5249267;1.0;
0.38188645;0.18651219;0.23587215;0.33684617;0.30497703;0.21222474;0.3077109;0.22220035;0.4403021;0.42068344;0.43115583;1.0;
0.33011487;0.15096535;0.20268191;0.33088818;0.31049818;0.1995642;0.29236698;0.19617943;0.40947813;0.35489416;0.40798795;1.0;
0.3394607;0.14299004;0.17353725;0.29361507;0.2945967;0.17961948;0.2689839;0.19410211;0.41851705;0.30906817;0.36657408;1.0;
0.35250688;0.14350149;0.1644903;0.2735057;0.30112183;0.1774157;0.25008264;0.17723978;0.3888022;0.29550427;0.34687024;1.0;
0.4420037;0.21028809;0.22600473;0.30991298;0.32416058;0.23356766;0.29211766;0.21333179;0.39498246;0.33104205;0.37930667;1.0;
0.5148968;0.2934753;0.2835549;0.3286138;0.34555492;0.29840085;0.34651375;0.30324638;0.47507104;0.39429036;0.45295978;1.0;
0.53166604;0.27985993;0.30639768;0.3916275;0.47057557;0.397276;0.40882573;0.36677372;0.54287714;0.4340918;0.51235896;1.0;
0.57904464;0.28341076;0.28791416;0.42876023;0.552493;0.40397766;0.43243098;0.33755484;0.54511994;0.47610027;0.50500584;1.0;
0.5187923;0.2267579;0.25930956;0.4622545;0.6670532;0.4565228;0.4935816;0.36330953;0.5980391;0.47205538;0.5186754;1.0;
0.47347644;0.173155;0.20760117;0.47937074;0.61419266;0.35989496;0.4443387;0.27281886;0.49553597;0.37532434;0.46146387;1.0;
0.42474025;0.14735618;0.19993247;0.52542293;0.551626;0.2993255;0.40044457;0.24238342;0.4188254;0.30468258;0.42713523;1.0;
0.41577226;0.12334584;0.1886739;0.5322405;0.49737713;0.27166456;0.3863149;0.24160479;0.41929606;0.2860356;0.40294015;1.0;
0.4229387;0.13536923;0.18449679;0.50650316;0.48885596;0.27167773;0.38511363;0.21919134;0.4092444;0.27678302;0.3900888;1.0;
0.42065802;0.13484661;0.17274544;0.40966877;0.47235066;0.2613294;0.36782512;0.2012413;0.36768505;0.2591484;0.4033572;1.0;
0.41453108;0.12516667;0.17005144;0.45366693;0.4580895;0.25058612;0.35866237;0.1831351;0.31288633;0.24434748;0.3899772;1.0;
0.4192469;0.12218502;0.16548099;0.4848215;0.4374685;0.2340749;0.336884;0.17063425;0.2891264;0.23199041;0.37785178;1.0;
0.42158592;0.13101526;0.17888668;0.46600416;0.44444627;0.24688774;0.36036015;0.17251593;0.29662213;0.24551319;0.37854508;1.0;
0.41429788;0.11425072;0.15863855;0.3978222;0.43030712;0.24831827;0.39178124;0.17920934;0.30150864;0.22614534;0.34692538;1.0;
0.44999942;0.1586001;0.19531335;0.44959673;0.44102463;0.27539703;0.42923;0.21654688;0.34527677;0.2631262;0.36022484;1.0;
0.68178827;0.3905924;0.40109187;0.6653223;0.6314425;0.41264114;0.5062551;0.39468682;0.5344402;0.46033996;0.5840756;1.0;
0.9543137;0.581848;0.49163818;0.72363037;0.8284741;0.6042532;0.66693276;0.6219027;0.8253954;0.6919967;0.7432837;1.0;
0.8414939;0.51004666;0.412085;0.5871768;0.8159768;0.7061308;0.7048253;0.71925443;0.8977749;0.7508011;0.7226516;1.0;
0.70827085;0.36326864;0.34893104;0.5747905;0.795113;0.6308396;0.676325;0.5535187;0.8110377;0.71695435;0.68362814;1.0;
0.49866164;0.25558695;0.30637398;0.6276452;0.88567936;0.56660634;0.5977377;0.46895874;0.78967935;0.62050414;0.67697453;1.0;
0.50041366;0.22056577;0.26852033;0.6543357;0.91136765;0.48069903;0.5307631;0.3814605;0.7060936;0.52024496;0.57678515;1.0;
0.50467706;0.23038566;0.24314411;0.6783091;1.0;0.51971525;0.5848466;0.4081522;0.7438134;0.5137826;0.54897815;0.9869118;
0.5111827;0.20978925;0.22329888;0.62693685;1.0;0.52862036;0.5725539;0.3878054;0.71604127;0.4947862;0.51510054;0.95169234;
0.4786635;0.17783503;0.22296593;0.7180486;1.0;0.49151847;0.5650395;0.36407283;0.6566556;0.47756842;0.4738012;0.91340214;
0.45062456;0.17001982;0.22348982;0.7591762;1.0;0.4791077;0.5245834;0.33945832;0.6047713;0.43228307;0.43812832;0.8673175;
0.47621655;0.17656803;0.22407062;0.7035042;1.0;0.45950097;0.4948669;0.3467861;0.65965784;0.42814958;0.44808528;0.9025484;
0.45023474;0.16605015;0.20578857;0.6054482;1.0;0.47846064;0.52583486;0.35316563;0.64822155;0.4074946;0.3912491;0.85986394;
0.40214455;0.15788093;0.21938501;0.68869996;1.0;0.46195418;0.4980199;0.33858562;0.60909003;0.37592846;0.34673172;0.77823234;
0.38721147;0.17254204;0.24950822;0.7543295;1.0;0.44692406;0.51468045;0.32466432;0.5968497;0.38966858;0.37688783;0.7688886;
0.5101649;0.2685984;0.32643765;0.74470216;1.0;0.5020248;0.5969778;0.37551796;0.6381502;0.49437547;0.48518148;0.9536301;
0.584643;0.30698234;0.31300738;0.48064998;0.6782373;0.3904316;0.53252506;0.47995955;0.69184196;0.5871899;0.5807287;1.0;
0.549794;0.24824575;0.25267503;0.35178614;0.5317723;0.35719728;0.4706427;0.49575636;0.70653325;0.5930245;0.54210633;1.0;
0.54901785;0.21002927;0.20804945;0.3275699;0.5134539;0.41394258;0.49114192;0.41497236;0.6681037;0.56464016;0.5198976;1.0;
0.45983744;0.17528911;0.19620217;0.28309634;0.4135773;0.32383245;0.5335409;0.42584834;0.66526884;0.55030054;0.5077082;1.0;
0.4124369;0.1574414;0.16364461;0.22379844;0.41092798;0.28653362;0.43981335;0.35821557;0.60557884;0.49999386;0.4376355;1.0;
0.36303952;0.15892293;0.15557677;0.24459174;0.41152716;0.26268002;0.4047351;0.3299659;0.5245337;0.45807627;0.42761156;1.0;
0.45115137;0.21826363;0.21733476;0.31008032;0.40861714;0.25702718;0.3882379;0.33558485;0.517411;0.433216;0.45345268;1.0;
0.5518774;0.25919744;0.28026733;0.3988142;0.5132512;0.31569797;0.5525173;0.4598566;0.5828734;0.45629513;0.47953188;1.0;
0.45606354;0.22966152;0.29020703;0.40783975;0.60131294;0.40261844;0.6505084;0.44859886;0.55892617;0.43108115;0.46869287;1.0;
0.37390825;0.18166628;0.2341571;0.38131234;0.6093768;0.31473103;0.41580513;0.3263966;0.4641754;0.3510632;0.41083777;1.0;
0.42016658;0.17399411;0.20807597;0.35098425;0.5761333;0.24809457;0.31330535;0.2671361;0.41566226;0.30584788;0.38496655;1.0;
0.41444203;0.17894617;0.19921172;0.31262636;0.53813106;0.24903765;0.32186168;0.23079392;0.35621995;0.25467795;0.348965;1.0;
0.37234;0.17847359;0.2083626;0.35315603;0.6135136;0.26853308;0.2584528;0.19819355;0.37501824;0.2938766;0.3565917;1.0;
0.44725433;0.29600048;0.3424015;0.44846073;0.6848033;0.32796118;0.2784356;0.27363905;0.47501674;0.4386256;0.37191147;1.0;
0.57072103;0.39280218;0.38492835;0.4323995;0.6472229;0.45535222;0.3789839;0.40605557;0.6702839;0.64962995;0.5487119;1.0;
0.60803723;0.5094006;0.45580876;0.4750504;0.6862528;0.5810709;0.5699342;0.6353645;0.90698576;0.9715174;0.6995712;1.0;
0.5421597;0.60052896;0.44236973;0.41546586;0.5972589;0.53535193;0.493949;0.58919406;0.78806794;1.0;0.66296756;0.8102981;
0.47173664;0.592406;0.3575293;0.35428214;0.6578906;0.4268756;0.3275359;0.44765782;0.7613924;1.0;0.6268798;0.8190211;
0.40781134;0.55365723;0.31848174;0.36700326;0.7982618;0.39581493;0.28815818;0.40911716;0.80933;1.0;0.6001457;0.833887;
0.379374;0.48430583;0.2891274;0.36060062;0.84300125;0.35399404;0.22377841;0.378399;0.8293867;1.0;0.58252716;0.83370376;
0.37385678;0.45373785;0.2672161;0.33772543;0.76646614;0.326259;0.20321077;0.34693316;0.778533;1.0;0.57139915;0.7783362;
0.38558716;0.47855365;0.2512028;0.30690497;0.744919;0.32614028;0.20289579;0.32351953;0.7040168;1.0;0.5599199;0.7602492;
0.3742451;0.48795748;0.24539779;0.3124545;0.7627731;0.32394123;0.19379151;0.30802867;0.6648966;1.0;0.54618466;0.7453845;
0.35906196;0.50121313;0.24032652;0.31165528;0.7508363;0.30941778;0.18568952;0.30012527;0.6649519;1.0;0.5361231;0.7308925;
0.3626631;0.4942062;0.24281585;0.32002127;0.7637732;0.31118044;0.17326364;0.29309252;0.6817484;1.0;0.54864603;0.7454225;
0.35808122;0.5093154;0.25409064;0.34249362;0.8027739;0.32891515;0.18398803;0.3073526;0.71650344;1.0;0.5521001;0.71211094;
0.38335788;0.53506863;0.25599977;0.35938206;0.86481464;0.3367807;0.17294125;0.29927224;0.7175361;1.0;0.5452;0.7107995;
0.39145148;0.55629265;0.28407037;0.38320208;0.94102395;0.3686822;0.17917144;0.3176861;0.6958765;1.0;0.5505322;0.7306186;
0.42056584;0.5645599;0.30319023;0.3970807;1.0;0.37610567;0.17300831;0.31373084;0.7104842;0.9903846;0.5479741;0.80596256;
0.41350785;0.5423667;0.28918475;0.38163042;1.0;0.37025204;0.16819951;0.29546657;0.68659;0.9831541;0.54803526;0.8173072;
0.40799156;0.54298145;0.28563586;0.37442264;1.0;0.3746991;0.1733442;0.2970423;0.6785312;0.9680333;0.54011005;0.8528895;
0.4354978;0.57745475;0.29153746;0.3871782;1.0;0.36250168;0.16135894;0.2772122;0.62572205;0.88449633;0.4964253;0.8896432;
0.4209795;0.57574797;0.29576644;0.39530337;1.0;0.35732082;0.15694037;0.26421127;0.566233;0.8229697;0.4726726;0.88188994;
0.43965834;0.5931259;0.30206606;0.40196097;1.0;0.3627974;0.16187853;0.2701407;0.5723213;0.80908114;0.45442227;0.9457348;
0.47158217;0.6011211;0.30512708;0.38838005;0.99039835;0.37314045;0.16147788;0.2798452;0.6149719;0.81234014;0.45263422;1.0;
0.45805824;0.5884666;0.28342825;0.3646393;0.9222134;0.3655647;0.14614849;0.2622167;0.6076429;0.7785542;0.44076172;1.0;
0.4530556;0.5897387;0.27975294;0.3671358;0.9102564;0.35962006;0.14683108;0.24384792;0.543391;0.7740852;0.44289035;1.0;
0.4640598;0.58897483;0.27672157;0.3675228;0.8962149;0.3452799;0.13735548;0.21757606;0.4937283;0.7364506;0.42170838;1.0;
0.45241767;0.5691376;0.27650622;0.3414906;0.90736115;0.35878542;0.1424691;0.21564104;0.47507554;0.75936204;0.44135782;1.0;
0.4712322;0.59598345;0.28611973;0.3588892;0.91780645;0.35702065;0.1477985;0.23423854;0.51896775;0.78064173;0.45801023;1.0;
0.49622786;0.64977545;0.32520092;0.3673794;0.9265647;0.35454005;0.14656939;0.2650351;0.6020731;0.8276384;0.45085105;1.0;
0.5122196;0.682283;0.38413158;0.40954903;0.9284485;0.39612818;0.20660499;0.32488173;0.6681313;0.8923498;0.50475687;1.0;
0.67677736;0.83231366;0.65185034;0.593089;0.83748126;0.64802635;0.4655835;0.54827577;0.74408174;0.84627634;0.64845234;1.0;
0.7802163;0.8923154;0.6928584;0.6335343;0.8566068;0.8647922;0.5945821;0.62533367;0.73918986;0.6138957;0.62212306;1.0;
0.52041805;0.82146585;0.5693249;0.58505505;1.0;0.7693947;0.50745225;0.54229856;0.6596152;0.4473156;0.4795728;0.71928316;
0.377709;0.72785884;0.44270286;0.44890812;1.0;0.60178316;0.35375562;0.41031736;0.56569064;0.41657114;0.36038852;0.5853262;
0.33331895;0.6722362;0.38649872;0.40960726;1.0;0.48762125;0.26458555;0.32702976;0.50051916;0.39130434;0.31794614;0.5911567;
0.3192699;0.6263179;0.33092842;0.4025054;1.0;0.4082715;0.20342569;0.2827647;0.5406655;0.4015822;0.28462306;0.61548066;
0.33094072;0.63113123;0.3190948;0.40098047;1.0;0.38736176;0.18283641;0.25085935;0.539296;0.43091422;0.29064304;0.6224456;
0.3862986;0.66344887;0.3294695;0.40397596;1.0;0.40084293;0.17836407;0.23683628;0.54490906;0.45903707;0.3056185;0.6920309;
0.37959644;0.65204936;0.3134305;0.39111307;1.0;0.4088639;0.17402755;0.22162108;0.48623535;0.42977473;0.30327556;0.6869086;
0.33752438;0.6017759;0.28299636;0.38584033;1.0;0.38840833;0.16654356;0.20893902;0.45833975;0.42094523;0.2897155;0.63971615;
0.3547259;0.6216743;0.28518885;0.39383113;1.0;0.36900446;0.15494657;0.20139442;0.44685286;0.41773784;0.27685717;0.62754494;
0.36426306;0.64936244;0.29598427;0.39134383;1.0;0.3608678;0.14569864;0.19876717;0.44579682;0.42680517;0.28835556;0.6610981;
0.37183276;0.658924;0.29487446;0.3863091;1.0;0.36400065;0.14313589;0.19812925;0.467431;0.45135415;0.2962751;0.6690859;
0.45927802;0.6978392;0.37377328;0.45015928;1.0;0.42662773;0.20966674;0.24620256;0.51676303;0.5037264;0.36280918;0.7123119;
0.53055084;0.7055546;0.41727075;0.46555316;1.0;0.5477825;0.33266908;0.36120424;0.57859915;0.5301619;0.4322594;0.8188713;
0.5810436;0.81500053;0.4532231;0.40453818;1.0;0.6429972;0.3956793;0.45741424;0.8188279;0.61542344;0.48343876;0.9358324;
0.5512857;0.9420165;0.47583368;0.4369292;0.9638738;0.5518353;0.2917695;0.4213294;1.0;0.75593853;0.5440804;0.91657954;
0.5385432;1.0;0.44800597;0.47041366;0.9194146;0.40710086;0.2578645;0.37171048;0.93905723;0.7456012;0.5014795;0.83084303;
0.5033482;1.0;0.4304157;0.44393197;0.9637804;0.42617136;0.23194313;0.35845312;0.91025084;0.7320091;0.45331165;0.75822395;
0.4693921;1.0;0.40442842;0.41812578;0.95527494;0.43364578;0.18783277;0.29909608;0.76862216;0.68503445;0.42996827;0.70943505;
0.49280447;1.0;0.47982106;0.44048768;0.9436815;0.42907155;0.23277456;0.31803602;0.75986946;0.6348784;0.4485356;0.7241789;
0.62104285;1.0;0.7243414;0.5679102;0.9051686;0.5403011;0.35963166;0.4646121;0.83186454;0.6532406;0.54665965;0.8694511;
0.76160705;0.99783415;0.74050707;0.6638511;0.9649103;0.6867297;0.4045611;0.5018353;0.98399955;0.7798215;0.5989013;1.0;
0.5851635;0.7168711;0.55736184;0.60150135;0.8917728;0.61442995;0.40306833;0.45230207;0.9414504;0.86135143;0.64031553;1.0;
0.5362498;0.5830228;0.47794113;0.51020175;0.8079146;0.5577578;0.37967157;0.35298768;0.78895193;0.92520416;0.66660905;1.0;
0.5089172;0.6129548;0.42695957;0.49479;0.8129785;0.40160942;0.2772323;0.32974914;0.89561117;1.0;0.6751108;0.96057284;
0.47736192;0.625038;0.36077535;0.40980768;0.77600133;0.3788427;0.22690071;0.2917552;0.83025473;1.0;0.6511578;0.8655574;
0.43585894;0.61709094;0.36283275;0.3679447;0.6748863;0.34382892;0.20555536;0.26139015;0.79512376;1.0;0.62775475;0.8325224;
0.42525896;0.59071004;0.34237933;0.35452777;0.67461354;0.33976573;0.21029398;0.23149297;0.68241;1.0;0.6176769;0.8049092;
0.3625073;0.5171347;0.3073802;0.33579388;0.6793767;0.3202904;0.17976123;0.22715798;0.69666016;1.0;0.59103125;0.7775296;
0.35184735;0.45107615;0.29093564;0.33179334;0.6684233;0.3073836;0.16899817;0.21448225;0.6598529;1.0;0.57446516;0.8019171;
0.3819272;0.50544935;0.28738654;0.3302077;0.6768317;0.3081601;0.16510181;0.21551293;0.68461514;1.0;0.5755506;0.85668725;
