A;Asus;B;C;Csus;D;Dsus;E;F;Fsus;G;Gsus;A;Asus;B;C;Csus;D;Dsus;E;F;Fsus;G;Gsus;A;Asus;B;C;Csus;D;Dsus;E;F;Fsus;G;Gsus;A;Asus;B;C;Csus;D;Dsus;E;F;Fsus;G;Gsus;baseNote;variation1;variation2
0;0.0;10218.673001747818;105769.61918450081;106957.55863625396;112656.57348953858;113627.00799960182;116108.60562612001;121436.14297921146;12284.546362413306;124877.93056935036;1273532;140925.5289901257;156023.42024420146;16311.560369462775;171633.65142472816;175886.71382637485;181207.96915464802;1870705.8683617287;190829.13570270842;196830.6864606128;21422.476425222845;267277.54789738933;284776.2771118055;293360.0006881539;296955.58460752934;29851.29729914619;30804.13723964673;30843.27267058354;32615.653054970255;35104.639955402185;44408.89228286952;45534.61269710437;47224.60201961082;494370.90742544073;53452.05060643372;62826.502502855175;64484.42826642474;66676.00476037343;68609.22182083114;69508.26316808109;72602.7174885603;7642.6238019285975;84121.58070402546;84365.82998724154;85060.45075356738;89353.41298885035;93494.09941531667;[A];[MAJ];[];
0;0.0;101383.63573966284;109776.93052353848;110844.33034402446;123900.95422412101;124134.68186017255;126619.62133741782;1273532;129609.27825821987;1351123.926942867;136362.11097123247;144139.64009017017;148503.0861368474;152136.93178448838;155060.01415892097;171512.60504457614;17885.58884745425;190216.28689344449;201701.58821933393;219416.928962944;245124.60509718742;248688.54268621345;250546.32483196957;252012.08730318982;325871.5182028795;34362.80122425076;37584.016345888595;38769.16582875257;46961.84879099194;47807.137517266165;49021.41716739852;49496.59999717734;49500.27166209583;50889.33480546308;57172.63471319495;57797.834263080214;59475.28372685325;60684.14388962297;68485.89375210956;73338.40668865546;75918.11643882324;79063.01136674228;84601.04176785576;89431.09290078438;90072.88809097247;90251.80817514625;95168.02417123193;[A];[MAJ];[];
0;0.0;1059210.0259819664;108415.2935152776;1138132.2339731567;1141914.2495798653;1273532;134506.16026306056;135453.80719465157;143316.59892917503;1517927.3666156204;1621986.6551642034;1832990.1328641651;191355.06241801826;1988845.9309673298;199204.84754318578;2059583.489132137;210462.63115521614;223012.91074977993;232503.36033773594;2350427.023229366;2356574.9561058115;236024.6526283203;2483447.280310231;2888075.8215370234;309741.64491415216;320723.62842211255;342269.6237100977;393442.2604184376;401741.40967674874;413290.07401253394;418552.80774839665;445467.02742968063;457117.92076018814;4602164.600945065;560525.5816920169;601915.366219504;638261.7805953274;69659.00485379035;737392.378800357;747334.6205409596;812212.639143176;833443.247268712;849765.4003468823;8579484.768943574;889219.283204157;917525.9422944124;952937.0213664193;[A];[MAJ];[];
0;0.0;115386.66834576239;117076.77986608465;1273532;129906.61301149617;131926.77007722828;141904.74802842873;148288.68795576034;152608.63400569337;174686.90996386617;178953.72161511082;196499.33545276392;196752.7906840049;233567.5652840809;266222.1642890446;3075940.3845367017;313423.7273702984;329917.71627316915;334789.50306053244;356594.62963582156;369212.8524435227;379190.33398162527;413236.45031060354;416318.1809531305;437450.88465944194;439593.3145610658;448536.6833608883;471145.41517873;4843980.472997471;4947480.100254563;49856.01643599492;541723.3390099122;545945.0480481554;579116.3504372146;603930.5383676741;652502.8656918929;65861.5655916033;69521.93842104345;74081.16518005243;76197.66605549862;76298.29475543417;794699.1973479886;86264.334350821;86474.36350061481;89886.1342157823;90172.0752476536;90287.98077650343;[A];[MAJ];[];
0;0.0;112469.56313860747;119271.48848082329;119962.17634114728;1273532;131049.60460101438;133205.32566898412;139312.07272001726;146420.15769918085;147276.57003618477;147553.69978537931;156396.4789883526;159465.0547143268;170267.79439184087;170630.7883526308;179905.9153480785;182861.77723748639;184573.1048651512;187859.77664602906;190997.71580294802;193036.01309154526;205715.3206843012;2174983.1099242233;236409.61718093583;2656754.1596832895;278616.56345166016;289211.490982995;293367.78474959685;306765.7926929133;309194.5343571819;368460.82697647356;371482.5850193107;384835.3461941204;385546.18080673163;398496.6130497911;4422257.525469637;483468.4559498386;587394.647765385;59163.556798141646;63667.394268083386;64681.200975977576;65086.30497139593;671350.0906266402;68161.04751988249;683704.8469031856;81914.90370583517;84382.94646770542;[A];[MAJ];[];
0;0.0;110974.98576900586;114444.0421127248;114527.55170021763;115117.93946398795;119004.10229556724;124517.34715096386;126515.61743068634;126529.0005748766;126612.4002068864;1273532;130503.38033710724;134086.45346005834;146628.88748459888;151158.8301933669;1529138.819874331;156897.98065507505;161303.19332557835;168032.54123742788;187213.87828120796;192609.72971332632;212896.09392696375;223136.921661406;295947.77310983726;31223.918693322375;336718.08068064915;34440.96781391703;3458227.7391069992;348854.24462369405;351499.402959736;376777.6401250364;431006.152779478;436597.2684302635;466987.02054540697;506850.35041684;5138.18126954448;58592.401443818126;60717.33618015824;61195.48196611468;6816.259629843662;69151.71462974291;69345.05244137174;702824.2761440761;706846.6345524883;89853.25434924322;94262.36520589994;96908.21888132603;[A];[MAJ];[];
0;0.0;103347.18154894418;113390.82983321576;120580.70369965995;1273532;141556.325700584;141830.9740169714;167332.82221306209;175631.52590614988;179169.05404382132;184800.014079977;185568.4829639149;20574.40603723628;212198.4610448236;24849.30664500259;25601.94272456211;257627.25917958978;2675497.3481998136;26788.067761458777;276374.8388686899;282271.8499836592;30001.29407181055;303228.7594774126;305112.206805132;308985.4687482858;360675.2030383342;36183.354786310345;38751.50157337188;39110.03331187393;40524.42838546425;44592.05667909853;466736.66209421837;52941.66160978783;536656.1631198721;53890.49688721644;561583.7967865291;56548.584279275245;57603.704302966406;64579.216439881464;67527.25100438533;68460.50887137614;72259.9693251155;73948.04207085207;82073.92849287468;93955.11078050062;939646.6813262283;95390.57647784478;[A];[MAJ];[];
0;0.0;10284.3308162068;1119993.8965190907;117122.01776975034;121672.5645299482;122185.63718896659;1273532;132299.53171028633;144240.51284808866;144257.9254528114;153046.42820050937;163121.22100851926;165828.92921072323;1880152.8947475012;191547.6870603654;204381.20742775232;207283.60226291764;216507.31382584615;226842.815339179;22847.40068424996;23849.92297225155;245640.59827089036;33594.97548725534;337357.56622133666;37660.552640384245;410398.28559907177;52477.22364483184;530103.5143023704;565425.9563323928;58102.443211049256;61173.36144116714;6389.95476276696;65596.45218660173;68501.36872289852;72179.30296321146;80306.30377487888;81306.71728254555;84649.6339173807;84806.88514450357;86667.74217085865;88325.57667299414;88396.94376316399;93110.0081909749;93578.67525811412;94515.0253232578;95161.9985335608;98820.74377813238;[A];[MAJ];[];
0;0.0;101618.92934882155;103927.67233650047;10544.149316111754;106803.75078866986;109086.59799071992;109649.37930130454;111035.55273955596;118259.65881097705;1191389.085376849;122533.11195290246;123880.2291856946;125107.80915780092;127079.0872438355;1273532;128439.41849734377;1449144.6607047515;148077.35840074773;150065.44373005067;151581.0965160729;161426.3654499729;171985.90972097855;19893.854547218303;213105.94073553095;216397.44055305433;223231.05066596554;237507.5574706447;255780.90995114867;255892.36100428677;25863.99187969167;270535.5367209904;279164.380377956;294559.1458672786;332074.19444284553;467279.7563484104;49190.295337565774;49646.66185789007;50356.80119959963;53018.132242656924;53227.3316904962;555230.0349517353;57049.017071731396;58673.55257106075;71502.50318472806;80615.6680023468;81052.38533179494;90765.4459375851;[A];[MAJ];[];
0;0.0;109160.37363527047;109248.46277578332;120996.82013862848;1237725.190940961;126299.08110721852;1273532;134245.1666785502;137504.484539751;144779.84052794;148876.60761405536;157027.10605513625;157665.32352307613;167496.1995069956;187571.98715278038;197601.01993145238;219139.3057452882;225860.307592615;227782.11353116884;25094.416316632614;27562.23108955422;28683.051936676213;304439.9009308271;305543.3968054515;310220.19959635497;37057.42543690357;373518.52411698335;38892.07597280357;389903.51054118836;425589.1548626762;43427.2946402376;48740.74210133559;49590.94051104257;56904.40989072432;5794.429164667648;60685.40256520257;65904.15915778202;6602.706699300386;67528.88061687995;7020.585022758356;75955.24664878013;76110.71239029977;77312.26761780538;83548.24943813327;83978.22860805248;889389.5705685862;95411.01275646004;[A];[MAJ];[];
0;0.0;100043.95024250426;107113.15210057294;108553.53772628977;112189.36756422454;116315.25809878531;117079.2576285269;117642.67163017427;121237.44458280024;123029.60781355486;124100.71429504412;125344.31275523725;1273532;132210.085019588;133664.53326431115;168139.55804589184;200850.26648758087;203449.7037217599;226022.30793217666;226604.5845517214;229694.8942873543;301366.61753008235;31204.032771582213;314789.39766910236;322615.66472852015;400940.5977594102;42987.31215085945;43320.779300428236;44006.05027255487;455602.08850184415;47722.59637276378;48571.07688894543;52459.639746540735;56746.77573526612;61299.36327682143;64570.74558407312;66038.60597387269;67704.69736994669;70309.43334554909;74563.35718492123;80581.85982161625;840541.5265920509;84569.82009199199;87234.593092057;88335.00286877393;93515.41911297009;95361.08245298862;[A];[MAJ];[];
0;0.0;100305.68923783403;108902.1226431962;112161.31061577903;116978.96411137714;117445.06090913185;118044.12618134469;1273532;132884.01308457018;145136.12673073538;148130.49687142324;157058.3925877613;164613.91921115463;176020.92123523238;179365.67149219525;190701.49536022736;240187.13126875908;26594.23155063508;29954.174465472857;318200.3902950802;39087.41810293807;45690.494298141784;46479.32275048864;49871.71712863569;51836.37178082759;52996.44419705211;53798.51976260349;54485.0984606408;57380.06833256785;62121.157136869515;63575.22915964654;63670.58411525894;64861.93696779378;681006.2786258243;69481.5898551602;69657.84557732983;71831.79348922816;71939.27061925289;75057.79927803545;77614.52641729519;77914.32978279458;81741.7270383396;83324.80292393196;89319.48546044384;89938.92362148037;90995.63274663755;96807.1002661402;[A];[MAJ];[];
0;0.0;103282.5275938197;105548.86231512693;106460.7362858524;107843.5615129249;107928.26567851086;114941.08158186414;115053.10405168614;115210.95911958964;118901.41178948201;121119.18317406965;125620.64115203274;1273532;128751.61955613676;131320.02019676592;139921.70419567093;164843.57015359405;181001.14123117292;196678.98879072577;211138.07417810496;267111.4408746444;26994.221538514434;27600.944651876678;31613.00085109831;39324.48671056578;42932.40267709095;45895.42612740245;48113.79523185344;49693.80164507325;52653.920733533756;53640.23308745508;56752.606984375576;60928.37656853755;63591.297814135454;636860.040206281;67537.43436142233;68303.90149557505;69277.90338023109;73184.87184176498;74214.16690010503;77224.45271767501;83011.31360485229;83085.52359914205;89073.640301016;90738.41370264102;95145.73482002546;99795.79632234962;[A];[MAJ];[];
0;0.0;113968.87612284858;114270.39176543566;117178.03603419372;124478.37721266708;126136.02520097088;127055.33111762285;1273532;131974.4115949848;139391.3154186372;15832.03107404833;188231.7384006289;191719.55200875364;223672.4737399173;23977.28212148411;250477.69010521978;26248.10873432388;27923.911615530582;319894.7865865397;32562.48675239785;39368.36122395324;408747.75610965973;41547.00008710537;44214.19370769857;44234.96708274313;44742.610856673375;46661.1536137365;48353.12746254943;51487.45991406349;52355.86195141395;56838.308605743114;61437.726682972585;64993.87938539811;66591.63998783358;67847.02062268587;70616.74429287486;72779.42308478305;72967.0557286382;73536.39933887839;76625.2061533815;79058.82118251215;81232.34282223815;82592.45038379767;84897.0247253682;85117.5887132563;95164.42442344858;95732.31410192965;[A];[MAJ];[];
0.0;1151532.4110089631;117892.63371972916;1189140.2683066833;122355.85514657984;125825.40872801574;1273533;1330182.072999338;146954.5506597284;148790.54954175046;149845.31400301494;164348.5793953987;1668805.313245887;1670264.966081984;168215.73687375095;171658.12065143578;188001.86009952315;1948891.83265009;215720.0726077224;219594.92551326234;219791.69056044295;2286357;229440.44079016484;2333462.1945933923;244955.88215653272;279428.2067328764;284081.30854409025;290279.04949452786;299379.3233582602;329063.8088723986;366454.46733891923;383681.7738298292;401502.8504511262;409226.1004277443;422684.47495875106;4269202.150232514;430084.47511907783;496369.9557505439;525768.685162385;526156.469170273;539088.543706884;5412219.994523465;614347.84166688;742209.0845397436;8339085.255967179;877588.2832794329;959657.8771343385;976508.6454189226;[B];[MAJ];[];
0.0;114277.52326013043;1273533;1437020.1122392383;1611915.056116073;1621183.7136649785;1626639.5046038532;196162.4798737208;199119.29301761257;203692.53813308536;221293.27604933124;225117.75041020528;227816.3389337122;2286357;241440.21922014392;244076.7839587024;249276.10887389458;256766.93911189545;259931.32598929934;270847.5786327932;299785.05617282406;303760.6056096877;309404.55610823544;313742.9621969517;322277.7228688307;3236013.6713753035;330612.88260442147;333296.1772709285;339385.1093672083;346130.038672465;370050.43542024796;379097.55752048624;407912.9696099896;413044.8719613066;417681.99459413684;4279784.546246852;464138.71730570163;481800.541278802;5095410.174809985;602932.4776497987;624344.9470657387;650680.5676928757;713349.9988010783;714544.397451871;823611.1491659238;871164.1753835867;915625.5399355498;94327.34966970608;[B];[MAJ];[];
0.0;114359.48083041144;114952.00575209747;121915.55086990455;123981.20044158115;1249164.1046621338;1273533;1276488.9843271405;129237.14296350778;137647.4442474419;146446.36635941154;164385.14707747713;166814.6558733194;184923.00240406464;189989.0063497679;194413.50704909625;200655.81757535387;211776.7851331944;215481.19854769603;216488.70671495405;2286357;235144.47488353774;237183.60987297335;250718.46685123025;251125.8849966391;264464.4217564975;267560.7541397232;285917.8397356083;295040.50733020285;315272.01810667024;316948.09935404063;3528633.091833843;35406.71035314148;415127.6040433069;4188571.502402867;450643.78207879874;471944.49719569675;485911.2565478307;552183.3454521537;597495.6741450353;60395.35093478283;65565.43242589652;67107.99681243773;729747.6372014269;736180.5924279698;805307.1201900184;933634.3765984265;98665.69947289389;[B];[MAJ];[];
0.0;1048847.3865160989;111518.10942278412;1157430.6780513816;119172.84911922576;1273533;131378.31494194668;142346.4551112068;150610.52686621028;158166.85466107092;169782.99496130363;173761.55522904717;176915.71334747263;186020.28714781822;204895.44774624426;206104.0458333216;214041.08036982187;214365.71828615575;221082.1262095325;221739.34107360482;223250.1210799376;224277.9716697464;224567.70303534597;228220.84938066758;2286357;237286.54117030822;239022.38127619782;257819.91586783898;259204.8721504763;275752.11811818526;281092.65100332524;3071502.6206766395;314380.77734132926;324979.3619726783;328510.86640029616;352497.3205146542;3607076.538592912;3916378.586089883;414676.0481704533;453605.372065575;458619.3287191433;467701.4969324292;511305.0028525177;629253.1403935731;645040.9949554967;719547.6273172371;77041.79286131;792004.4581478678;[B];[MAJ];[];
0.0;108712.7334235604;1273533;129558.38507456749;137832.4784535454;140208.1743861994;152178.6798620094;1603071.6827802672;1730796.6664929655;174690.20059422543;1860846.0254904567;2000610.5516648863;2286357;2389345.799854769;252108.88944151747;252557.5833729549;286798.3352000924;2950428.768314216;333550.17220120924;33522.354316967096;341193.101323896;358227.88166501943;370169.8714800265;423209.16657932237;424722.244606954;431211.4443508577;435409.3663522159;458053.14556718135;470006.6361692412;47965.09035136174;482466.90322704555;48809.23502560278;50595.84149327213;508159.8827174745;539849.0572603106;576709.2777530338;58989.66047796364;593083.0262724004;617531.2115487058;629169.6215233068;66598.64231678755;7148758.235175291;77168.28538433017;79483.50323569727;851853.351674291;895477.5922959493;93155.09076763544;95442.8655489999;[B];[MAJ];[];
0.0;1200337.0258759938;122708.09686924265;126456.45630104405;1273072.4213888322;1273533;1874245.7454997874;187830.82459214018;208121.89585176393;213047.9289519065;2286357;232773.5842905533;238035.6824618048;241969.865386965;255272.12492785594;256577.11915911763;258052.77991455156;259451.77445419176;263738.91651907656;272858.238805819;278443.951848582;286015.72692205344;291766.06526988064;2994642.8338152324;304501.58084128035;308927.893512895;314375.0100399138;315894.2656400848;326724.3989761469;327073.6645481806;3272914.224005265;340738.76321112626;344622.5307400915;350858.8343382252;384844.2758137247;404333.79594537563;432177.81860297936;474245.4493047934;532588.683530469;543900.645400768;612384.8680405853;703830.4385150444;779089.1830265562;794294.5435504171;821238.6385333282;903111.5910179083;93702.76547856508;9474653.307231134;[B];[MAJ];[];
0.0;102750.31461889872;102915.55791113224;125221.71301905677;1273533;132582.34175713672;145583.28609962357;156763.54698648409;156854.85050808106;183761.60147806793;186161.41391182365;196656.86602039658;206106.90929218722;219836.78271389453;222704.01621989734;223117.405657988;2286357;2427910.7006240985;247272.02215911157;255756.72910934055;262706.65815068415;266563.7168187696;267358.78073925484;272023.96796186344;2825224.2516636527;301485.841138157;313061.3706316557;333467.5639071654;334710.4011388399;336641.16487231175;355230.18247496703;366643.0091499552;381597.92077611975;4695805.107493021;480513.9480339184;550490.4918062711;565150.9385808628;57029.05001252923;571284.9503668656;60984.923098396874;73759.83943388982;77566.47578750421;828047.5520245027;836161.2766623903;85156.10104681701;893149.4160501471;91327.36057787432;944418.6566206297;[B];[MAJ];[];
0.0;102442.9945928093;111686.67731834216;115610.90680140762;120642.00130634534;124107.64417924009;1273533;130757.97341710355;135146.82067677283;147721.7714571284;147807.7522933808;152443.4751745644;154562.33592613507;155160.4520970182;160191.61329852295;170041.4165224453;171197.80088445282;171526.71287668994;177824.53423531362;191980.42697870906;205207.57232503055;206548.83751399472;209034.10293026888;2188225.028048512;221885.35560927883;2286357;2424910.6837347043;275607.5983334334;276476.3071289393;300183.67361079715;301905.1945607203;309118.387668496;328180.4176445465;331951.4909475391;387654.88541422156;441856.8366659388;498110.2520131133;66633.55845416065;67666.97565863305;683325.7016463784;77548.98468673127;790204.1742461625;825526.8546172938;840351.2411754327;86515.42942597093;88134.32214584567;90317.74797009931;95409.99754222021;[B];[MAJ];[];
0.0;1273533;128613.54913971366;1555554.014894205;155831.24419243628;1801835.8991132814;1945107.9351836697;1963237.8077883418;216801.45425553186;2286357;251240.84750824474;252828.3128342199;2644411.2358541284;269618.68369210913;285057.08904614026;294079.92401651427;307524.55686793965;3122029.422264601;315386.96244401584;323173.4068210366;330921.28697102115;340553.255918249;342205.2574150246;349326.25843911094;355622.9267183227;355922.80448052916;372513.77435941517;396786.5928589058;397307.25079651223;398959.8207818709;404848.1921114322;4205084.372122496;421621.87404393626;432652.87216511037;450984.1285277634;462289.67798448016;478645.9316792157;489290.19442961283;549681.1546731625;554698.1969368444;571401.1089919187;587350.8170289269;590318.4603747021;614823.9074516781;723607.9260556044;779323.13731471;88531.80364722759;911366.5209156873;[B];[MAJ];[];
0.0;1031533.3787458251;11958647.260938685;1273533;142021.5451595929;1494664.3832062117;149576.84644469005;1563068.6683281295;1645136.2761187376;178105.22631447233;18740.866881964852;200825.60086402122;2286357;25808.376554317754;294692.0288690486;30778.734951868708;33278.07764144179;3338127.047120198;358521.991002777;38549.20521444324;4225128.515672384;438485.42171851173;44827.961065595075;466962.80347965646;495090.05994728376;530225.7977098053;56049.68345323296;569401.245417904;587835.013090083;593393.9592641994;60698.901599392666;623438.8651439924;633938.5360244942;637518.1122085438;641685.9707727683;647379.0939246251;650956.4277316132;736842.5126089132;744331.2566667292;80561.13776871937;809594.574857895;81944.33321585883;824500.3377753943;851628.9263557098;902070.05430394;974381.2201120277;98130.57409477989;99798.73018840344;[B];[MAJ];[];
0.0;1053808.7939525328;1064603.5993637529;1100083.3978802094;1207438.941294219;1273533;139867.2520672714;145902.32898029932;152466.5384615913;156565.43330018083;177146.1847871638;200316.65196840637;209035.54888206793;224135.1274038744;2286357;228904.81549189813;239823.47575567168;258938.31093017454;261509.62788326218;262164.6985390058;264168.7837033442;280741.05093133706;282083.2970297337;283992.18297722744;285034.6315715918;298525.0757632008;2999229.676014744;307214.4060970108;309312.3541116111;311215.9454471966;3273253.3248051936;344454.3547363784;349454.2295964706;354001.79719714186;390244.0217906458;421363.24027634726;437294.175100753;458442.3573368597;464275.13682387164;477666.6686797328;491696.45713529206;525095.6741159412;589382.1442613268;621307.7266447798;678756.3034702637;689776.829528279;8535851.162921965;92955.5269992747;[B];[MAJ];[];
0.0;101597.668661544;112734.90096797892;125253.47312994649;1273533;144782.7263484478;154295.95205206223;157766.74431329203;163465.04532351936;165759.98054738686;167127.9215632542;179504.32250682867;181516.81940313312;189764.24958833127;195067.03716337823;202048.54357818118;212634.9600839738;219637.34448955534;221739.16454264024;222190.00585787947;2286357;237976.9752432279;238665.06496260987;255316.50642580545;257635.65690568622;2765592.47973729;276958.51646613213;2789716.4648314975;283136.591179191;290614.81247786764;293284.7815874925;296403.90830517263;299857.0013185468;320998.71338942746;332595.5616711725;349367.0156537709;351721.21310549206;358730.1232916276;450159.0735992346;483456.71099503885;502019.94773480686;5152120.927015631;596739.2838659689;61784.9493867585;695495.4364894986;771162.8958816264;854902.1775635061;945622.4084295137;[B];[MAJ];[];
0.0;1038435.3181300738;1064825.5837280948;107685.88450474107;111598.18619704954;117083.95504018513;124671.67550111501;1273533;129717.73052125768;136499.3346079931;139002.67797415133;142239.818808606;1580116.664160774;158102.23901536423;170750.05883545591;176635.63915812757;180153.2491124262;184164.0881295857;187788.03703747367;199999.89470929763;216156.85894803927;218541.7400796254;222405.4046007367;2286357;234938.73646091722;241350.34083311568;249105.68595066623;250511.8393516534;267184.41909594135;27319.792968882288;283635.4633443846;289347.0742247788;293009.4122073798;294242.1388225114;2968193.5495536355;311179.8828983181;3345002.68488101;376686.3063741297;389738.83023800846;426010.27417985135;429452.70946439565;431256.8395808435;508654.66282094526;640653.5858753275;644918.0153436929;755051.574624174;9616503.922926228;995050.8234274627;[B];[MAJ];[];
0.0;101436.51830841831;104402.71509158805;1068396.6295872405;1091471.5507519231;112422.75765457403;11576154.55598238;1273533;138992.9050695193;1421331.27046356;149139.69614239002;165735.32903730182;167138.86076980503;181984.95894852537;195311.25099368728;201177.31478330476;220682.82382154287;2286357;232385.6687702839;238737.94639390177;239710.24025292066;266778.04232311225;291052.38102486706;296756.5698588218;312781.459478117;317087.1766505823;321471.9227054013;327910.10498268716;3576010.9766082866;376485.2685125209;3883216.5281726783;421792.70608093205;450209.5550631407;45983.043339614684;47801.781039819805;493998.0953511445;52180.77787027496;551976.6831830011;56624.874943350136;618140.7832040217;628614.99877904;66796.81620758555;712266.4821948672;759939.3367301237;84050.9463074623;866630.4176806146;91971.69648470766;92346.75370995172;[B];[MAJ];[];
0.0;10470977.294377467;1100512.3656510706;1150374.3363891584;116390.02323471036;1273533;131115.5098909567;138299.33926707343;159091.96236228265;160748.3339843243;168063.27084639086;173039.98407005123;190939.6386494872;191379.52132204536;197668.4117943567;199456.0239473028;206042.59421487348;206739.90421538695;210746.215917489;215813.7239547977;216694.78838079039;2286357;230518.0920869653;231963.47428542492;255081.77698623296;265108.49290291267;270334.1974216967;273433.53959419165;273575.55166984105;278344.77739287296;300005.1584341809;3345438.1368599758;341429.7155018205;3439856.1913827034;348767.1479709923;359152.52756499563;392345.9714490732;394446.18212427344;414388.49736305996;446251.38674099144;449601.55201759865;458912.93867712095;522142.45123977325;530000.2307425252;588849.1771460827;689152.4231913515;747961.3885109462;936250.1519138231;[B];[MAJ];[];
0.0;110885.71779823594;114226.31670496865;117264.1335659243;119265.84616520879;123541.09750439864;125664.64540091864;125665.91883285358;1273533;128383.48141111949;131931.49430566488;149827.87491930075;159465.4763197181;176140.45459661994;178057.6192596333;182047.67232301872;191043.03180302112;197951.04668906366;209964.33593299694;222191.014013277;2286357;242255.3225324159;267605.7882752756;271131.1557326308;280734.59681286215;286738.27417952777;2918168.6375006423;302933.09503802814;3133450.6350726373;317418.4864286512;332685.788883671;377851.6123715419;403560.46489921544;431367.8198282629;434487.1901324421;44150.18304390798;50562.426662102785;51999.34257837312;56296.73498078297;596107.5069942892;64150.93765933203;648340.914517383;68863.00524732006;86224.61745184823;8657531.927125795;888411.0344500836;95095.93463963542;985406.9949994144;[B];[MAJ];[];
0.0;103496.93490149063;109858.17499257538;1273533;133194.15332906184;133548.76494913636;138087.8453899167;145010.46280484737;148927.54529259205;155445.12366010473;161021.4905307939;16455.947594228182;167834.6036297691;170984.48359086394;171402.66621757398;181663.04869752546;192110.88388988387;212934.64445369667;214525.5957168332;221740.65779034724;2286357;234887.98420085828;236906.90518362995;2446443.090549634;2694152.003332084;273483.7955616322;273783.527257485;276165.95157836814;292025.5378276292;315210.41145769303;33985.35472007034;359557.26207136275;375949.7690757443;424325.09190980345;444810.4173171121;446734.4661868779;48796.83836116805;49869.76803579845;6072098.67016495;60895.545106880665;632305.7411183019;74347.30539355961;75220.33365440517;795613.0418014992;79735.0262041555;80308.07216093228;896249.5496148978;91573.79682608905;[B];[MAJ];[];
0.0;102513.62611443578;102524.01248650688;113322.12499879561;114141.73307170134;115283.08508874642;115446.98472475036;118004.16258707173;125665.0269941766;127281.80462262186;1273533;133566.1098799799;136700.4505238009;137873.63888297568;143339.24483771125;143703.36244573502;147987.12780651526;151020.12781243838;161162.9050938673;165793.80658957933;197160.5298049463;203642.05275662287;2046832.7341068105;225259.84013503397;2286357;2350059.9943176643;241388.01382059;241887.71139243044;277982.5159586472;28127.585171535848;298973.353196457;308616.840207722;331202.5587920615;335744.2257250318;3632345.396986785;430076.78814502887;43113.621620425314;475627.88513714616;49725.15273066435;50023.99529011007;56710.496985358914;58936.333229484735;59047.71732209667;694732.8391725904;71619.46128341916;762763.6816566034;79397.74533339425;88937.65752443607;[B];[MAJ];[];
0.0;117967.24840753942;117971.094849275;119636.81185304366;1273533;130039.46596210738;130833.05362557256;136636.98211515072;137773.6289999285;140535.42504257563;143961.9757905755;157596.65043221854;161931.22358675723;166041.11994714412;175807.45237842816;176323.49349203467;177614.0685143942;1780467.2152157968;178474.36641232442;179003.94681843152;183096.041447703;1993044.2226170036;2027665.5716207325;216798.2158646516;2286357;264205.2576773231;278882.0746273425;284592.10177372675;375434.1065709081;394196.3450441176;40744.18193964196;43733.606383811704;45890.446688178905;47079.505094901135;54680.59132827743;56137.288542461094;614442.3240776291;62995.700738471656;64917.775319709326;666209.9182420246;68762.26335372758;69087.83792273169;74927.98623684025;80841.04065843612;84198.74935958844;87101.29228959933;87533.12516068722;94072.66797219457;[B];[MAJ];[];
0.0;100419.42103457627;10067.023776806409;101023.27664889593;107742.73827896023;109850.36732409796;1273533;127865.37000983309;136508.31544517467;141963.0097725803;142351.62062243323;153178.17619418312;1536431.5946457332;156015.92438967826;170223.06827956444;1753665.629495109;178257.75783907872;192937.6230716827;198287.9723420042;199684.59652414013;201045.70379331667;202937.94596217404;203421.69478997326;203889.37744840528;204368.8992268479;22093.854964361402;228139.98061707232;2286357;235598.16923548435;24577.818071076676;270294.4480822885;287121.81185429805;29782.19884020905;309252.81781045866;359766.95427920215;40235.28825852429;41099.75159607581;49608.676041184764;516887.9552356969;554455.3049805189;63643.42355002531;66496.0542880112;74511.73344860904;78924.82439918548;81160.08473424974;86244.53699483712;87557.60075890964;909179.3925040067;[B];[MAJ];[];
0.0;100239.93792321996;105243.85651363789;106210.70333378355;107460.1515071181;111048.74513392369;112872.15984557862;114732.33103976127;1150045.2665034155;119934.73739478593;126426.77907330074;1270763.8267638194;1273533;129327.64707296959;134535.15880669488;136118.02290300443;1445442.2697670762;150074.8910716342;151721.15365475707;157052.40032674946;157530.95797527017;175352.38459551873;177388.8113237965;177478.97915246908;199589.97890100983;214822.07847442737;221562.05690474648;224112.43225066992;2286357;23089.59321623483;246614.4846268558;263790.0817009972;271922.56025599357;309725.3953374233;430555.6332654581;44741.75130807851;457274.89868398133;54925.18439076839;62944.33868178088;74116.30653593998;75723.8432833792;81142.56416965165;82531.39484820377;82994.85561552372;85956.77648291901;87871.82161245513;93891.12856114248;95635.03518566836;[B];[MAJ];[];
0.0;100342.81366097841;102582.39851709899;112071.7531733282;1148330.9318179607;117239.94575294797;120676.60335544951;122500.58964344917;123119.40725606188;1271560.8367826715;1273533;128546.20836276037;136055.23033395494;142574.52835550142;151299.78329925702;152103.7752526866;168842.90747509515;176168.86629837926;17781.308450793724;182934.12235803125;1918062.567348257;192411.05240135567;195188.91605603485;201180.09360057983;2286357;270829.54717746493;359401.23593154666;38215.5444558151;39979.27557505011;406742.7460361853;50990.38463704104;52750.119153364176;55111.48504272259;56802.280615343516;59852.23338557356;72465.39862279849;76709.03367433678;78264.09958956605;81330.1830997738;82499.56616679132;84103.19935408396;84692.50063820396;86073.41746929279;89851.26203359722;90835.19442997353;9372.078084141769;96090.46152411746;98889.35741273481;[B];[MAJ];[];
