C;C^;D;D^;E;F;F^;G;G^;A;A^;B;baseNote;variation1;variation2;
0.1682687;0.30887616;0.74318933;0.37171668;0.23228693;0.3218656;0.53612316;1.0;0.38031164;0.40260997;0.4232598;0.37718007;[G];[MIN];[];
0.16785167;0.33562934;0.8311236;0.3559472;0.23495407;0.30183437;0.55759025;1.0;0.40821648;0.43573767;0.4266438;0.37852553;[G];[MIN];[];
0.16861919;0.3796823;0.93587124;0.41205114;0.25522867;0.33099118;0.5493423;1.0;0.38333493;0.42225608;0.45811784;0.38244665;[G];[MIN];[];
0.15056066;0.35801798;0.9100807;0.4204362;0.2555251;0.32318106;0.54057664;1.0;0.3654125;0.36854708;0.42486647;0.34358186;[G];[MIN];[];
0.17115986;0.34594372;0.8801636;0.39397648;0.2258086;0.31435207;0.5271357;1.0;0.39376307;0.39100057;0.43174928;0.36506563;[G];[MIN];[];
0.16095142;0.37517762;1.0;0.4314282;0.23854372;0.30760932;0.52403426;0.92427605;0.36528176;0.4157076;0.43412814;0.35178164;[G];[MIN];[];
0.15258752;0.35523576;1.0;0.4391194;0.21820831;0.28028762;0.44821632;0.80769473;0.32637677;0.35941792;0.38644156;0.30192888;[G];[MIN];[];
0.15787204;0.39288363;1.0;0.407335;0.21590379;0.28318635;0.47064218;0.79623586;0.3197584;0.37725478;0.40400702;0.31864595;[G];[MIN];[];
0.16592489;0.37350222;1.0;0.41984776;0.21612614;0.2845242;0.47661316;0.76784605;0.33119953;0.36910203;0.37488443;0.3129481;[G];[MIN];[];
0.15126254;0.36844435;1.0;0.40430653;0.20564687;0.26978898;0.41325873;0.6847082;0.30476645;0.36244074;0.38523632;0.28213385;[G];[MIN];[];
0.1606421;0.360066;1.0;0.4183733;0.20352656;0.26080406;0.40098262;0.59218097;0.25754103;0.3259498;0.3945409;0.2979833;[G];[MIN];[];
0.15493503;0.3770251;1.0;0.42997617;0.19148774;0.22822739;0.38419795;0.5412947;0.251024;0.37589085;0.43107608;0.31272137;[G];[MIN];[];
0.14312643;0.3725466;1.0;0.42172;0.19940148;0.26632375;0.36920264;0.4982227;0.23365527;0.34373966;0.39269173;0.2816966;[G];[MIN];[];
0.15989192;0.3621678;1.0;0.4251298;0.20936017;0.2821803;0.37861845;0.5035191;0.22961856;0.34314483;0.38377094;0.28378376;[G];[MIN];[];
0.16988455;0.38211903;1.0;0.42084816;0.19015662;0.27424222;0.4063425;0.5612509;0.26185796;0.37149557;0.40774626;0.32806644;[G];[MIN];[];
0.18134002;0.3882742;1.0;0.42436048;0.18159531;0.27802178;0.40519047;0.5328531;0.2524635;0.36532405;0.41477314;0.29619655;[G];[MIN];[];
0.15109554;0.37389332;1.0;0.42864278;0.18238355;0.23594788;0.34623688;0.46800867;0.23108977;0.35105085;0.40764925;0.2550221;[G];[MIN];[];
0.13330999;0.3837873;1.0;0.41316596;0.19830336;0.23434387;0.35786578;0.5084;0.24336176;0.39654654;0.41296974;0.2542129;[G];[MIN];[];
0.16389996;0.39783132;1.0;0.43012276;0.21752536;0.27337494;0.38532427;0.5648619;0.2745671;0.4374299;0.45331135;0.28016186;[G];[MIN];[];
0.16079535;0.38338655;1.0;0.44936648;0.22242096;0.28402585;0.38649458;0.60230315;0.31416905;0.39418608;0.40205806;0.258252;[G];[MIN];[];
0.15520109;0.38956437;1.0;0.43598586;0.21244708;0.26443514;0.4144114;0.62085587;0.30699188;0.4425711;0.40880352;0.25533384;[G];[MIN];[];
0.19226712;0.41421938;1.0;0.4403144;0.19596402;0.2882774;0.41894937;0.6505136;0.30910686;0.4211578;0.40121067;0.28354165;[G];[MIN];[];
0.17981118;0.40539148;1.0;0.4596877;0.2456651;0.3182727;0.48775375;0.81180584;0.3813646;0.44236156;0.4273531;0.29186365;[G];[MIN];[];
0.16751245;0.4128406;1.0;0.4833542;0.2324888;0.33908907;0.5244558;0.84021705;0.37542042;0.45678058;0.44871637;0.29346246;[G];[MIN];[];
0.20693594;0.44441104;1.0;0.48857918;0.2330619;0.32525656;0.5193459;0.8842476;0.4115864;0.47690246;0.4422401;0.28984722;[G];[MIN];[];
0.20904644;0.45182937;1.0;0.48627192;0.24036519;0.31530318;0.51944715;0.8999936;0.41642046;0.46312284;0.39998543;0.26553443;[G];[MIN];[];
0.18356274;0.43346757;1.0;0.47626117;0.22736123;0.29390734;0.49610293;0.917176;0.4294245;0.4576531;0.43176502;0.27935174;[G];[MIN];[];
0.19044022;0.44189668;1.0;0.47773886;0.22321112;0.2724859;0.47128496;0.87453806;0.40390292;0.4967773;0.45311826;0.29493865;[G];[MIN];[];
0.21590804;0.44811872;1.0;0.47898757;0.23128411;0.2845174;0.5309536;0.91572493;0.41924682;0.481916;0.40765864;0.27901396;[G];[MIN];[];
0.18941784;0.44058558;1.0;0.4734343;0.21911748;0.27220476;0.49725112;0.90539485;0.39865595;0.416447;0.4301315;0.29550135;[G];[MIN];[];
0.19666694;0.43165416;1.0;0.4705233;0.19699256;0.2666086;0.49292344;0.87418306;0.3972608;0.4439933;0.43194386;0.29549217;[G];[MIN];[];
0.21865003;0.44962177;1.0;0.4845279;0.21448913;0.2924603;0.47400454;0.8515767;0.38019845;0.44358897;0.44322506;0.29011407;[G];[MIN];[];
0.2262752;0.443789;1.0;0.49939528;0.22524177;0.28931728;0.46563292;0.93291163;0.43617287;0.44245228;0.4249941;0.29329428;[G];[MIN];[];
0.19077389;0.43059617;1.0;0.47495472;0.20881605;0.2811158;0.46307182;0.9184243;0.3882014;0.3648324;0.3808787;0.28416714;[G];[MIN];[];
0.2035869;0.44813707;1.0;0.4839274;0.23176515;0.28805622;0.49782336;0.9849596;0.41925964;0.40362382;0.42358318;0.27928784;[G];[MIN];[];
0.21609321;0.493472;1.0;0.51216644;0.23098385;0.28508833;0.47992125;0.99941754;0.42445245;0.386938;0.41075826;0.276621;[G];[MIN];[];
0.22385472;0.4597373;1.0;0.53143287;0.22364838;0.2637758;0.44788155;0.94587207;0.40598392;0.41425475;0.42504406;0.26808515;[G];[MIN];[];
0.18649863;0.44057736;1.0;0.5139109;0.22841237;0.27475685;0.48309612;0.9774975;0.43063718;0.39970997;0.41885322;0.2655619;[G];[MIN];[];
0.2109983;0.44358027;1.0;0.4942268;0.22586848;0.2687588;0.49086452;0.9853878;0.45363215;0.43217996;0.42136896;0.261297;[G];[MIN];[];
0.22051993;0.47008726;1.0;0.51801926;0.24197878;0.2982179;0.5251559;0.98877394;0.43275365;0.43050224;0.45631877;0.30112186;[G];[MIN];[];
0.2346757;0.47713727;1.0;0.4898362;0.23436555;0.32116312;0.49741748;0.8893608;0.41974905;0.43767297;0.45462477;0.30809483;[G];[MIN];[];
0.22165667;0.48005706;1.0;0.500235;0.21412368;0.24163762;0.44256556;0.8314219;0.3768881;0.4336029;0.43821612;0.29374108;[G];[MIN];[];
0.21997808;0.49458575;1.0;0.51206166;0.2070912;0.25035912;0.44947672;0.8373954;0.38790026;0.439739;0.44593388;0.2742461;[G];[MIN];[];
0.25979885;0.5057419;1.0;0.5130996;0.22445689;0.29919228;0.4881511;0.8277671;0.41086257;0.5061267;0.49619657;0.32483664;[G];[MIN];[];
0.2602815;0.494656;1.0;0.52929455;0.27562907;0.35931256;0.53455913;0.831948;0.4147056;0.41913947;0.43620163;0.30445883;[G];[MIN];[];
0.23107073;0.49154642;1.0;0.52709955;0.26085085;0.2956752;0.46779394;0.77340114;0.382979;0.36809036;0.3680813;0.24968079;[G];[MIN];[];
0.25006062;0.4928951;1.0;0.5111684;0.23003598;0.29357183;0.41183892;0.7038066;0.35385224;0.39591137;0.40687734;0.277656;[G];[MIN];[];
0.24256074;0.49766153;1.0;0.51325375;0.22037588;0.25831488;0.37997037;0.6798766;0.3743898;0.40454108;0.44548297;0.26980707;[G];[MIN];[];
0.2383746;0.49479637;1.0;0.5035664;0.23904498;0.2976226;0.4325745;0.64869446;0.37898475;0.43700176;0.42777723;0.28619695;[G];[MIN];[];
0.2325589;0.4861139;1.0;0.51931703;0.28234655;0.3703822;0.47046524;0.6402579;0.40962774;0.49634328;0.44423202;0.27540842;[G];[MIN];[];
0.23882163;0.4953503;1.0;0.541162;0.2645284;0.32847542;0.3707011;0.5502441;0.38607183;0.4367339;0.4286086;0.24957202;[G];[MIN];[];
0.25061396;0.49305764;1.0;0.5098078;0.24094628;0.29079884;0.35094017;0.47571534;0.3179527;0.36353216;0.37363705;0.26657122;[G];[MIN];[];
0.2572328;0.4846238;1.0;0.51939553;0.23788208;0.27536508;0.31721723;0.38206786;0.27605316;0.37821245;0.37318602;0.2665314;[G];[MIN];[];
0.24481115;0.49202523;1.0;0.5201422;0.2329767;0.2908406;0.32290816;0.4100286;0.33004835;0.4473221;0.41061145;0.26404262;[G];[MIN];[];
0.24952516;0.5067887;1.0;0.51677275;0.2661857;0.30016074;0.3772441;0.5159689;0.39360133;0.44022667;0.42804894;0.26662135;[G];[MIN];[];
0.2735151;0.4805881;1.0;0.5539661;0.275196;0.3393007;0.3957948;0.5486978;0.37760368;0.42492577;0.4145734;0.2821203;[G];[MIN];[];
0.27309445;0.5102915;1.0;0.53177035;0.26084056;0.31545222;0.3752645;0.5547345;0.37144476;0.43546477;0.43723145;0.29424897;[G];[MIN];[];
0.27471107;0.5077609;1.0;0.5519459;0.24905325;0.2561429;0.34986714;0.5147342;0.338776;0.40976325;0.45621595;0.30907372;[G];[MIN];[];
0.2448377;0.48348635;1.0;0.5221076;0.24855156;0.25777316;0.3654836;0.53386796;0.3428209;0.37714827;0.39029983;0.2586801;[G];[MIN];[];
0.2427608;0.49422863;1.0;0.5218168;0.27408117;0.31323797;0.42778456;0.63539624;0.38324606;0.37518537;0.3635841;0.282706;[G];[MIN];[];
0.26058093;0.50142;1.0;0.53373736;0.2908064;0.31291506;0.45390242;0.6851353;0.36564362;0.35335386;0.35023552;0.28320515;[G];[MIN];[];
0.26500314;0.4993584;1.0;0.5435957;0.2847394;0.29590186;0.39216572;0.6690458;0.3890787;0.38912895;0.37952352;0.27142113;[G];[MIN];[];
0.265104;0.48714012;1.0;0.5530175;0.28790206;0.32762283;0.45906353;0.6807918;0.3595883;0.3626403;0.3501307;0.28555208;[G];[MIN];[];
0.30073398;0.48838547;1.0;0.538802;0.27929217;0.35209;0.49139634;0.7310772;0.37305245;0.34142563;0.34869352;0.27217498;[G];[MIN];[];
0.24612099;0.46914336;1.0;0.5621173;0.29037946;0.32726824;0.4638987;0.7708753;0.41516674;0.35223773;0.4000574;0.2763898;[G];[MIN];[];
0.24886902;0.4779652;1.0;0.53481346;0.2644962;0.324671;0.50417167;0.8579487;0.4484493;0.38421583;0.4335208;0.31802878;[G];[MIN];[];
0.28672504;0.50277483;1.0;0.5659284;0.27779296;0.35795754;0.491014;0.8719221;0.47234502;0.41441742;0.45069763;0.31388688;[G];[MIN];[];
0.31082675;0.5004296;1.0;0.57776356;0.24853538;0.33370286;0.44554064;0.875513;0.4773789;0.4433977;0.4883058;0.33705154;[G];[MIN];[];
0.2834452;0.5132446;1.0;0.54938745;0.25743136;0.3287658;0.5145866;0.911322;0.44050303;0.3749659;0.39337373;0.29517728;[G];[MIN];[];
0.3203555;0.5178965;1.0;0.5708845;0.2903962;0.31065407;0.4948721;0.8700694;0.41034123;0.3445075;0.38240555;0.29228467;[G];[MIN];[];
0.25598404;0.50970453;1.0;0.5682067;0.30964234;0.34655514;0.55513936;0.90654564;0.48489746;0.41385916;0.42443046;0.29060817;[G];[MIN];[];
0.26193038;0.49610385;1.0;0.59069175;0.33390528;0.41598433;0.6188267;0.9504234;0.54266876;0.4422627;0.47566053;0.33860898;[G];[MIN];[];
0.29421604;0.50898826;1.0;0.61866456;0.31408307;0.35686082;0.53896105;0.90131694;0.50272506;0.39928734;0.4219722;0.31427765;[G];[MIN];[];
0.28980482;0.5289335;1.0;0.5471651;0.2736039;0.33089572;0.5055012;0.8462496;0.47441983;0.34928986;0.39412618;0.31369865;[G];[MIN];[];
0.30632365;0.5006184;1.0;0.58983964;0.30463007;0.36988026;0.5952423;0.8975166;0.45481434;0.33880907;0.42161414;0.36527836;[G];[MIN];[];
0.31308505;0.5052898;1.0;0.60347027;0.37820747;0.42433316;0.5797864;0.9095463;0.5225467;0.3962563;0.42335725;0.32411924;[G];[MIN];[];
0.33394364;0.5098054;1.0;0.57400876;0.32085764;0.37895533;0.603946;0.815643;0.5482911;0.44870505;0.44300765;0.33910498;[G];[MIN];[];
0.33450946;0.54795516;1.0;0.5760042;0.31147686;0.37527832;0.58975536;0.8203727;0.49834073;0.3711946;0.4215663;0.33354595;[G];[MIN];[];
0.31301996;0.5126013;1.0;0.5597774;0.2958759;0.37553254;0.5818858;0.7827278;0.42538312;0.35306308;0.44343817;0.3919197;[G];[MIN];[];
0.38991398;0.51139086;1.0;0.58565795;0.32127807;0.42575848;0.7262198;0.8634056;0.48811176;0.44623494;0.50349087;0.4198708;[G];[MIN];[];
0.7251458;0.66219497;1.0;0.7606753;0.5162481;0.59082305;0.6282635;0.7624074;0.71545696;0.797108;0.7993385;0.6953842;[G];[MIN];[];
0.57859284;0.5511096;1.0;0.54286903;0.3830422;0.5757326;0.56900465;0.68487793;0.6385241;0.76795757;0.8851562;0.60016525;[G];[MIN];[];
0.355395;0.4097204;1.0;0.36556584;0.24160384;0.4803445;0.4771986;0.62552583;0.46814603;0.52559924;0.8486942;0.47213534;[G];[MIN];[];
0.24806568;0.355483;1.0;0.30790037;0.17405653;0.4441777;0.40965044;0.5656763;0.37831658;0.41627836;0.9150939;0.41483387;[G];[MIN];[];
0.22749563;0.30508;1.0;0.30317256;0.14567564;0.41681826;0.36793417;0.5020595;0.33600298;0.40178743;0.9404703;0.39648134;[G];[MIN];[];
0.18467698;0.29290968;1.0;0.28159332;0.11669317;0.38813514;0.30573308;0.43158233;0.29073492;0.3645915;0.89974594;0.37810427;[G];[MIN];[];
0.14600576;0.27185225;1.0;0.2689635;0.105534054;0.37733647;0.32225513;0.45973992;0.2906222;0.35367057;0.8848519;0.33791676;[G];[MIN];[];
0.1397743;0.2465715;1.0;0.29080907;0.105031945;0.34284005;0.29661244;0.4648871;0.27985615;0.34568384;0.8934053;0.328879;[G];[MIN];[];
0.12189517;0.26380748;1.0;0.28734994;0.10113659;0.30265358;0.26308924;0.43141747;0.2575436;0.3098984;0.79514676;0.29278153;[G];[MIN];[];
0.10074378;0.2537818;1.0;0.28105122;0.09489048;0.273685;0.2511906;0.41180396;0.22782725;0.2911258;0.7806009;0.28667718;[G];[MIN];[];
0.08641118;0.24325646;1.0;0.29356202;0.08975349;0.2575762;0.2277879;0.37430322;0.21732812;0.2801078;0.7647902;0.27827123;[G];[MIN];[];
0.0813231;0.23963481;1.0;0.2749345;0.07602256;0.24754901;0.20987782;0.35625836;0.20413989;0.27216488;0.7570904;0.26435655;[G];[MIN];[];
0.09233759;0.24369738;1.0;0.2725032;0.07089427;0.24490455;0.23352036;0.38820624;0.22313057;0.29156733;0.75350624;0.26984823;[G];[MIN];[];
0.09226007;0.2499173;1.0;0.27798328;0.08081099;0.25656003;0.23366275;0.3952734;0.21840425;0.29413262;0.7895484;0.28685406;[G];[MIN];[];
0.09307023;0.250879;1.0;0.27399293;0.07916908;0.25258464;0.23264973;0.39932546;0.22267453;0.29101598;0.78871465;0.2843427;[G];[MIN];[];
0.10086321;0.25547513;1.0;0.28525758;0.08382725;0.24888186;0.223311;0.40766567;0.2409816;0.2885188;0.7802068;0.28719962;[G];[MIN];[];
0.08882051;0.2622312;1.0;0.28218463;0.08758159;0.23806353;0.2295171;0.39077187;0.21288812;0.2776864;0.76422834;0.28507945;[G];[MIN];[];
0.07950129;0.2569629;1.0;0.28814253;0.08775273;0.24459948;0.22581539;0.4179734;0.23498748;0.29521197;0.7710629;0.27166712;[G];[MIN];[];
0.08204696;0.25545737;1.0;0.29896227;0.080635965;0.25080398;0.24781393;0.43391722;0.22941221;0.28674453;0.77237964;0.27260438;[G];[MIN];[];
0.08979216;0.255791;1.0;0.28927875;0.08947369;0.2562072;0.2528328;0.4355739;0.23511223;0.28495887;0.7547324;0.2760842;[G];[MIN];[];
0.09605616;0.27513856;1.0;0.29206565;0.09556493;0.23515433;0.22341461;0.4116814;0.22097015;0.28647494;0.72579896;0.26620924;[G];[MIN];[];
0.093785204;0.26648706;1.0;0.3061854;0.09408174;0.24336801;0.22413234;0.40129623;0.2352256;0.31486565;0.7515686;0.2878656;[G];[MIN];[];
0.10288511;0.2621052;1.0;0.30024478;0.09557882;0.23400065;0.22516952;0.3967499;0.22384639;0.3369214;0.78083885;0.29765907;[G];[MIN];[];
0.11072122;0.2697487;1.0;0.30454716;0.097121604;0.23146634;0.21441741;0.3823975;0.21118739;0.290955;0.7519795;0.31548685;[G];[MIN];[];
0.12241754;0.27850467;1.0;0.3046457;0.11125327;0.24738307;0.22973374;0.4053057;0.22814779;0.30270275;0.7617648;0.31163567;[G];[MIN];[];
0.13298252;0.27830705;1.0;0.31650868;0.1190239;0.26738754;0.25941998;0.4421102;0.246718;0.33136025;0.8036394;0.3315893;[G];[MIN];[];
0.137118;0.30205464;1.0;0.31922546;0.110950485;0.2416;0.23307931;0.4122991;0.22452554;0.30366307;0.7804089;0.31613475;[G];[MIN];[];
0.12278502;0.29241043;1.0;0.30447257;0.09966353;0.23219427;0.22850278;0.39411592;0.18950929;0.2730589;0.7419558;0.2861297;[G];[MIN];[];
0.12445452;0.29055315;1.0;0.29316425;0.087691806;0.23344256;0.21835418;0.3744451;0.18987626;0.29584563;0.7811059;0.30232802;[G];[MIN];[];
0.12572515;0.2833987;1.0;0.33006245;0.11427972;0.22437657;0.21501105;0.35963818;0.20293957;0.3082198;0.7721243;0.3042936;[G];[MIN];[];
0.12657802;0.27599773;1.0;0.3099756;0.120052375;0.21900626;0.20719025;0.34642503;0.2004577;0.2936479;0.7407175;0.29644552;[G];[MIN];[];
0.11416786;0.2803599;1.0;0.30353653;0.10391707;0.22222483;0.19903536;0.34199613;0.21017176;0.26576248;0.7002365;0.287246;[G];[MIN];[];
0.12885565;0.2872791;1.0;0.30515257;0.094296284;0.21721657;0.21586202;0.3587178;0.22140065;0.26805565;0.67991614;0.28983235;[G];[MIN];[];
0.13265401;0.30300888;1.0;0.3070505;0.09172465;0.22629118;0.22822522;0.36767635;0.20486265;0.26779592;0.6623528;0.29327825;[G];[MIN];[];
0.14553757;0.28275898;1.0;0.30694833;0.09309858;0.23321296;0.2382057;0.3782661;0.20891863;0.30209816;0.67789537;0.29531768;[G];[MIN];[];
0.14223161;0.270093;1.0;0.3201729;0.11698273;0.23433948;0.25774577;0.42629883;0.24355057;0.29955053;0.6901634;0.32432866;[G];[MIN];[];
0.13501391;0.30110013;1.0;0.32957044;0.13280469;0.2471224;0.25085887;0.43655038;0.26881456;0.28362727;0.701721;0.3303889;[G];[MIN];[];
0.1481638;0.30106556;1.0;0.32864133;0.11490362;0.23803435;0.25782338;0.43495625;0.2536023;0.30430883;0.7174104;0.31108263;[G];[MIN];[];
0.1434728;0.28155452;1.0;0.33473167;0.11726178;0.21932593;0.24099793;0.43314216;0.24555805;0.28062993;0.6854796;0.29943812;[G];[MIN];[];
0.1465307;0.29431263;1.0;0.3392097;0.12646036;0.21307753;0.24618702;0.43295336;0.24742363;0.2687197;0.67088556;0.31281173;[G];[MIN];[];
0.12667714;0.3005798;1.0;0.319587;0.12575877;0.20730992;0.26292056;0.43953177;0.23964353;0.30459347;0.6865302;0.29820356;[G];[MIN];[];
0.13841058;0.30129787;1.0;0.32256743;0.12550482;0.1980787;0.23706923;0.40197065;0.2288254;0.30180064;0.65484935;0.29782495;[G];[MIN];[];
0.138512;0.3186873;1.0;0.3275591;0.11893469;0.18831484;0.20861416;0.3524375;0.23011528;0.2935518;0.6672498;0.29071033;[G];[MIN];[];
0.1528171;0.31138313;1.0;0.36187458;0.14246602;0.21519786;0.20636241;0.31078252;0.21497077;0.30495232;0.67945164;0.30384892;[G];[MIN];[];
0.15785547;0.3039727;1.0;0.37090155;0.16634537;0.23461975;0.22369236;0.3483263;0.21748364;0.29505154;0.7049307;0.31934074;[G];[MIN];[];
0.13597979;0.30329308;1.0;0.35950056;0.1514755;0.22415541;0.24924034;0.40065697;0.25356355;0.29498515;0.6816104;0.30849868;[G];[MIN];[];
0.13771804;0.3196789;1.0;0.3590515;0.13766856;0.19647296;0.22732367;0.3885346;0.24564797;0.2718142;0.6364435;0.28906053;[G];[MIN];[];
0.13878131;0.29896462;1.0;0.3684128;0.14760126;0.20656884;0.22405803;0.3437474;0.20327678;0.27040276;0.6158016;0.29395163;[G];[MIN];[];
0.14227383;0.31156006;1.0;0.35377118;0.13997746;0.21132307;0.23377348;0.36567256;0.2159069;0.2581258;0.5680648;0.28027147;[G];[MIN];[];
0.14839612;0.31049606;1.0;0.35055622;0.13405743;0.20052537;0.22937812;0.37123927;0.23290321;0.28771842;0.60338986;0.29436886;[G];[MIN];[];
0.14351955;0.31381747;1.0;0.38230383;0.1485355;0.18960136;0.20561266;0.3679348;0.2349546;0.26847136;0.6496608;0.3138034;[G];[MIN];[];
0.14602517;0.3058036;1.0;0.38201693;0.14974162;0.17870419;0.22358832;0.39783424;0.21928643;0.2518619;0.63710296;0.2832253;[G];[MIN];[];
0.14321254;0.31692383;1.0;0.37308395;0.15485637;0.19264124;0.23855123;0.40095967;0.23067665;0.28826943;0.6475368;0.29861712;[G];[MIN];[];
0.1777573;0.34116468;1.0;0.363136;0.15867758;0.19801408;0.22933963;0.38288036;0.24807659;0.29646754;0.6496533;0.323202;[G];[MIN];[];
0.17162885;0.34299034;1.0;0.35995948;0.16238637;0.21130595;0.23428111;0.36650056;0.2542501;0.29458767;0.61874956;0.32389662;[G];[MIN];[];
0.19165863;0.34170094;1.0;0.3637747;0.15958585;0.22809954;0.28817287;0.41368768;0.23834573;0.29140443;0.6239116;0.32246715;[G];[MIN];[];
0.17945364;0.3256796;1.0;0.4081547;0.16447659;0.21357517;0.27004126;0.47020915;0.2936039;0.31115773;0.60239315;0.31346944;[G];[MIN];[];
0.17922749;0.34296304;1.0;0.44499072;0.16334553;0.2062666;0.2522243;0.42788017;0.29284084;0.30297607;0.6197506;0.32279035;[G];[MIN];[];
0.21051784;0.35413802;1.0;0.43640295;0.18970266;0.2067566;0.24736199;0.41438493;0.28454334;0.34753472;0.68321073;0.36356297;[G];[MIN];[];
0.223727;0.3427829;1.0;0.42629072;0.18481214;0.22689626;0.24388573;0.43227684;0.3032545;0.3645513;0.75507677;0.37991527;[G];[MIN];[];
0.23364432;0.35460126;1.0;0.4486492;0.21617796;0.2484899;0.28940895;0.44444412;0.33321717;0.39032024;0.7276864;0.3828137;[G];[MIN];[];
0.26114285;0.37774846;1.0;0.44366017;0.21288766;0.27995965;0.31744647;0.4727746;0.35603407;0.38030708;0.684143;0.37530124;[G];[MIN];[];
0.27266428;0.38434535;1.0;0.41218886;0.22232701;0.3193437;0.34928578;0.5209672;0.36384845;0.36123177;0.72375447;0.4129791;[G];[MIN];[];
0.25781566;0.36958587;1.0;0.4470165;0.21246912;0.29944938;0.3411666;0.47456285;0.3193746;0.31678697;0.73141;0.42102435;[G];[MIN];[];
0.70849925;0.8120492;0.923234;0.5644034;0.41931155;0.53348583;0.4381937;0.34318393;0.41394597;0.58975863;1.0;0.78528714;[G];[MIN];[];
0.45972905;0.6273136;1.0;0.45658013;0.273501;0.4391711;0.3830642;0.38824776;0.32657743;0.47783303;0.96662277;0.6025328;[G];[MIN];[];
0.21740368;0.37289712;1.0;0.33439717;0.141508;0.31129903;0.28269058;0.43022126;0.25097603;0.33844024;0.8906335;0.38677424;[G];[MIN];[];
0.11764668;0.27088678;1.0;0.2950929;0.08809435;0.26825827;0.24671122;0.4445484;0.23370935;0.2742652;0.856298;0.3139138;[G];[MIN];[];
0.09831948;0.26745358;1.0;0.2890019;0.082888454;0.24714306;0.22639602;0.39639944;0.22333792;0.2598385;0.81307;0.30406108;[G];[MIN];[];
0.09701284;0.25898346;1.0;0.28410912;0.08590972;0.23067999;0.20387821;0.35806626;0.21396716;0.26438218;0.7858666;0.29815918;[G];[MIN];[];
0.09157725;0.25379756;1.0;0.29079774;0.08894098;0.22281942;0.19961213;0.31891093;0.17756522;0.23778453;0.7596039;0.28867638;[G];[MIN];[];
0.0854384;0.24731182;1.0;0.2948196;0.07635499;0.20284337;0.19145751;0.34751987;0.19122784;0.24194515;0.76312697;0.2825229;[G];[MIN];[];
0.08347209;0.25565863;1.0;0.29418164;0.07473109;0.1973655;0.18981665;0.33658686;0.17588575;0.21579762;0.72300065;0.27033806;[G];[MIN];[];
0.09266216;0.25398037;1.0;0.29246688;0.06696122;0.19926426;0.18300329;0.34192404;0.1807548;0.22351407;0.7397717;0.29062867;[G];[MIN];[];
0.09453116;0.2660509;1.0;0.2879798;0.06271455;0.19455597;0.18342042;0.34737912;0.18249784;0.22127773;0.74151313;0.2886831;[G];[MIN];[];
0.08863802;0.270013;1.0;0.28994665;0.067885965;0.20403633;0.18952067;0.33099934;0.16861926;0.2293965;0.75476855;0.28171232;[G];[MIN];[];
0.097324505;0.26066393;1.0;0.30227935;0.07719089;0.21455133;0.20098767;0.35032737;0.18456994;0.2520055;0.7797777;0.2955939;[G];[MIN];[];
0.10102858;0.25221184;1.0;0.3038773;0.06853146;0.19249457;0.18336682;0.34142026;0.17665876;0.2438532;0.76944727;0.296047;[G];[MIN];[];
0.102015145;0.27601284;1.0;0.30070636;0.061823823;0.19132201;0.18866214;0.36876428;0.19669253;0.23042805;0.7546767;0.29074064;[G];[MIN];[];
0.09773188;0.28145102;1.0;0.3024161;0.07211119;0.20663433;0.1978801;0.3862995;0.19383906;0.23638873;0.77180356;0.30385828;[G];[MIN];[];
0.0819966;0.26756716;1.0;0.3140513;0.06948166;0.20126298;0.20768133;0.38846195;0.18995939;0.25188947;0.7978903;0.30499634;[G];[MIN];[];
0.09055402;0.27304283;1.0;0.31369814;0.0762083;0.20330317;0.19584863;0.3583894;0.1837123;0.24447416;0.79248375;0.3075975;[G];[MIN];[];
0.100685775;0.27122864;1.0;0.3172698;0.0833001;0.21566664;0.20348167;0.34683356;0.18786195;0.243776;0.78691417;0.3032172;[G];[MIN];[];
0.10848804;0.27785805;1.0;0.32965782;0.081984006;0.19766918;0.18471579;0.34243077;0.18111266;0.23799202;0.76513284;0.303121;[G];[MIN];[];
0.10889722;0.28683835;1.0;0.32956213;0.08938958;0.19226168;0.17289793;0.33868548;0.18100923;0.23748414;0.7496154;0.30369163;[G];[MIN];[];
0.11440054;0.28601637;1.0;0.33009943;0.09502469;0.20649199;0.20011805;0.36828575;0.18406996;0.23584338;0.7354312;0.3000102;[G];[MIN];[];
0.10041296;0.273213;1.0;0.3168899;0.08516453;0.21304484;0.18841898;0.3491703;0.17388216;0.23076232;0.7461331;0.29824314;[G];[MIN];[];
0.09107481;0.27891156;1.0;0.33211514;0.086586304;0.19753158;0.17875524;0.31931287;0.17059891;0.22136605;0.7131195;0.2830231;[G];[MIN];[];
0.089087255;0.2824757;1.0;0.3371311;0.08840668;0.19387506;0.20998181;0.35174903;0.19716579;0.22731267;0.7064323;0.28324422;[G];[MIN];[];
0.07695603;0.26649997;1.0;0.33326876;0.085892834;0.18424253;0.18017408;0.29024607;0.15398316;0.21428007;0.6592977;0.25933906;[G];[MIN];[];
0.078104846;0.26375467;1.0;0.3349587;0.08816216;0.19562091;0.16502091;0.29817936;0.1558242;0.20336927;0.63238215;0.26130772;[G];[MIN];[];
0.08801432;0.27306283;1.0;0.32835287;0.08147202;0.17898701;0.1876777;0.3197338;0.16040279;0.20876642;0.6312864;0.260063;[G];[MIN];[];
0.08536482;0.28021958;1.0;0.3377631;0.08170612;0.15670735;0.16910121;0.2979976;0.14991114;0.19673835;0.62383896;0.2551235;[G];[MIN];[];
