C;C^;D;D^;E;F;F^;G;G^;A;A^;B;baseNote;variation1;variation2;
0.4181846;0.6582545;0.33203182;0.13316761;0.30416745;0.737525;0.261157;0.111574285;0.16628332;0.38965136;1.0;0.31427872;[A#];[MIN];[];
0.42185014;0.66680497;0.32287127;0.1274763;0.29135993;0.7353767;0.27814424;0.099910304;0.15598522;0.3963119;1.0;0.31113955;[A#];[MIN];[];
0.43412054;0.65623575;0.3152849;0.13142651;0.29584143;0.76485926;0.28821048;0.09385655;0.1474689;0.3873237;1.0;0.32621264;[A#];[MIN];[];
0.47346845;0.69525915;0.329353;0.1379911;0.32239884;0.8126905;0.28109473;0.08756366;0.13544548;0.37256557;1.0;0.32773578;[A#];[MIN];[];
0.45678198;0.7030918;0.32937846;0.13818723;0.30989537;0.8006491;0.27306116;0.09639463;0.15930589;0.39277926;1.0;0.3133827;[A#];[MIN];[];
0.48502403;0.7429278;0.35317013;0.14429429;0.31917417;0.847341;0.30052763;0.10462674;0.16150554;0.39220098;1.0;0.34228203;[A#];[MIN];[];
0.48728767;0.7817947;0.37545472;0.15719704;0.325208;0.8742863;0.30923757;0.09968193;0.15078776;0.3964465;1.0;0.3373085;[A#];[MIN];[];
0.5183779;0.83077383;0.38325357;0.13256377;0.32993135;0.8727885;0.2934286;0.10210683;0.17612907;0.4136677;1.0;0.3348861;[A#];[MIN];[];
0.5236459;0.83866704;0.387242;0.13047028;0.33351687;0.9079379;0.30908948;0.10315265;0.17179674;0.39371675;1.0;0.34010512;[A#];[MIN];[];
0.5241654;0.8671971;0.41044697;0.14785486;0.35564888;0.9606263;0.33503047;0.103787124;0.15124357;0.39969996;1.0;0.3459764;[A#];[MIN];[];
0.4913649;0.8379582;0.39830145;0.15412395;0.36411762;0.93422407;0.32477596;0.09789018;0.15406547;0.42328057;1.0;0.3298882;[A#];[MIN];[];
0.5168553;0.8383719;0.39488202;0.1515801;0.35103884;0.8920092;0.3075932;0.10181739;0.17587516;0.42059138;1.0;0.33961505;[A#];[MIN];[];
0.51588815;0.88981646;0.41013306;0.14605582;0.36548454;0.9659227;0.3510215;0.11426686;0.16541594;0.4051041;1.0;0.3296618;[A#];[MIN];[];
0.5113492;0.86204565;0.386047;0.14807358;0.34908772;0.9746235;0.3422299;0.10235902;0.17082296;0.4254826;1.0;0.33306685;[A#];[MIN];[];
0.50536025;0.8571508;0.38374707;0.1447467;0.37268877;0.99401134;0.34475866;0.107494734;0.16948594;0.4222788;1.0;0.34997568;[A#];[MIN];[];
0.51562345;0.87845254;0.37957993;0.151439;0.36151057;1.0;0.34823507;0.11660334;0.17707723;0.40005448;0.96142244;0.30044422;[A#];[MIN];[];
0.52813864;0.84877366;0.365172;0.13366544;0.37724334;1.0;0.3168104;0.10668623;0.1592345;0.36935908;0.9283617;0.3180146;[A#];[MIN];[];
0.51864195;0.8665148;0.37872228;0.13919277;0.36203286;1.0;0.3254584;0.11202022;0.1825416;0.3995856;0.9794098;0.3172092;[A#];[MIN];[];
0.5058961;0.8606295;0.3844335;0.15235034;0.37348694;1.0;0.3412192;0.122092195;0.18618636;0.41635707;0.99865234;0.32159042;[A#];[MIN];[];
0.47373578;0.82602936;0.36850917;0.13035959;0.3616703;1.0;0.32468423;0.11651039;0.17632453;0.3948013;0.91957814;0.2822738;[A#];[MIN];[];
0.4742065;0.8379349;0.3826834;0.11892663;0.3644981;1.0;0.33396196;0.12372161;0.15388934;0.37960356;0.88748133;0.28769988;[A#];[MIN];[];
0.5113014;0.89283776;0.4193586;0.13237488;0.36434087;1.0;0.34365264;0.118369825;0.16913868;0.40632758;0.9244755;0.29385695;[A#];[MIN];[];
0.4701467;0.86705333;0.41543734;0.13806763;0.34518406;1.0;0.35003766;0.10506491;0.15078896;0.38701978;0.92095166;0.2794286;[A#];[MIN];[];
0.4867699;0.8766591;0.41846094;0.12492276;0.34244248;1.0;0.33796582;0.102634005;0.15582548;0.38574278;0.89334095;0.28987202;[A#];[MIN];[];
0.49273896;0.8868737;0.40939346;0.12453486;0.36246794;1.0;0.33028632;0.107458316;0.1468908;0.37554228;0.9055021;0.2907918;[A#];[MIN];[];
0.47673357;0.8638776;0.3869829;0.1260734;0.36360708;1.0;0.33261198;0.11345538;0.15018606;0.3714863;0.9178091;0.29274088;[A#];[MIN];[];
0.4979347;0.88183063;0.40497124;0.12775166;0.34654218;0.9843022;0.33127734;0.12230059;0.16838257;0.42406595;1.0;0.32262903;[A#];[MIN];[];
0.5716584;0.90791845;0.4580511;0.20213607;0.38098234;0.91238993;0.36296895;0.17951915;0.24119848;0.48081616;1.0;0.39592567;[A#];[MIN];[];
0.6945024;1.0;0.7191371;0.5535589;0.62608355;0.97456026;0.597485;0.49719852;0.53337026;0.72466236;0.9903239;0.53648436;[A#];[MIN];[];
0.74073046;0.84318125;0.7272123;0.7626146;0.76293117;0.93980306;0.73887604;0.6060074;0.56519836;0.72881204;1.0;0.7533942;[A#];[MIN];[];
0.8023445;0.9552756;0.70741886;0.7362922;0.73666406;0.98565596;0.8305451;0.685045;0.6608011;0.7148991;1.0;0.8635685;[A#];[MIN];[];
0.6264215;0.892975;0.51187885;0.40674886;0.4981704;0.7975847;0.5448122;0.407518;0.44436997;0.49183497;1.0;0.64285475;[A#];[MIN];[];
0.6216584;0.9124177;0.4437499;0.31738776;0.4255639;0.7463164;0.34594843;0.27752107;0.34361663;0.4529419;1.0;0.50385743;[A#];[MIN];[];
0.64353734;0.9930339;0.48241505;0.3578975;0.45717257;0.90857124;0.40786168;0.2484432;0.29537478;0.480233;1.0;0.45239007;[A#];[MIN];[];
0.6771467;1.0;0.46690157;0.3249057;0.40084076;0.8602288;0.39424372;0.22428317;0.26185772;0.419996;0.9028733;0.44483986;[A#];[MIN];[];
0.6646916;1.0;0.43922198;0.2645403;0.37623847;0.7973235;0.32966778;0.19054621;0.2528497;0.40882427;0.8774609;0.42839903;[A#];[MIN];[];
0.67704254;1.0;0.42640892;0.23821965;0.3966082;0.8755882;0.33244842;0.17108822;0.23341706;0.4309979;0.88708586;0.4122093;[A#];[MIN];[];
0.66211605;1.0;0.43964863;0.22089458;0.38326958;0.86067647;0.36380044;0.16566412;0.21923688;0.41790378;0.8483636;0.36179686;[A#];[MIN];[];
0.6561864;1.0;0.43267584;0.2156741;0.38423422;0.86444426;0.35108083;0.14243668;0.19977549;0.40498686;0.79964525;0.336294;[A#];[MIN];[];
0.6316308;1.0;0.4248949;0.20610699;0.38241175;0.87678057;0.3323001;0.13972381;0.20746484;0.42487627;0.779282;0.3284576;[A#];[MIN];[];
0.6258308;1.0;0.42186528;0.18918711;0.38580006;0.9343143;0.3462317;0.14517935;0.20372237;0.42268875;0.7656639;0.3223717;[A#];[MIN];[];
0.59572685;1.0;0.42636567;0.18204667;0.38073575;0.9572433;0.33768755;0.11936491;0.1842652;0.3866119;0.68560594;0.3000667;[A#];[MIN];[];
0.58292973;1.0;0.4235838;0.1784814;0.37966326;0.968653;0.35142747;0.12978697;0.17382675;0.35722208;0.6099797;0.2669675;[A#];[MIN];[];
0.57836926;0.996369;0.4247248;0.1678718;0.3762279;1.0;0.36320737;0.13735436;0.18713616;0.37242797;0.5969523;0.27527934;[A#];[MIN];[];
0.5696887;0.9913072;0.39606062;0.16515917;0.370864;1.0;0.37154076;0.1213688;0.1778146;0.3458433;0.55215275;0.255487;[A#];[MIN];[];
0.5855646;1.0;0.39927617;0.15750869;0.39272934;0.9844575;0.35062417;0.110697515;0.18668346;0.336802;0.5447654;0.2531048;[A#];[MIN];[];
0.57569915;1.0;0.39428666;0.16049355;0.38800335;0.98416996;0.34117115;0.11550446;0.1666759;0.34716055;0.5859175;0.26296842;[A#];[MIN];[];
0.57388866;1.0;0.39058065;0.1471694;0.35341603;0.9571056;0.33143568;0.10767653;0.16400903;0.33889836;0.594001;0.24459109;[A#];[MIN];[];
0.5712091;1.0;0.396957;0.15347613;0.36375394;0.98327243;0.34689918;0.102901906;0.16369772;0.36282125;0.61787903;0.23599261;[A#];[MIN];[];
0.6043441;1.0;0.38824695;0.1461674;0.33614287;0.9571335;0.33879018;0.11031458;0.16224812;0.34499764;0.64327484;0.2532416;[A#];[MIN];[];
0.5934747;1.0;0.3924947;0.12923987;0.34168884;0.91782844;0.31336084;0.11242491;0.16866493;0.31776673;0.64048195;0.26121497;[A#];[MIN];[];
0.596802;1.0;0.40439525;0.14602047;0.36657292;0.9455692;0.3239563;0.11240539;0.16451441;0.33711255;0.6887219;0.25735775;[A#];[MIN];[];
0.60270417;1.0;0.39519706;0.13181913;0.34468675;0.9618931;0.35931796;0.10581866;0.1561653;0.3505191;0.71071994;0.2637926;[A#];[MIN];[];
0.6138647;1.0;0.3859775;0.12086479;0.33085373;0.9236026;0.3170152;0.10125261;0.14435984;0.32841265;0.68056405;0.25478163;[A#];[MIN];[];
0.57158095;1.0;0.39473245;0.134995;0.3487879;0.94703496;0.3348728;0.12304266;0.17425211;0.35121647;0.70392776;0.25443178;[A#];[MIN];[];
0.58103496;1.0;0.38448736;0.12784418;0.32230145;0.90879756;0.31925762;0.11890668;0.17066133;0.32859606;0.7040797;0.2701504;[A#];[MIN];[];
0.5962025;1.0;0.40825248;0.16441712;0.34481815;0.9340023;0.35114455;0.11139192;0.1636887;0.3550308;0.6698636;0.29180104;[A#];[MIN];[];
0.59245116;1.0;0.51949364;0.27643642;0.4172584;0.845739;0.44557902;0.21064165;0.25563332;0.41801926;0.60918504;0.36623085;[A#];[MIN];[];
0.44179168;0.7112784;0.5450192;0.3212466;0.32914668;0.50034124;0.3497845;0.32356557;0.36606163;0.55359524;1.0;0.46904626;[A#];[MIN];[];
0.35681555;0.5045109;0.4190474;0.295126;0.25739226;0.44985068;0.32135272;0.30081585;0.36964047;0.52644813;1.0;0.42390504;[A#];[MIN];[];
0.34383997;0.48365703;0.38800934;0.2540153;0.24030718;0.45736286;0.24187452;0.23682654;0.31134468;0.5332515;1.0;0.38294205;[A#];[MIN];[];
0.37983942;0.5096962;0.37927705;0.2040878;0.2372858;0.5084156;0.23293462;0.15185794;0.22007862;0.4860724;1.0;0.4059083;[A#];[MIN];[];
0.43767172;0.6049469;0.44257262;0.22143057;0.29299465;0.63302606;0.24272498;0.14055948;0.24797791;0.51159704;1.0;0.39355972;[A#];[MIN];[];
0.41497812;0.5952927;0.4317351;0.2032268;0.25890023;0.59560597;0.20954914;0.1270245;0.2441254;0.46657926;1.0;0.37072325;[A#];[MIN];[];
0.39564168;0.57063293;0.39199057;0.17706372;0.26087746;0.58648264;0.19806907;0.10373492;0.20789887;0.43762133;1.0;0.3245;[A#];[MIN];[];
0.37493384;0.56987375;0.3751384;0.15451834;0.2508851;0.57881975;0.20877643;0.10665696;0.18446103;0.4435658;1.0;0.30467662;[A#];[MIN];[];
0.3618148;0.5597876;0.34849083;0.13964376;0.24248989;0.6166873;0.20818843;0.10455282;0.18553212;0.45344675;1.0;0.29456052;[A#];[MIN];[];
0.35743463;0.56218225;0.34621662;0.12808351;0.22769108;0.6319438;0.21994214;0.10942131;0.19165859;0.46052903;1.0;0.2849145;[A#];[MIN];[];
0.33521286;0.5356269;0.33760807;0.1165669;0.20061676;0.61301154;0.2087298;0.10235213;0.17209871;0.43001512;1.0;0.28597233;[A#];[MIN];[];
0.33793762;0.5210481;0.32259604;0.12947229;0.2320184;0.6057457;0.18485834;0.09250128;0.15440862;0.40528312;1.0;0.2942675;[A#];[MIN];[];
0.32965964;0.5463611;0.33323604;0.136952;0.235529;0.62202126;0.19884358;0.10370138;0.16466598;0.4243842;1.0;0.27303475;[A#];[MIN];[];
0.32693684;0.5503461;0.3336262;0.124712765;0.22101;0.60050035;0.19450574;0.106065296;0.16293664;0.4256012;1.0;0.27542976;[A#];[MIN];[];
0.31548184;0.53919405;0.32274902;0.124728896;0.20838757;0.5810294;0.19360301;0.10134988;0.16155462;0.41249648;1.0;0.2584196;[A#];[MIN];[];
0.32239982;0.5344531;0.30675885;0.11516465;0.21574174;0.5785322;0.1834817;0.09414252;0.15723176;0.40522885;1.0;0.27792427;[A#];[MIN];[];
0.3154662;0.534636;0.29768887;0.09580934;0.1994328;0.56278163;0.1860019;0.09305385;0.15564984;0.4154277;1.0;0.27506834;[A#];[MIN];[];
0.37480733;0.56174195;0.31984687;0.12329007;0.21775167;0.54882175;0.21117453;0.12953472;0.1738988;0.4531708;1.0;0.3260593;[A#];[MIN];[];
0.54149145;0.7512276;0.46713227;0.26439744;0.35087156;0.68087685;0.36953244;0.2852009;0.32372236;0.6308452;1.0;0.48984894;[A#];[MIN];[];
0.56756103;0.79817194;0.52551985;0.42835528;0.37852147;0.64889777;0.4574899;0.46715006;0.45335206;0.6936496;1.0;0.5522457;[A#];[MIN];[];
0.511325;0.6113424;0.5107142;0.4417218;0.39597616;0.74565685;0.5735692;0.46135652;0.43225962;0.7187202;1.0;0.4997741;[A#];[MIN];[];
0.5634753;0.7244495;0.49703488;0.36806777;0.41423276;0.84360653;0.53772974;0.47945374;0.50598866;0.6891716;1.0;0.4811337;[A#];[MIN];[];
0.6057926;0.96911174;0.514778;0.2874283;0.33712846;0.7556528;0.412667;0.35976633;0.38815945;0.6000763;1.0;0.4531745;[A#];[MIN];[];
0.5598635;1.0;0.49722975;0.23977761;0.30462837;0.69579047;0.32226256;0.23265836;0.27981004;0.5102002;0.88175887;0.3711828;[A#];[MIN];[];
0.53088254;1.0;0.47584563;0.18748112;0.27333575;0.68230563;0.27441767;0.19097497;0.26715338;0.45129445;0.85494274;0.34836417;[A#];[MIN];[];
0.53821874;1.0;0.43825838;0.17152138;0.25362042;0.67544615;0.2591354;0.16661827;0.23740849;0.4854779;0.95931435;0.36214414;[A#];[MIN];[];
0.50094855;0.9059939;0.39807242;0.1797027;0.27214548;0.66307855;0.23082723;0.14694634;0.2248448;0.49873438;1.0;0.38615257;[A#];[MIN];[];
0.571398;0.84381217;0.42669392;0.29322046;0.38576603;0.65135795;0.33900923;0.23766595;0.31165722;0.6780591;1.0;0.5627348;[A#];[MIN];[];
0.55984664;0.8045631;0.3777385;0.21853313;0.3346399;0.6236411;0.28966808;0.16965798;0.24054804;0.5896541;1.0;0.47919047;[A#];[MIN];[];
0.55682355;0.93680567;0.3884447;0.16210411;0.30345246;0.72873676;0.2579237;0.090101406;0.13739789;0.44688195;1.0;0.35809746;[A#];[MIN];[];
0.5883589;0.98989314;0.4126527;0.17075492;0.30605948;0.76475865;0.27231643;0.09993423;0.14420351;0.4665775;1.0;0.34889448;[A#];[MIN];[];
0.6000434;1.0;0.40542418;0.14822601;0.31625742;0.81675285;0.2781824;0.10108166;0.15130185;0.44577503;0.89152306;0.32461601;[A#];[MIN];[];
0.57068855;1.0;0.41253245;0.14179091;0.2909948;0.7486607;0.26351595;0.09058805;0.13856;0.3808868;0.78622866;0.30337507;[A#];[MIN];[];
0.53544044;1.0;0.41534793;0.14368048;0.26879367;0.7466379;0.27498978;0.094277725;0.13422358;0.41234502;0.75882125;0.27555612;[A#];[MIN];[];
0.54024965;1.0;0.42446452;0.14882843;0.28328267;0.7617934;0.26809257;0.086225845;0.12721889;0.38940653;0.70658255;0.25795949;[A#];[MIN];[];
0.5246206;1.0;0.4177054;0.137988;0.29757887;0.74377126;0.25660908;0.09043899;0.12269283;0.37151995;0.6822342;0.26407266;[A#];[MIN];[];
0.5181366;1.0;0.4182248;0.1350278;0.29993746;0.8089655;0.28949717;0.09414939;0.14358929;0.37776744;0.6268773;0.25309506;[A#];[MIN];[];
0.54008555;1.0;0.41498178;0.12992601;0.30829832;0.81349224;0.2747218;0.091484755;0.13532048;0.37786016;0.5955972;0.2373867;[A#];[MIN];[];
0.5616725;1.0;0.4422973;0.16745095;0.3144621;0.776384;0.31494465;0.14545643;0.1963146;0.4176365;0.6205102;0.28385472;[A#];[MIN];[];
0.58796644;1.0;0.56351054;0.34534666;0.4479719;0.9508414;0.49076167;0.30555004;0.3511985;0.5211598;0.6942959;0.33451247;[A#];[MIN];[];
0.49732736;0.72349334;0.5365971;0.40836656;0.5197326;1.0;0.6140548;0.44605014;0.38347542;0.51548564;0.7482018;0.40634346;[A#];[MIN];[];
0.5493553;0.7089038;0.5239309;0.40250206;0.5230476;1.0;0.7191317;0.5729175;0.4744431;0.51160574;0.8256218;0.513407;[A#];[MIN];[];
0.7305851;1.0;0.5877349;0.38891274;0.516094;0.91599613;0.57258606;0.50781286;0.43483832;0.546048;0.8761977;0.60724217;[A#];[MIN];[];
0.7189511;1.0;0.504931;0.29512468;0.45973533;0.81592304;0.47684926;0.36840487;0.35252514;0.4227141;0.7337554;0.48709717;[A#];[MIN];[];
0.6382507;1.0;0.49382636;0.2725727;0.41590688;0.8139033;0.42718184;0.2608953;0.28553852;0.45205545;0.7457315;0.39761084;[A#];[MIN];[];
0.6867204;1.0;0.4493314;0.2657184;0.41985592;0.86987394;0.41968787;0.25353417;0.26586223;0.44748133;0.78447187;0.40189436;[A#];[MIN];[];
0.70383877;1.0;0.44396225;0.23232032;0.41644317;0.8676464;0.40268242;0.22696508;0.25811237;0.45704946;0.73689973;0.36450988;[A#];[MIN];[];
0.72275656;1.0;0.4640198;0.23288287;0.41166508;0.95850456;0.43662438;0.18515436;0.25118217;0.44569695;0.73620266;0.34264135;[A#];[MIN];[];
0.749691;1.0;0.46348056;0.23160692;0.39695424;0.87638474;0.43372008;0.18519709;0.21383454;0.43892613;0.7326239;0.37767684;[A#];[MIN];[];
0.72910523;1.0;0.5603621;0.37401798;0.4574813;0.7939579;0.5030385;0.35773063;0.3783464;0.58838296;0.9540295;0.5521238;[A#];[MIN];[];
0.3622925;0.46269166;0.3577814;0.30179796;0.28179216;0.43376008;0.28375956;0.2618573;0.28706124;0.49090502;1.0;0.45601013;[A#];[MIN];[];
0.3392143;0.4074799;0.31454423;0.29046667;0.32654327;0.56059813;0.35163492;0.24138287;0.26837194;0.51123977;1.0;0.42714837;[A#];[MIN];[];
0.3923046;0.5444091;0.35118744;0.24078426;0.34334633;0.7120911;0.36478636;0.25884074;0.3057723;0.56947523;1.0;0.39694187;[A#];[MIN];[];
0.44148436;0.6905186;0.39114824;0.2219404;0.3578281;0.7825756;0.3211609;0.2080453;0.26180637;0.50297934;1.0;0.42120045;[A#];[MIN];[];
0.45071796;0.80356514;0.42773813;0.23888537;0.3918315;0.8365142;0.28849134;0.18698554;0.23550694;0.49009827;1.0;0.39771825;[A#];[MIN];[];
0.46962073;0.84127545;0.44481584;0.23187593;0.37337506;0.85537195;0.3430476;0.1700781;0.22072095;0.49105483;1.0;0.37756443;[A#];[MIN];[];
0.43040785;0.7767319;0.4086968;0.21825342;0.34395373;0.8086388;0.3025611;0.114753574;0.17908487;0.46473622;1.0;0.34095207;[A#];[MIN];[];
0.42869392;0.7751881;0.39041954;0.20007002;0.3525809;0.8147615;0.26713672;0.10473821;0.16909418;0.4728696;1.0;0.33531496;[A#];[MIN];[];
0.43666366;0.78351665;0.38282567;0.1826857;0.33652645;0.8525183;0.28865597;0.11149944;0.17967184;0.46798217;1.0;0.33583015;[A#];[MIN];[];
0.5094248;0.8439062;0.43811774;0.22753647;0.41095102;0.9653424;0.35995942;0.19365501;0.252197;0.507795;1.0;0.37442616;[A#];[MIN];[];
0.55323654;0.8314107;0.5380964;0.3471443;0.51773405;0.98957914;0.5347085;0.36848933;0.41450813;0.58984244;1.0;0.46702763;[A#];[MIN];[];
0.53662795;0.6838701;0.47190467;0.32043266;0.46895334;0.8682622;0.48617557;0.33562052;0.4372243;0.61778164;1.0;0.4760724;[A#];[MIN];[];
0.5218614;0.66198933;0.43809006;0.2769083;0.4396792;0.73311937;0.3409186;0.20528501;0.32822835;0.57408714;1.0;0.5032166;[A#];[MIN];[];
0.62870914;0.92120767;0.5564384;0.2870209;0.48666185;0.7830108;0.3892195;0.23288485;0.33566868;0.549155;1.0;0.5197815;[A#];[MIN];[];
0.65184873;1.0;0.57565105;0.2766436;0.45477948;0.8260282;0.3933408;0.22726622;0.31713155;0.43767455;0.809159;0.43119815;[A#];[MIN];[];
0.6432638;1.0;0.5658794;0.28300688;0.44458428;0.9228994;0.4260902;0.23664139;0.3237319;0.45297307;0.83027965;0.40343353;[A#];[MIN];[];
0.65780103;1.0;0.54527265;0.25653166;0.44201064;0.92033553;0.41437444;0.22981639;0.28936836;0.43866554;0.8701381;0.3717413;[A#];[MIN];[];
0.66820276;1.0;0.53050065;0.23601356;0.42154852;0.8708028;0.425638;0.18820472;0.2565065;0.43208745;0.8549241;0.36485532;[A#];[MIN];[];
0.68053913;1.0;0.5507058;0.25699502;0.42804584;0.86901075;0.4222268;0.20252477;0.24668038;0.42210582;0.8140584;0.38395667;[A#];[MIN];[];
0.6859776;1.0;0.559296;0.29058054;0.45383877;0.8256055;0.43467498;0.2735346;0.33195433;0.48905408;0.7300359;0.4602302;[A#];[MIN];[];
0.5845381;0.8647026;0.4999434;0.29573375;0.3779487;0.6803439;0.40037686;0.29516998;0.3914886;0.57746637;1.0;0.5047832;[A#];[MIN];[];
0.49700943;0.76793015;0.4614995;0.26229993;0.3500607;0.68357116;0.3780839;0.25415915;0.31277964;0.5430583;1.0;0.4370365;[A#];[MIN];[];
0.5137685;0.8934628;0.47708583;0.28110737;0.451053;0.9150235;0.42047024;0.2626133;0.28216255;0.5156222;1.0;0.37405664;[A#];[MIN];[];
0.5125088;0.9578165;0.4633986;0.24757709;0.417441;1.0;0.44258645;0.20734993;0.22832023;0.4544118;0.9484773;0.4020301;[A#];[MIN];[];
0.5007251;1.0;0.45554483;0.23132227;0.3989813;0.97346085;0.4325395;0.19473386;0.23581797;0.41627938;0.81217086;0.3129034;[A#];[MIN];[];
0.49798673;1.0;0.44926015;0.2179263;0.37921038;0.924886;0.3995943;0.16721259;0.223059;0.41027457;0.9101239;0.32078704;[A#];[MIN];[];
0.4742827;0.9532739;0.4294257;0.17953785;0.3608148;0.8749041;0.33672613;0.13534355;0.17891449;0.41714257;1.0;0.33748168;[A#];[MIN];[];
0.48762092;0.91990566;0.40099484;0.17392577;0.34274068;0.8462918;0.3227746;0.13661413;0.1925375;0.4221955;1.0;0.3229342;[A#];[MIN];[];
0.499045;0.94015586;0.39888495;0.18292528;0.3467315;0.86686724;0.35257423;0.13604282;0.19709232;0.4054525;1.0;0.3181143;[A#];[MIN];[];
0.5054611;1.0;0.41364214;0.16777705;0.33364123;0.8712712;0.34520295;0.13659512;0.17884812;0.40055948;0.996941;0.31383803;[A#];[MIN];[];
0.5073203;1.0;0.41390154;0.1728782;0.32320285;0.843817;0.32634228;0.12940799;0.15364605;0.38367227;0.9719832;0.30132097;[A#];[MIN];[];
0.52968824;1.0;0.42683566;0.16852021;0.30999064;0.80993754;0.3864626;0.16508406;0.19316103;0.42909834;0.98910314;0.33485207;[A#];[MIN];[];
0.5262388;1.0;0.43510848;0.1919939;0.31746343;0.7560137;0.33154082;0.17766815;0.23533678;0.4394658;0.98979616;0.35069174;[A#];[MIN];[];
0.5219324;0.8923772;0.44255972;0.22002785;0.29837477;0.6203275;0.31236836;0.2776288;0.4424218;0.5394841;1.0;0.4214295;[A#];[MIN];[];
0.5206411;0.84763455;0.51533306;0.3541668;0.43102142;0.7701169;0.4991407;0.41839013;0.633912;0.64423263;1.0;0.5207887;[A#];[MIN];[];
0.51751435;0.69564444;0.48752874;0.4224865;0.53226596;1.0;0.7381529;0.501868;0.6083711;0.6343688;0.818157;0.4857725;[A#];[MIN];[];
0.5294488;0.5320494;0.34811318;0.34777427;0.4767851;1.0;0.74192834;0.4152926;0.5219788;0.599617;0.74437827;0.5165495;[A#];[MIN];[];
0.65096587;0.7014026;0.42974088;0.37419215;0.5286037;1.0;0.7264723;0.4524471;0.4822676;0.5363243;0.67868054;0.5373923;[A#];[MIN];[];
0.6911398;0.9312961;0.5243032;0.3646089;0.5268797;0.9697313;0.677728;0.3845537;0.4036534;0.6075981;1.0;0.67197704;[A#];[MIN];[];
0.5992775;0.839798;0.4263887;0.25754386;0.34551418;0.6482343;0.37012276;0.2293272;0.2809619;0.44668156;1.0;0.52696055;[A#];[MIN];[];
0.6111357;0.83852154;0.41684616;0.2415264;0.35149202;0.6449445;0.3293531;0.18294878;0.24562554;0.4779938;1.0;0.43238422;[A#];[MIN];[];
0.59017676;0.82058835;0.39074236;0.23958114;0.37406236;0.70875233;0.3189066;0.15088199;0.19866385;0.43148896;1.0;0.44219115;[A#];[MIN];[];
0.6302684;0.864251;0.40095472;0.2280599;0.35787466;0.7734091;0.3362531;0.15045913;0.19903159;0.41628984;1.0;0.4505026;[A#];[MIN];[];
0.63629127;0.8917953;0.39878547;0.21140814;0.3727425;0.8361045;0.35818964;0.13878205;0.212211;0.46372396;1.0;0.431906;[A#];[MIN];[];
0.6416332;0.91989946;0.4124747;0.21764308;0.3903138;0.9165494;0.39047864;0.14359808;0.20669274;0.48224673;1.0;0.4053813;[A#];[MIN];[];
0.6151919;0.95123935;0.4212556;0.20783882;0.40134263;0.9296725;0.36904585;0.13854364;0.22140892;0.47136113;1.0;0.399748;[A#];[MIN];[];
0.5998277;0.95330846;0.42738158;0.19830754;0.41748756;0.9830274;0.3874964;0.14963196;0.22156706;0.47028217;1.0;0.394985;[A#];[MIN];[];
0.61270404;0.95981497;0.44405413;0.19953617;0.41654176;1.0;0.38499054;0.12646945;0.22116636;0.46144336;0.9663565;0.37998056;[A#];[MIN];[];
0.6280117;1.0;0.45538208;0.1844338;0.41221726;0.9918759;0.388206;0.12185193;0.20993191;0.4583497;0.95863056;0.3763351;[A#];[MIN];[];
0.61109763;0.97700924;0.42868796;0.17207268;0.40819016;1.0;0.38799763;0.13233995;0.20602007;0.4282307;0.89077085;0.38003406;[A#];[MIN];[];
0.6333451;0.9860403;0.42055193;0.16738008;0.40419304;1.0;0.3816879;0.10866979;0.20153981;0.43702522;0.87241185;0.36933178;[A#];[MIN];[];
0.6293589;1.0;0.42835116;0.16406703;0.40764463;0.9638211;0.37393278;0.12490879;0.2081255;0.44487604;0.8076112;0.3435087;[A#];[MIN];[];
0.6529593;1.0;0.42414212;0.17555481;0.4266573;0.99589896;0.37207082;0.13052185;0.21812193;0.4381601;0.7880375;0.34267336;[A#];[MIN];[];
0.6247272;1.0;0.40735924;0.16833343;0.39383757;0.9854794;0.3814287;0.12512521;0.20659778;0.445832;0.8027629;0.34927642;[A#];[MIN];[];
0.6269939;1.0;0.41165727;0.154008;0.38927957;0.9873685;0.36631867;0.120084986;0.20228907;0.4636625;0.7958378;0.34163272;[A#];[MIN];[];
0.6238597;1.0;0.42146206;0.1380457;0.3644018;0.9557087;0.37119502;0.11768723;0.18064038;0.39506525;0.71251905;0.3058869;[A#];[MIN];[];
0.61502326;1.0;0.41267866;0.14305627;0.34765536;0.91442144;0.35662475;0.10683052;0.1730902;0.3969639;0.73145294;0.31140998;[A#];[MIN];[];
0.6044328;1.0;0.3926834;0.13095716;0.3616381;0.9263688;0.33978856;0.092795625;0.15841374;0.40295237;0.73946816;0.32718524;[A#];[MIN];[];
0.5927152;1.0;0.40073517;0.13517588;0.36163795;0.9309217;0.35173413;0.10095256;0.1661214;0.42490327;0.7760936;0.32670462;[A#];[MIN];[];
0.58901143;1.0;0.39728504;0.13477649;0.36789778;0.9127075;0.3500598;0.10180441;0.17290461;0.40042904;0.77074033;0.32023725;[A#];[MIN];[];
0.6085464;1.0;0.38419116;0.12509573;0.33935428;0.88008374;0.33802402;0.10186479;0.1581694;0.3774969;0.74157655;0.303117;[A#];[MIN];[];
0.58130014;1.0;0.40334198;0.14044578;0.3463621;0.8786042;0.34284437;0.09636077;0.16681737;0.40679806;0.8009348;0.30676228;[A#];[MIN];[];
0.59585786;1.0;0.40215302;0.12557854;0.35183036;0.8734919;0.330755;0.10434517;0.1712316;0.40318435;0.8234455;0.32480747;[A#];[MIN];[];
